t_model t_dynamics t_filter t_traj t_qp_control t_total
66 18 1 2 115 205
13 6 0 1 29 52
11 5 0 1 22 40
10 4 0 0 20 37
10 4 0 0 20 36
11 5 0 0 23 41
10 4 0 0 20 36
10 4 0 0 18 35
10 4 0 0 19 35
11 4 0 0 20 37
10 4 0 0 18 35
10 3 0 0 18 34
11 4 0 0 22 39
10 3 0 0 18 34
23 7 0 1 25 58
37 8 1 1 34 82
36 8 1 1 34 81
28 7 1 1 34 73
25 6 0 1 26 60
13 4 0 0 20 39
10 3 0 0 18 34
11 4 0 0 20 38
10 4 0 0 19 35
10 4 0 0 18 34
12 4 0 0 20 38
18 6 0 1 26 54
22 6 0 1 28 59
18 5 0 0 24 50
13 4 0 0 18 37
22 6 1 0 29 60
30 8 1 1 34 77
12 4 0 0 19 37
10 4 0 0 17 33
11 4 0 0 21 38
10 4 0 0 18 35
10 3 0 0 18 34
10 3 0 0 18 34
10 4 0 1 19 36
10 4 0 0 18 34
10 3 0 0 18 34
13 4 0 0 21 41
29 8 1 1 37 79
28 7 1 1 33 73
24 6 1 1 30 64
23 7 1 1 36 70
14 4 0 0 21 41
11 4 0 0 19 35
10 4 0 0 18 35
10 4 0 0 18 35
11 4 0 0 23 40
12 4 0 0 21 41
17 5 1 1 24 49
14 4 0 0 22 43
12 4 0 0 21 40
11 4 0 0 20 37
10 4 0 0 18 34
10 4 0 0 18 34
11 4 0 0 21 39
11 4 0 0 19 36
10 3 0 0 18 34
10 3 0 0 18 33
11 4 0 0 20 36
10 3 0 0 18 35
10 3 0 0 17 33
10 3 0 0 18 34
11 4 0 0 21 38
11 4 0 0 19 36
10 3 0 0 18 33
10 3 0 0 17 33
10 3 0 0 19 35
10 3 0 0 18 34
10 3 0 0 17 33
10 3 0 0 18 34
11 4 0 0 21 38
11 4 0 0 19 36
10 3 0 0 18 33
10 3 0 0 18 33
11 4 0 0 20 37
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 33
11 4 0 0 21 38
10 4 0 0 19 35
10 3 0 0 17 33
10 3 0 0 18 34
10 4 0 0 20 37
10 3 0 0 18 34
10 3 0 0 18 33
12 4 0 0 23 43
11 4 0 0 22 39
10 3 0 0 19 35
10 3 0 0 18 33
10 3 0 0 18 33
11 4 0 0 20 37
10 3 0 0 19 35
10 3 0 0 18 35
10 3 0 0 18 34
11 4 0 0 21 38
10 3 0 0 19 35
10 3 0 0 18 34
10 3 0 0 18 34
10 4 0 0 20 37
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 33
11 4 0 0 21 38
10 4 0 0 18 35
10 3 0 0 18 33
10 3 0 0 17 33
10 4 0 0 20 36
11 3 0 0 18 34
10 3 0 0 17 33
10 3 0 0 17 33
11 4 0 0 21 38
10 4 0 0 19 36
10 3 0 0 18 33
10 3 0 0 18 33
10 4 0 0 20 37
10 3 0 0 18 35
10 3 0 0 18 34
11 3 0 0 18 34
11 4 0 0 21 38
10 4 0 0 18 35
10 3 0 0 17 33
10 3 0 0 18 34
10 3 0 0 19 35
10 3 0 0 18 34
10 3 0 0 18 33
10 4 0 0 18 34
10 4 0 0 21 38
10 3 0 0 18 35
10 3 0 0 18 34
12 4 0 0 23 42
11 4 0 0 20 37
10 4 0 0 18 35
10 3 0 0 18 34
10 3 0 0 18 34
11 4 0 0 21 38
10 3 0 0 19 35
10 3 0 0 18 33
10 3 0 0 18 34
11 4 0 0 20 37
10 4 0 0 18 35
12 4 0 0 20 38
10 4 0 0 18 34
11 4 0 0 21 38
10 4 0 0 18 35
10 3 0 0 18 33
10 3 0 0 17 34
10 4 0 0 20 36
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
11 4 0 0 21 38
10 4 0 0 19 35
10 3 0 0 18 34
10 3 0 0 18 33
10 4 0 0 19 36
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
10 4 0 0 20 37
10 4 0 0 18 35
10 3 0 0 18 33
10 3 0 0 18 33
10 4 0 0 20 37
11 3 0 0 18 34
10 3 0 0 18 33
10 3 0 0 18 33
11 4 0 0 20 38
10 4 0 0 18 34
10 3 0 0 18 33
10 3 0 0 18 34
10 4 0 0 20 37
10 3 0 0 18 35
10 3 0 0 18 34
11 4 0 0 22 39
11 4 0 0 21 38
10 4 0 0 18 35
10 3 0 0 18 33
10 3 0 0 18 33
10 4 0 0 20 37
12 4 0 0 20 39
10 3 0 0 18 34
10 3 0 0 18 34
11 4 0 0 21 38
10 4 0 0 18 35
10 3 0 0 18 34
10 3 0 0 18 33
10 4 0 0 20 36
10 3 0 0 18 35
10 3 0 0 18 33
10 3 0 0 18 34
10 4 0 0 21 38
11 4 0 0 18 35
10 3 0 0 18 34
10 3 0 0 18 33
10 4 0 0 19 35
10 3 0 0 18 34
10 3 0 0 18 33
10 3 0 0 18 33
10 4 0 0 20 37
10 4 0 0 18 35
10 3 0 0 18 34
10 3 0 0 18 34
11 4 0 0 20 38
10 3 0 0 18 34
10 3 0 0 17 33
10 3 0 0 18 34
10 4 0 0 19 36
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
10 4 0 0 21 38
10 3 0 0 19 35
10 3 0 0 18 33
10 3 0 0 18 34
11 4 0 0 19 36
10 3 0 0 18 34
11 4 0 0 22 39
10 3 0 0 18 34
12 4 0 0 23 43
10 4 0 0 18 35
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 35
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
11 4 0 0 21 38
10 4 0 0 18 35
10 3 0 0 18 34
10 3 0 0 18 34
10 4 0 0 20 36
10 4 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
11 4 0 0 21 38
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
11 4 0 0 20 37
10 3 0 0 18 34
10 3 0 0 17 33
10 3 0 0 18 34
10 4 0 0 21 38
10 3 0 0 18 35
10 3 0 0 18 33
10 3 0 0 18 33
10 4 0 0 19 36
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
11 4 0 0 21 38
10 4 0 0 18 35
10 3 0 0 17 33
10 3 0 0 18 33
10 4 0 0 19 36
10 3 0 0 18 34
10 3 0 0 17 33
10 3 0 0 18 34
11 4 0 0 20 37
10 4 0 0 18 34
11 4 0 0 21 38
10 3 0 0 18 34
10 4 0 0 19 36
10 3 0 0 18 34
10 3 0 0 17 33
10 3 0 0 18 33
11 4 0 0 20 38
10 4 0 0 18 35
10 3 0 0 18 34
10 3 0 0 18 34
10 4 0 0 19 35
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
10 4 0 0 20 37
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 17 33
11 4 0 0 20 37
10 3 0 0 18 34
10 3 0 0 17 34
10 3 0 0 18 34
10 4 0 0 20 37
10 4 0 0 18 35
10 3 0 0 17 33
10 3 0 0 17 33
10 3 0 0 18 35
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 33
11 4 0 0 21 39
10 3 0 0 18 34
10 3 0 0 17 33
10 3 0 0 18 33
11 4 0 0 20 37
10 3 0 0 18 34
11 4 0 0 20 38
10 3 0 0 18 34
10 4 0 0 19 35
10 4 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
10 4 0 0 18 35
11 4 0 0 21 39
10 4 0 0 18 34
10 3 0 0 18 34
10 4 0 0 18 35
10 3 0 0 18 34
10 4 0 0 18 34
10 3 0 0 17 33
10 4 0 0 20 37
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
11 4 0 0 19 36
10 3 0 0 18 35
10 3 0 0 18 34
10 3 0 0 17 33
10 4 0 0 19 36
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 17 33
10 4 0 0 19 36
10 3 0 0 18 34
10 3 0 0 17 33
10 3 0 0 18 33
10 4 0 0 19 36
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 33
10 4 0 0 19 36
10 4 0 0 18 34
10 3 0 0 18 34
10 3 0 0 17 33
11 4 0 0 19 36
10 3 0 0 18 34
10 4 0 0 18 34
10 4 0 0 18 35
10 4 0 0 19 37
10 4 0 0 18 35
10 3 0 0 18 34
10 3 0 0 18 34
11 4 0 0 19 37
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 33
10 4 0 0 20 37
10 4 0 0 21 39
10 3 0 0 18 34
10 3 0 0 18 35
10 4 0 0 19 36
10 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 33
11 4 0 0 20 37
10 3 0 0 18 35
10 3 0 0 17 34
10 3 0 0 18 34
11 4 0 0 20 37
10 4 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
10 4 0 0 18 35
10 3 0 0 18 34
10 3 0 0 18 33
10 3 0 0 18 34
10 3 0 0 19 35
