t_model t_dynamics t_filter t_traj t_qp_control t_total
66 19 2 2 118 210
11 7 1 1 27 49
11 5 0 1 22 40
10 4 0 0 20 36
11 4 0 0 22 40
12 4 0 0 21 40
11 4 0 0 19 36
36 10 1 1 33 83
29 10 1 1 53 96
6 3 0 0 13 25
9 3 0 0 13 27
10 6 0 1 25 44
5 2 0 0 8 16
5 2 0 0 9 18
5 1 0 0 6 14
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
6 2 0 0 9 19
5 1 0 0 6 14
5 1 0 0 6 13
5 1 0 0 6 14
21 4 0 0 19 48
8 4 0 0 20 34
7 5 0 0 19 33
6 3 0 0 12 24
5 1 0 0 7 15
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 14
5 1 0 0 6 14
6 1 0 0 7 15
5 1 0 0 6 13
5 1 0 0 6 14
7 2 0 0 9 19
6 2 0 0 8 18
6 2 0 0 9 20
8 2 0 0 10 22
8 2 0 0 9 21
7 2 0 0 8 19
8 2 0 0 11 23
8 2 0 0 10 22
6 1 0 0 7 16
5 1 0 0 7 14
6 1 0 0 7 16
4 0 0 0 4 10
4 1 0 0 4 10
4 1 0 0 5 12
5 1 0 0 6 13
5 1 0 0 6 14
5 2 0 0 6 14
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
6 1 0 0 7 15
7 2 0 0 8 19
7 2 0 0 9 20
7 2 0 0 9 19
7 1 0 0 8 18
6 1 0 0 7 15
6 1 0 0 8 17
6 1 0 0 7 15
5 1 0 0 6 14
5 1 0 0 6 14
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 7 15
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 14
5 1 0 0 12 20
6 1 0 0 7 15
5 1 0 0 6 14
5 1 0 0 7 15
6 1 0 0 15 23
5 1 0 0 6 13
5 1 0 0 7 14
12 1 0 0 6 21
5 1 0 0 6 14
5 1 0 0 7 15
5 1 0 0 6 13
5 1 0 0 6 14
5 1 0 0 7 15
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
5 1 0 0 6 13
41 14 2 2 65 126
11 6 0 1 26 47
10 5 0 0 22 39
10 5 0 0 21 38
11 4 0 0 21 39
11 4 0 0 21 38
10 4 0 0 20 36
10 4 0 0 18 35
10 4 0 0 20 37
11 4 0 0 20 37
10 4 0 0 19 35
10 4 0 0 18 34
11 5 0 1 24 44
11 4 0 0 21 39
11 4 0 0 20 38
11 4 0 0 19 35
11 4 0 0 20 37
10 4 0 0 20 37
10 4 0 0 18 34
10 4 0 0 18 34
11 4 0 0 19 37
12 4 0 0 19 37
11 4 0 0 19 36
12 4 0 0 21 41
12 5 0 1 24 44
12 5 0 1 22 41
18 6 0 1 27 54
19 6 0 1 25 53
23 8 0 1 31 66
27 7 1 1 35 73
18 6 0 1 24 51
11 4 0 0 18 35
11 4 0 0 22 41
14 5 0 1 25 47
11 4 0 0 19 36
10 4 0 0 18 34
11 4 0 0 20 37
10 4 0 0 18 34
10 4 0 0 18 34
11 4 0 0 19 36
13 4 0 0 20 40
12 4 0 0 19 37
11 3 0 0 18 35
10 4 0 0 18 34
11 4 0 0 18 35
10 4 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
14 8 1 1 39 65
12 6 0 1 27 48
11 5 0 0 22 40
10 5 0 0 20 38
11 4 0 1 22 40
11 4 0 0 21 39
10 4 0 0 19 35
10 4 0 0 19 36
11 5 0 0 21 39
10 4 0 0 19 35
10 4 0 0 18 35
19 7 1 1 32 62
14 5 0 1 24 46
12 4 0 0 20 38
14 4 0 0 20 41
11 4 0 0 19 37
13 5 0 1 23 43
15 5 0 0 21 43
17 5 0 0 21 46
16 5 0 0 21 44
16 5 1 1 24 48
14 4 0 0 21 41
13 4 0 0 19 39
14 4 0 0 19 40
12 4 0 0 20 39
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 19 35
10 4 0 0 18 35
12 5 0 0 22 42
11 4 0 0 19 36
11 4 0 0 20 38
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 17 33
11 4 0 0 20 38
10 4 0 0 18 34
10 4 0 0 18 33
10 4 0 0 18 34
10 4 0 0 19 36
12 4 0 0 18 36
12 4 0 0 18 36
10 4 0 0 18 35
11 4 0 0 19 36
10 4 0 0 18 34
10 4 0 0 18 33
10 4 0 0 18 34
10 4 0 0 19 36
10 4 0 0 20 36
20 7 1 1 33 63
15 5 0 1 23 46
12 5 0 0 21 42
13 5 0 1 21 42
11 4 0 0 20 38
13 4 0 0 20 39
12 4 0 0 20 39
12 4 0 0 20 39
11 4 0 0 18 36
10 4 0 0 18 34
11 4 0 0 19 37
11 4 0 0 18 36
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 19 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 18 34
11 4 0 0 19 37
10 4 0 0 19 35
10 4 0 0 18 34
10 4 0 0 18 33
10 4 0 0 19 36
11 4 0 0 20 38
11 5 0 0 22 40
10 4 0 0 18 34
10 4 0 0 20 36
10 4 0 0 19 35
