t_model t_dynamics t_filter t_traj t_qp_control t_total
43 18 2 2 124 192
32 9 1 1 41 86
23 7 0 1 35 69
18 7 1 1 33 62
11 5 0 1 24 44
11 4 0 0 20 38
11 4 0 0 19 36
10 4 0 0 18 35
10 4 0 1 21 38
12 4 0 0 22 41
10 4 0 0 20 38
10 4 0 0 18 35
10 4 0 0 20 37
10 4 0 0 18 35
11 4 0 0 19 36
13 4 0 0 18 37
10 4 0 0 19 35
10 4 0 1 19 35
11 4 0 0 19 36
10 4 0 0 18 34
11 4 0 0 20 37
10 4 0 0 19 36
10 3 0 0 18 34
11 4 0 0 18 35
10 4 0 0 19 36
10 4 0 0 18 34
11 3 0 0 18 35
13 4 0 0 20 40
11 4 0 1 20 37
10 4 0 0 18 35
11 4 0 0 18 35
10 4 0 0 18 35
10 4 0 0 20 37
11 4 0 1 21 38
11 4 0 0 20 37
8 3 0 0 14 27
8 3 0 0 14 27
7 2 0 0 12 24
7 2 0 0 12 23
7 2 0 0 13 25
11 3 0 0 18 34
13 3 0 0 17 36
11 4 0 0 18 35
12 5 0 1 25 44
10 4 0 1 20 37
9 3 0 0 17 32
8 3 0 0 14 27
9 3 0 0 16 30
10 3 0 0 16 32
9 3 0 0 15 29
8 2 0 0 13 25
7 2 0 0 12 23
8 2 0 0 14 26
20 6 0 1 33 62
12 5 0 0 23 43
11 4 0 0 20 37
11 4 0 1 21 38
10 4 0 0 19 35
10 4 0 0 18 35
9 4 0 0 16 32
2 0 0 0 3 7
2 0 0 0 3 7
7 3 0 0 13 25
7 2 0 0 12 23
8 3 0 0 15 28
9 3 0 0 16 31
10 4 0 0 19 35
10 4 0 0 17 34
10 4 0 0 19 36
10 4 0 0 18 34
10 4 0 0 18 35
9 3 0 0 16 31
9 3 0 0 17 32
9 3 0 0 16 31
10 4 0 0 18 34
10 4 0 0 19 36
22 7 0 1 34 66
15 6 1 1 33 58
11 4 0 0 21 39
11 4 0 1 20 38
10 4 0 1 20 38
10 4 0 0 18 35
10 4 0 0 19 35
10 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 18 35
11 4 0 1 23 41
10 4 0 0 18 35
10 4 0 0 20 38
10 4 0 1 19 37
10 4 0 0 18 35
10 4 0 0 18 35
16 4 0 1 22 46
15 5 0 0 21 44
13 4 0 0 19 39
11 4 0 0 18 36
10 4 0 1 20 37
10 4 0 0 18 35
9 3 0 0 16 30
8 3 0 0 14 27
9 3 0 0 18 33
10 4 0 0 18 35
10 4 0 0 18 35
10 3 0 0 18 34
9 3 0 0 17 33
23 8 1 1 35 71
12 5 0 1 23 42
10 4 0 0 19 36
11 4 0 1 21 39
10 4 0 1 19 36
23 7 1 1 34 68
13 6 0 1 32 55
17 7 0 1 33 60
11 4 0 0 21 39
10 4 0 0 19 36
10 4 0 0 18 35
10 4 0 0 20 37
10 4 0 0 19 35
10 4 0 0 20 37
11 4 0 0 19 36
11 4 0 1 20 38
10 4 0 1 19 36
10 4 0 0 20 36
10 3 0 1 18 35
11 4 0 0 19 36
11 4 0 0 19 37
10 4 0 0 19 36
10 4 0 0 19 35
10 4 0 1 21 38
11 5 0 1 23 42
11 4 0 0 19 36
12 4 0 0 19 38
10 4 0 0 19 36
10 4 0 0 19 36
10 4 0 0 20 37
10 4 0 0 21 37
10 4 0 0 21 38
10 4 0 0 19 35
11 4 0 0 19 37
10 4 0 0 20 37
11 4 0 1 22 40
10 4 0 1 18 36
10 4 0 0 17 34
10 4 0 0 18 35
12 4 0 0 20 39
10 4 0 0 19 36
10 4 0 0 18 35
10 4 0 0 18 35
10 4 0 0 19 36
10 4 0 1 19 35
10 4 0 0 19 36
10 4 0 1 19 36
10 4 0 1 21 39
10 4 0 1 19 36
10 4 0 0 18 35
10 4 0 0 18 35
10 4 0 1 20 36
12 4 0 0 21 40
10 4 0 0 20 37
10 4 0 0 18 34
12 4 0 1 23 42
35 9 1 1 36 84
25 5 0 1 25 59
12 4 0 0 18 36
10 4 0 0 19 36
10 4 0 0 18 35
10 4 0 0 18 34
10 3 0 0 18 35
10 4 0 1 19 37
11 4 0 1 19 36
12 4 0 0 20 39
11 3 0 0 19 36
11 4 0 1 24 42
13 5 0 0 23 44
30 7 1 1 32 73
22 5 0 1 23 54
10 4 0 0 18 34
10 4 0 0 18 35
11 4 0 0 19 36
10 4 0 0 18 34
10 4 0 0 18 35
10 4 0 0 18 35
10 4 0 0 18 35
11 4 0 0 19 37
11 4 0 0 19 36
10 4 0 0 18 35
12 4 0 1 21 40
30 7 1 1 32 74
18 5 0 1 23 48
9 3 0 0 16 31
10 4 0 0 18 35
10 3 0 0 18 35
11 4 0 0 21 39
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 19 35
11 4 0 0 20 39
10 4 0 0 19 35
10 4 0 0 19 35
10 4 0 0 18 35
17 6 0 1 26 52
19 6 0 1 26 55
11 3 0 0 16 33
10 4 0 0 18 34
11 4 0 1 20 37
10 4 0 0 19 35
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 19 36
11 4 0 0 18 36
14 5 0 1 24 46
11 5 0 1 23 42
10 4 0 1 20 38
22 7 1 1 29 62
22 7 1 1 32 64
12 4 0 0 20 38
11 4 0 0 21 39
11 4 0 0 19 37
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 1 19 36
10 4 0 0 18 35
11 4 0 0 18 35
12 5 0 0 23 43
10 4 0 1 21 39
12 4 0 1 21 41
24 7 1 1 30 66
17 6 0 1 24 49
11 4 0 0 20 38
11 4 0 1 19 36
10 4 0 0 18 34
10 4 0 0 18 35
10 4 0 0 19 35
10 3 0 0 18 34
10 4 0 0 18 35
10 4 0 0 19 35
12 5 0 1 23 43
10 4 0 1 19 36
12 4 0 1 21 40
25 7 1 1 31 67
16 5 0 1 22 46
10 4 0 0 18 35
10 4 0 0 20 36
10 4 0 0 19 35
43 15 2 2 67 132
12 6 0 1 26 47
11 5 0 1 22 41
10 4 0 0 20 38
11 5 0 1 22 41
11 4 0 1 20 37
11 4 0 0 19 36
13 4 0 0 20 40
18 5 0 1 25 51
15 5 0 1 21 44
14 4 0 1 24 45
16 5 1 0 23 47
17 5 0 1 24 50
17 5 0 1 27 53
11 4 0 1 19 37
10 4 0 1 18 34
13 4 0 0 19 39
14 5 0 1 19 41
13 4 0 1 18 38
14 4 0 0 22 43
18 5 0 1 24 51
16 4 0 1 21 46
16 4 0 0 20 43
9 3 0 0 15 29
11 3 0 0 19 36
14 4 0 0 22 42
11 4 0 0 18 36
10 3 0 0 18 34
11 3 0 0 19 36
12 4 0 0 18 36
12 3 0 0 19 37
12 3 0 0 19 37
13 4 0 1 22 42
12 4 0 1 19 38
12 4 0 0 18 37
11 4 0 0 18 36
12 4 0 0 22 41
11 4 0 0 19 36
12 4 0 0 18 36
11 3 0 0 18 34
10 4 0 1 20 37
10 4 0 0 18 35
11 3 0 0 18 35
12 3 0 1 18 36
11 4 0 1 19 36
12 4 0 0 19 38
11 4 0 1 20 38
14 5 0 1 20 42
13 4 0 1 19 38
13 3 0 1 20 38
12 4 0 1 20 39
11 4 0 1 19 75
13 4 0 1 18 38
11 4 0 1 18 35
11 4 0 0 20 38
11 4 0 0 18 36
11 4 0 1 23 41
11 4 0 0 18 36
12 4 0 0 19 38
11 4 0 0 19 36
10 3 0 0 16 32
10 4 0 1 18 35
11 4 0 0 20 39
11 4 0 0 18 36
11 4 0 0 18 35
10 4 0 0 17 34
11 4 0 1 18 35
11 4 0 0 18 35
11 3 0 0 17 35
10 4 0 0 18 34
11 4 0 0 19 37
10 4 0 0 18 35
11 4 0 0 18 35
13 4 0 0 19 39
13 4 0 1 21 41
11 4 0 0 18 36
11 4 0 0 18 37
12 3 0 0 19 37
15 5 0 1 23 46
13 4 0 0 20 39
12 4 0 1 19 38
11 4 0 1 20 38
14 4 0 1 21 42
15 5 0 0 21 44
11 4 0 0 19 37
11 4 0 0 19 36
10 3 0 0 18 33
11 4 0 0 19 36
10 3 0 0 18 35
10 4 0 0 19 35
12 4 0 0 20 39
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 18 34
10 4 0 1 18 35
10 4 0 0 18 35
11 4 0 1 19 37
10 4 0 0 19 36
11 4 0 0 19 37
11 3 0 0 18 35
11 4 0 0 18 35
10 3 0 0 18 34
10 4 0 0 18 35
15 6 0 1 31 56
11 4 0 1 20 38
10 4 0 0 19 36
11 4 0 1 19 36
12 4 0 0 19 37
11 4 0 0 19 36
10 4 0 0 18 35
10 4 0 1 18 34
10 3 0 0 18 34
10 4 0 1 19 36
10 4 0 0 18 34
11 3 0 0 17 34
11 3 0 0 18 35
12 5 0 1 24 44
11 5 0 1 22 40
11 5 0 1 26 46
13 5 0 1 27 48
12 5 0 1 24 43
13 6 0 1 27 50
11 4 0 1 23 42
11 4 0 1 19 37
11 4 0 0 20 37
11 4 0 0 19 36
10 4 0 0 18 35
10 4 0 0 18 35
10 4 0 1 18 35
12 5 0 1 24 45
11 4 0 0 18 36
22 7 1 1 35 69
12 5 0 0 23 43
11 4 0 0 19 36
10 4 0 1 18 35
10 4 0 1 18 35
9 4 0 0 19 34
9 3 0 0 17 32
10 3 0 0 18 34
11 4 0 1 22 40
10 4 0 1 20 37
10 4 0 1 18 35
12 5 0 1 24 44
10 4 0 0 19 36
11 4 0 0 20 37
10 4 0 1 18 35
10 4 0 0 18 34
10 3 0 0 18 34
10 4 0 0 20 36
9 3 0 0 16 31
9 3 0 0 16 30
10 4 0 0 18 34
10 4 0 1 19 36
10 3 0 0 18 34
10 3 0 0 18 34
11 4 0 1 21 39
20 7 0 1 33 63
10 4 0 1 19 36
10 4 0 0 18 35
11 4 0 0 22 40
12 6 0 1 28 50
11 4 0 0 20 37
9 3 0 0 17 32
11 4 0 1 21 39
12 5 0 1 26 46
10 4 0 0 19 36
10 4 0 0 18 35
11 5 0 1 23 42
12 5 0 1 24 44
10 4 0 0 19 36
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 19 36
10 4 0 0 18 35
9 3 0 0 16 30
9 3 0 0 16 31
11 4 0 1 20 37
10 4 0 0 18 35
10 3 0 0 18 34
10 4 0 0 18 35
10 4 0 0 19 35
10 4 0 0 18 35
11 4 0 0 22 40
10 4 0 0 18 35
11 4 0 0 20 38
12 5 0 0 22 42
10 4 0 0 19 35
9 3 0 0 16 31
9 4 0 0 18 33
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 18 35
10 4 0 0 19 35
10 4 0 0 18 34
10 4 0 0 18 35
10 4 0 0 18 34
11 4 0 1 20 37
10 4 0 0 18 35
10 4 0 0 18 35
10 4 0 0 18 35
10 4 0 1 20 37
10 4 0 0 19 36
10 4 0 0 18 35
11 4 0 0 18 35
10 4 0 0 19 36
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 1 20 37
10 4 0 0 18 34
10 4 0 0 17 34
10 4 0 0 18 34
10 4 0 1 20 37
10 4 0 0 19 35
9 3 0 0 17 31
10 4 0 0 18 35
11 4 0 1 20 37
10 4 0 0 18 35
10 4 0 1 18 35
10 4 0 0 18 34
10 4 0 1 19 36
10 4 0 1 18 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 20 37
11 4 0 1 21 39
10 4 0 0 18 35
9 3 0 0 16 31
10 4 0 0 20 37
10 4 0 0 18 34
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 18 35
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 18 35
10 4 0 0 20 36
10 4 0 0 19 35
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 19 36
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 1 19 37
10 4 0 0 17 34
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 19 37
10 4 0 0 18 35
10 4 0 1 18 35
10 3 0 0 18 34
10 4 0 1 19 37
10 4 0 1 18 35
10 4 0 0 18 34
12 5 0 1 24 44
10 4 0 1 20 37
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 18 35
10 4 0 1 19 35
10 4 0 0 18 34
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 18 35
10 4 0 0 18 35
10 4 0 0 18 35
11 4 0 1 23 42
10 4 0 0 18 35
10 4 0 0 18 34
10 3 0 1 18 35
10 4 0 1 20 37
10 4 0 0 18 34
10 4 0 0 17 34
10 4 0 1 18 35
10 4 0 0 19 35
10 4 0 0 18 35
10 4 0 0 18 35
10 4 0 0 18 35
10 4 0 1 19 36
10 4 0 0 18 35
11 4 0 0 18 35
10 4 0 0 17 34
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 19 35
10 4 0 0 18 35
11 5 0 1 24 44
10 4 0 1 20 37
9 3 0 0 16 31
10 4 0 0 18 35
10 4 0 0 18 35
10 4 0 1 20 37
10 4 0 0 18 35
10 4 0 0 18 35
13 6 0 1 30 52
14 8 1 1 38 65
11 6 0 1 28 49
10 5 0 1 23 42
11 4 0 0 21 39
11 5 0 1 22 42
10 4 0 1 20 37
10 4 0 0 19 35
10 4 0 1 19 36
10 4 0 0 20 38
10 4 0 0 19 35
10 4 0 0 18 34
11 5 0 1 23 42
10 4 0 1 21 38
10 4 0 0 19 36
10 4 0 0 19 35
10 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 18 34
9 3 0 0 16 30
10 3 0 0 18 34
10 4 0 0 19 36
10 4 0 0 18 34
10 3 0 0 18 34
10 4 0 0 18 34
10 4 0 1 21 38
10 4 0 1 20 37
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 1 19 36
10 4 0 0 18 35
10 4 0 0 19 35
10 4 0 0 19 35
10 4 0 0 19 35
10 4 0 0 19 36
10 4 0 0 18 35
10 4 0 0 19 35
11 4 0 0 21 38
10 4 0 0 19 35
10 4 0 0 18 35
10 3 0 0 18 34
11 4 0 0 20 38
10 4 0 0 19 36
10 4 0 0 18 34
10 4 0 1 18 35
10 4 0 1 19 36
10 4 0 0 18 35
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 1 18 35
10 4 0 0 18 34
10 4 0 0 18 34
12 5 0 1 27 49
12 6 0 1 29 50
11 5 0 1 23 42
10 4 0 0 19 36
10 4 0 0 18 35
10 4 0 0 20 37
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 18 35
10 3 0 0 18 34
10 4 0 0 18 34
10 4 0 0 19 35
10 4 0 0 19 35
10 4 0 0 18 34
10 3 0 0 17 33
12 5 0 1 26 46
10 4 0 1 19 37
10 4 0 0 19 36
11 4 0 1 19 37
12 4 0 1 21 40
11 4 0 1 19 37
10 4 0 0 19 35
13 6 0 1 28 50
11 4 0 1 22 40
10 4 0 0 19 36
10 3 0 1 18 34
10 4 0 0 17 34
11 4 0 1 18 35
10 4 0 1 19 36
10 3 0 0 18 34
10 4 0 0 18 34
10 4 0 0 18 35
10 4 0 0 18 35
10 4 0 0 17 34
10 3 0 0 18 34
10 4 0 1 20 37
10 4 0 0 18 34
10 3 0 0 18 33
11 5 0 1 23 42
10 4 0 1 20 38
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 18 35
11 4 0 1 23 41
10 4 0 0 19 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 1 20 36
10 3 0 0 18 34
10 4 0 0 18 34
10 4 0 0 18 34
11 4 0 0 18 35
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 19 36
10 4 0 0 19 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 1 19 36
10 4 0 0 18 34
10 4 0 0 17 34
10 4 0 0 17 33
10 4 0 1 19 35
10 4 0 0 18 34
10 4 0 0 17 34
10 3 0 0 17 33
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 17 33
10 3 0 0 17 33
10 4 0 0 19 36
10 4 0 0 18 34
10 4 0 0 17 34
10 3 0 0 18 34
10 4 0 0 18 35
10 3 0 0 18 34
10 4 0 0 17 34
10 3 0 0 18 34
10 4 0 1 19 36
10 4 0 0 18 34
10 4 0 0 17 34
10 4 0 1 18 34
10 4 0 0 19 36
10 4 0 0 18 34
10 3 0 0 18 33
11 4 0 0 22 40
10 4 0 1 19 36
10 4 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
10 4 0 1 20 37
10 4 0 0 18 35
10 3 0 0 18 34
10 3 0 0 18 34
10 4 0 1 20 36
10 3 0 0 17 33
10 4 0 1 18 35
10 4 0 0 18 34
10 4 0 0 19 36
10 4 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
10 4 0 0 20 37
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 19 36
10 4 0 0 18 34
10 3 0 0 17 33
10 3 0 0 18 34
