t_model t_dynamics t_filter t_traj t_qp_control t_total
47 19 1 2 115 188
13 6 0 1 29 52
11 5 0 1 24 43
10 4 0 0 21 38
10 4 0 0 22 40
10 4 0 0 19 36
10 4 0 0 21 38
10 4 0 0 19 35
10 4 0 0 19 35
10 3 0 0 18 34
10 4 0 0 19 35
10 4 0 0 19 36
10 4 0 0 20 36
10 3 0 0 18 35
10 4 0 0 20 36
10 3 0 0 19 35
10 3 0 0 18 34
10 4 0 0 19 35
11 4 0 0 21 39
10 4 0 0 19 36
10 4 0 0 19 36
11 4 0 0 22 39
11 4 0 0 20 36
10 4 0 0 18 34
12 4 0 0 19 37
11 3 0 0 18 35
11 4 0 0 19 36
11 3 0 0 19 35
10 4 0 0 18 34
11 3 0 0 18 35
11 4 0 0 20 37
3 1 0 0 5 11
3 0 0 0 4 9
2 0 0 0 4 7
9 3 0 0 17 32
10 4 0 0 18 34
10 3 0 0 18 34
10 3 0 0 19 34
10 4 0 0 19 35
11 3 0 0 19 35
11 3 0 0 18 35
11 3 0 0 19 36
11 4 0 0 19 36
11 4 0 0 20 37
12 5 0 1 26 46
11 4 0 0 20 38
10 3 0 0 20 36
11 3 0 0 20 36
10 3 0 0 18 34
10 3 0 0 18 34
11 4 0 0 19 36
10 3 0 0 20 36
11 3 0 0 19 36
10 3 0 0 19 35
11 4 0 0 22 39
11 4 0 0 19 36
11 3 0 0 19 36
11 3 0 0 19 35
11 4 0 0 20 38
10 4 0 0 19 35
11 4 0 0 19 35
10 3 0 0 18 35
10 4 0 0 19 36
11 3 0 0 19 35
11 3 0 0 19 36
10 3 0 0 19 35
11 4 0 0 19 36
10 4 0 0 19 36
10 3 0 0 18 34
10 3 0 0 19 35
11 3 0 0 19 36
10 3 0 0 18 34
10 3 0 0 18 34
11 3 0 0 18 35
11 4 0 0 20 37
10 4 0 0 18 35
10 3 0 0 18 34
10 3 0 0 19 34
11 4 0 0 21 39
10 4 0 0 19 35
11 4 0 0 18 35
10 4 0 0 18 35
11 4 0 0 21 39
10 3 0 0 19 35
10 3 0 0 18 34
11 4 0 0 18 35
11 4 0 0 20 37
11 4 0 0 19 35
11 4 0 1 23 41
11 4 0 0 19 35
11 4 0 0 19 36
10 3 0 0 18 34
10 3 0 0 19 35
10 3 0 0 18 34
11 4 0 0 20 37
9 3 0 0 17 32
8 2 0 0 15 27
11 4 0 0 20 37
10 3 0 0 18 34
11 3 0 0 18 34
10 3 0 0 18 34
10 3 0 0 18 34
12 4 0 0 19 37
11 3 0 0 18 35
10 4 0 0 18 34
10 3 0 0 18 35
10 3 0 0 19 35
10 3 0 0 17 32
10 3 0 0 16 31
