t_model t_dynamics t_filter t_traj t_qp_control t_total
68 19 2 3 142 237
17 7 0 1 29 56
11 5 0 0 23 41
11 5 0 1 23 42
10 4 0 0 21 37
10 4 0 0 19 36
10 4 0 0 19 35
10 4 0 0 21 38
10 4 0 0 19 35
10 4 0 0 20 36
11 4 0 1 20 37
11 4 0 0 20 37
11 4 0 1 20 37
12 4 0 0 19 38
10 4 0 0 19 36
11 4 0 0 22 40
12 4 0 0 20 38
10 4 0 0 20 36
12 4 0 0 21 39
11 4 0 0 21 39
16 4 0 0 22 46
25 7 1 1 36 73
12 5 0 1 23 43
11 4 0 0 20 37
42 10 1 2 47 104
21 6 1 1 29 60
13 4 0 0 20 40
13 4 0 0 21 40
11 4 0 0 20 38
11 4 0 0 20 36
12 4 0 0 19 38
10 4 0 0 20 37
10 4 0 0 18 35
10 3 0 0 18 34
10 3 0 0 18 34
10 4 0 0 19 35
11 4 0 0 19 36
11 4 0 0 19 36
11 4 0 0 19 36
11 5 0 0 22 40
12 4 0 0 21 39
11 4 0 0 19 36
11 4 0 0 20 38
13 5 0 1 27 49
10 4 0 0 19 36
10 3 0 0 20 36
11 4 0 0 20 37
11 4 0 0 21 39
10 4 0 0 19 37
13 5 0 1 27 49
12 4 0 0 22 41
22 7 1 1 34 67
3 1 0 0 5 9
5 1 0 0 4 11
9 3 0 0 17 31
8 3 0 0 17 31
9 3 0 0 17 32
10 4 0 0 19 35
10 4 0 0 19 35
10 4 0 0 19 36
10 4 0 0 19 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 19 35
14 6 0 1 29 52
15 6 0 1 28 52
15 5 0 0 22 45
14 5 0 0 23 45
13 4 0 0 21 40
13 5 0 0 20 41
13 4 0 0 21 40
14 6 0 1 27 50
11 5 0 1 23 41
10 4 0 0 20 37
10 4 0 0 19 35
12 5 0 1 26 46
10 4 0 0 20 37
12 6 0 1 29 50
17 5 0 1 25 50
11 3 0 0 19 36
13 4 0 0 21 40
12 4 0 0 21 40
13 4 0 0 21 41
14 5 0 1 27 49
11 5 0 1 23 42
10 4 0 0 20 36
12 5 0 1 27 48
11 5 0 0 23 42
11 5 0 0 22 40
12 5 0 1 24 44
12 6 0 1 27 47
13 6 0 1 27 49
13 5 0 0 22 43
12 4 0 0 21 41
11 4 0 0 19 36
13 5 0 0 23 43
14 5 0 1 23 44
12 5 0 1 25 46
11 6 0 1 31 51
9 5 0 1 22 38
9 4 0 0 21 36
10 4 0 1 21 38
22 8 1 1 35 69
12 5 0 1 25 45
11 4 0 0 23 42
9 3 0 0 18 33
8 3 0 0 15 29
28 7 0 1 31 70
28 6 0 1 29 67
20 4 0 0 19 45
9 4 0 0 19 34
9 3 0 0 18 33
10 4 0 0 19 36
10 4 0 0 19 36
10 4 0 0 19 35
21 7 1 1 34 66
12 5 0 1 26 46
12 4 0 0 22 41
10 3 0 0 19 36
10 4 0 0 22 39
15 5 0 1 20 42
11 3 0 0 20 36
10 3 0 0 19 36
9 3 0 0 19 34
10 4 0 0 19 36
10 4 0 0 19 35
10 3 0 0 18 34
10 4 0 0 20 37
10 4 0 0 19 35
22 8 1 1 34 68
12 5 0 1 26 47
11 5 0 0 23 41
10 4 0 1 20 37
10 4 0 0 20 37
10 4 0 0 20 36
10 4 0 0 20 37
10 4 0 0 20 36
10 4 0 0 19 35
10 4 0 0 19 35
10 4 0 0 19 36
10 3 0 0 19 36
32 9 1 1 41 86
13 4 0 1 22 42
10 4 0 0 19 36
10 3 0 0 20 36
10 4 0 0 19 36
9 3 0 0 19 34
10 4 0 0 20 36
10 3 0 0 19 35
10 3 0 0 19 35
10 4 0 0 21 38
10 4 0 0 19 35
10 4 0 0 19 36
10 4 0 0 19 35
22 7 1 1 34 67
12 5 0 1 23 43
10 4 0 0 19 36
10 3 0 0 19 35
10 4 0 0 21 38
11 3 0 0 20 37
10 3 0 0 19 35
10 4 0 0 21 38
10 4 0 0 19 35
10 3 0 0 19 34
10 3 0 0 19 34
10 3 0 0 19 35
11 4 0 0 21 38
24 7 1 1 34 69
12 5 0 1 23 43
10 4 0 0 19 36
10 4 0 0 20 37
9 3 0 0 17 31
8 3 0 0 15 28
10 4 0 0 19 35
11 5 0 0 23 42
9 3 0 0 18 32
9 3 0 0 17 31
10 4 0 0 20 36
10 4 0 0 21 38
21 7 1 1 34 66
23 7 1 1 34 67
18 6 1 1 27 54
18 6 1 1 27 55
15 5 1 1 26 49
10 4 0 0 19 35
7 3 0 0 15 27
11 4 0 0 21 38
10 4 0 0 20 36
9 3 0 0 17 31
10 3 0 0 19 34
10 4 0 0 19 36
11 4 0 1 24 43
21 8 1 1 34 67
11 5 0 1 23 42
11 4 0 0 21 38
10 3 0 0 19 36
10 4 0 0 19 35
9 3 0 0 17 31
8 3 0 0 17 30
10 4 0 0 19 36
10 4 0 0 19 35
9 3 0 0 17 31
11 4 0 0 20 37
10 4 0 0 19 35
13 5 0 1 27 48
21 7 1 1 34 67
12 5 0 1 25 45
10 4 0 1 20 37
11 4 0 0 20 37
10 4 0 0 19 36
11 4 0 0 21 39
10 4 0 0 19 35
10 3 0 0 19 35
10 3 0 0 19 35
10 4 0 0 19 36
10 3 0 0 19 35
10 3 0 0 19 35
10 4 0 0 19 36
19 6 1 1 32 62
12 4 0 1 23 41
10 4 0 0 20 37
10 4 0 0 20 37
10 4 0 0 21 38
10 4 0 0 20 36
10 4 0 0 19 35
10 3 0 0 18 34
10 4 0 0 20 37
10 4 0 0 19 35
10 4 0 0 19 35
10 3 0 0 19 34
10 4 0 0 20 37
10 4 0 0 19 35
24 7 1 1 34 70
12 5 0 1 24 43
11 4 0 0 21 38
13 4 0 0 21 41
11 4 0 0 20 80
10 4 0 0 19 36
10 4 0 0 18 35
10 4 0 0 19 35
10 4 0 0 20 37
10 4 0 0 19 36
24 7 1 1 34 70
12 5 0 1 23 42
11 4 0 0 21 39
11 4 0 0 20 37
10 4 0 0 19 36
10 4 0 0 20 37
9 4 0 0 18 34
10 4 0 0 19 35
10 3 0 0 19 35
10 3 0 0 19 34
10 4 0 0 20 37
10 4 0 0 19 35
10 3 0 0 18 35
11 4 0 0 19 37
11 4 0 0 20 38
10 4 0 0 20 36
10 4 0 0 19 36
11 4 0 0 19 36
10 4 0 0 21 37
9 3 0 0 18 32
9 3 0 0 18 33
8 3 0 0 15 28
9 3 0 0 17 33
10 3 0 0 18 35
11 4 0 0 19 36
11 4 0 0 20 37
11 4 0 0 20 37
23 8 1 1 34 69
12 5 0 0 24 44
11 4 0 0 20 38
11 4 0 1 21 38
10 4 0 0 19 35
10 4 0 0 19 36
10 3 0 0 19 35
10 4 0 0 21 38
27 8 1 1 37 76
14 6 0 1 31 55
28 8 1 1 36 76
13 6 0 1 31 54
11 4 0 0 20 37
10 3 0 0 20 36
10 4 0 0 19 35
11 4 0 0 21 38
10 4 0 0 19 36
10 4 0 0 19 36
10 3 0 0 19 34
10 4 0 0 20 36
10 4 0 1 19 36
10 4 0 0 19 35
10 4 0 0 19 35
11 4 0 0 20 37
11 5 0 0 25 45
11 4 0 0 20 38
12 4 0 0 20 38
12 4 0 0 21 40
11 4 0 0 20 37
11 4 0 0 20 37
10 4 0 0 20 36
11 4 0 0 21 38
10 4 0 0 20 37
10 4 0 0 19 36
11 4 0 0 20 36
10 4 0 0 20 36
10 4 0 0 20 36
10 4 0 0 23 40
10 4 0 0 21 37
10 4 0 0 21 38
10 4 0 0 19 36
10 4 0 0 19 35
10 3 0 0 19 34
10 4 0 0 21 38
10 4 0 0 21 37
10 4 0 0 20 36
10 3 0 0 19 35
10 4 0 0 20 37
10 4 0 0 19 35
10 3 0 0 19 34
25 4 0 0 20 51
10 4 0 0 20 36
10 4 0 0 19 35
12 4 0 0 22 40
10 4 0 0 20 36
10 4 0 0 20 37
10 4 0 0 20 36
9 3 0 0 17 32
9 3 0 0 16 30
10 4 0 0 19 36
10 3 0 0 19 35
10 3 0 0 19 34
10 3 0 0 19 34
10 4 0 0 19 35
10 4 0 0 19 35
10 4 0 0 19 35
11 4 0 0 19 36
11 4 0 1 21 39
10 3 0 0 18 34
9 3 0 0 16 30
10 3 0 0 18 34
10 4 0 0 21 38
10 4 0 0 19 35
10 3 0 0 19 35
22 7 1 1 34 67
11 5 0 1 24 44
10 4 0 1 20 37
10 4 0 0 19 36
10 4 0 0 19 36
11 4 0 0 21 39
10 3 0 0 20 36
11 4 0 0 22 40
9 3 0 0 17 31
8 3 0 0 16 31
10 3 0 0 19 35
10 3 0 0 19 35
9 3 0 0 17 31
10 4 0 0 20 37
10 4 0 0 18 34
10 3 0 0 19 34
10 3 0 0 20 36
10 4 0 0 20 37
10 4 0 0 19 36
10 4 0 0 19 36
10 3 0 0 19 35
9 3 0 0 18 32
8 3 0 0 15 28
10 3 0 0 19 34
10 3 0 0 19 35
9 3 0 0 17 31
10 3 0 0 19 35
10 3 0 0 19 35
10 4 0 0 19 36
10 4 0 0 20 37
10 4 0 0 20 36
11 4 0 0 19 36
11 4 0 0 19 36
10 4 0 0 21 37
13 4 0 0 25 45
11 4 0 0 22 40
10 4 0 0 20 37
10 4 0 0 21 37
10 4 0 0 19 35
10 3 0 0 19 35
10 4 0 0 19 35
10 4 0 0 20 37
10 4 0 0 20 36
10 3 0 0 20 36
11 4 0 0 20 36
11 4 0 0 20 37
10 3 0 0 19 35
9 3 0 0 17 31
8 3 0 0 15 28
10 3 0 0 19 35
10 3 0 0 19 35
9 4 0 0 20 36
10 3 0 0 19 35
10 4 0 0 21 38
10 3 0 0 19 35
10 3 0 0 19 35
10 3 0 0 19 35
11 4 0 0 21 38
10 4 0 0 20 36
10 3 0 0 20 36
10 3 0 0 17 33
8 3 0 0 17 30
10 4 0 0 20 36
10 3 0 0 19 35
9 3 0 0 17 30
10 3 0 0 19 35
10 3 0 0 19 35
10 3 0 0 19 35
10 3 0 0 19 36
10 3 0 0 20 36
10 4 0 0 19 36
10 4 0 0 19 35
10 4 0 0 19 35
9 3 0 0 18 33
11 4 0 0 20 37
10 3 0 0 19 35
10 3 0 0 18 34
9 3 0 0 19 33
10 4 0 0 19 35
10 3 0 0 19 35
10 4 0 0 20 37
11 4 0 0 21 38
11 4 0 0 19 36
11 3 0 0 19 36
11 3 0 0 19 36
10 3 0 0 19 34
8 3 0 0 15 28
8 3 0 0 15 28
11 4 0 0 20 37
10 3 0 0 18 34
11 4 0 0 19 36
10 3 0 0 18 34
10 3 0 0 18 33
11 4 0 0 19 36
12 4 0 1 25 45
13 5 0 1 27 48
10 4 0 0 21 38
10 4 0 0 20 37
10 4 0 1 22 40
8 3 0 0 16 29
9 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 20 36
10 4 0 0 19 35
10 4 0 0 20 37
10 4 0 0 19 36
11 4 0 0 19 36
10 3 0 0 19 35
11 4 0 0 21 39
10 4 0 0 20 36
10 4 0 0 19 35
9 3 0 0 17 31
8 3 0 0 16 29
11 3 0 0 19 36
11 5 0 1 24 43
9 4 0 0 17 33
10 4 0 0 20 37
10 3 0 0 19 35
10 3 0 0 19 35
