t_model t_dynamics t_filter t_traj t_qp_control t_total
61 18 2 3 102 188
14 7 0 1 28 53
11 5 0 1 24 43
10 4 0 0 21 38
10 4 0 0 19 36
10 4 0 0 19 35
10 5 0 0 21 39
10 4 0 0 19 35
10 4 0 0 18 35
10 4 0 0 19 35
10 4 0 0 20 38
11 4 0 0 18 35
10 4 0 0 19 36
10 4 0 0 18 35
11 4 0 0 19 37
10 4 0 0 19 35
10 4 0 0 18 34
10 4 0 0 19 35
10 4 0 0 19 36
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 19 35
11 4 0 0 18 35
10 4 0 0 18 34
11 4 0 0 21 38
11 4 0 0 19 36
10 4 0 0 18 34
10 4 0 0 18 34
11 4 0 0 20 37
18 7 0 1 33 62
15 7 0 1 32 57
22 7 0 1 33 66
14 5 0 0 22 44
10 4 0 0 19 35
10 4 0 0 18 34
12 4 0 0 19 37
13 5 0 0 21 42
27 7 0 1 29 66
13 4 0 0 20 40
14 5 0 0 21 43
33 9 1 1 37 83
28 8 1 1 32 72
26 7 1 1 28 64
14 5 0 1 20 42
13 4 0 0 21 41
12 4 0 0 19 37
1 0 0 0 3 6
10 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 18 33
10 4 0 0 20 37
10 4 0 0 18 34
10 4 0 0 17 33
10 4 0 0 18 33
10 4 0 0 20 37
10 4 0 0 19 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 18 33
10 4 0 0 20 37
10 4 0 0 18 34
10 4 0 0 18 33
10 4 0 0 17 33
17 7 0 1 32 61
11 5 0 0 21 40
10 4 0 0 19 36
10 4 0 0 20 37
10 4 0 0 18 33
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 19 36
10 4 0 0 18 34
10 4 0 0 18 33
10 4 0 0 18 34
10 4 0 0 19 36
10 4 0 0 18 34
10 4 0 0 18 34
11 5 0 0 21 39
10 4 0 0 20 37
10 4 0 0 18 34
10 4 0 0 17 33
10 4 0 0 17 33
10 4 0 0 20 37
10 4 0 0 18 35
10 4 0 0 18 33
10 4 0 0 17 33
10 4 0 0 19 36
10 4 0 0 19 35
10 4 0 0 18 35
10 4 0 0 17 33
10 4 0 0 19 36
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 18 34
11 4 0 0 19 36
10 4 0 0 18 34
10 4 0 0 17 33
10 4 0 0 17 34
11 4 0 1 21 38
10 4 0 0 18 35
10 4 0 0 18 34
18 7 0 1 32 60
11 5 0 1 23 42
10 4 0 0 19 36
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 19 35
10 4 0 0 18 34
10 3 0 0 18 34
13 4 0 0 21 41
52 13 2 2 58 129
39 11 1 2 51 106
14 4 0 0 22 43
22 7 1 1 33 67
11 5 0 1 23 42
10 4 0 0 19 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 18 35
11 5 0 0 22 41
10 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 20 36
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 18 35
13 5 0 1 27 48
10 4 0 0 19 36
11 5 0 1 21 39
10 4 0 0 18 35
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 19 35
10 4 0 0 18 34
10 4 0 0 18 34
10 3 0 0 18 34
10 4 0 0 19 35
10 4 0 0 18 34
10 4 0 0 18 34
11 5 0 0 20 38
12 5 0 1 23 43
10 4 0 0 19 36
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 19 36
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 20 37
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 18 34
11 4 0 0 19 36
10 4 0 0 18 35
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 19 36
10 4 0 0 18 34
10 4 0 0 18 34
10 4 0 0 17 34
11 5 0 0 23 41
10 4 0 0 18 35
10 4 0 0 18 34
