time x y z x_d y_d z_d error_x error_y error_z
8.388 0.303071 5.33475e-05 0.636129 0.300582 3.33216e-06 0.636318 0.00248885 5.00153e-05 -0.000189406
8.389 0.30307 5.52267e-05 0.636153 0.300581 3.32681e-06 0.63634 0.00248913 5.18999e-05 -0.000186719
8.39 0.303067 5.5242e-05 0.636178 0.30058 3.32146e-06 0.636362 0.00248665 5.19206e-05 -0.00018419
8.391 0.303067 5.43733e-05 0.636197 0.300579 3.31612e-06 0.636384 0.00248809 5.10572e-05 -0.00018648
8.392 0.303067 5.70663e-05 0.63622 0.300578 3.31078e-06 0.636406 0.00248834 5.37555e-05 -0.000186023
8.393 0.303065 5.27861e-05 0.63624 0.300577 3.30545e-06 0.636428 0.00248797 4.94806e-05 -0.000187492
8.394 0.303063 5.27346e-05 0.636265 0.300576 3.30013e-06 0.636449 0.00248684 4.94345e-05 -0.000184892
8.395 0.303061 5.4246e-05 0.636289 0.300575 3.2948e-06 0.636471 0.00248557 5.09512e-05 -0.000182006
8.396 0.30306 5.25004e-05 0.636311 0.300574 3.28948e-06 0.636493 0.00248505 4.9211e-05 -0.000182192
8.397 0.303059 5.53662e-05 0.636335 0.300574 3.28417e-06 0.636515 0.00248546 5.2082e-05 -0.000180432
8.398 0.303058 5.38545e-05 0.636357 0.300573 3.27886e-06 0.636537 0.00248559 5.05756e-05 -0.000179418
8.399 0.303055 5.45607e-05 0.636382 0.300572 3.27356e-06 0.636559 0.00248382 5.12871e-05 -0.000176727
8.4 0.303054 5.06726e-05 0.63641 0.300571 3.26826e-06 0.63658 0.00248354 4.74044e-05 -0.000170307
8.401 0.303052 5.32664e-05 0.636428 0.30057 3.26297e-06 0.636602 0.00248232 5.00034e-05 -0.000174102
8.402 0.303051 5.2149e-05 0.636452 0.300569 3.25768e-06 0.636624 0.0024825 4.88913e-05 -0.000171599
8.403 0.303049 5.34273e-05 0.636478 0.300568 3.25239e-06 0.636645 0.00248143 5.01749e-05 -0.000167275
8.404 0.303047 5.55221e-05 0.636504 0.300567 3.24711e-06 0.636667 0.00248004 5.2275e-05 -0.000163405
8.405 0.303046 5.24652e-05 0.636525 0.300566 3.24183e-06 0.636689 0.00248034 4.92233e-05 -0.000163344
8.406 0.303045 5.45629e-05 0.63655 0.300565 3.23656e-06 0.63671 0.00247973 5.13264e-05 -0.000160427
8.407 0.303044 5.44068e-05 0.636575 0.300564 3.2313e-06 0.636732 0.00247967 5.11755e-05 -0.000157043
8.408 0.303041 5.39774e-05 0.636598 0.300563 3.22604e-06 0.636754 0.00247796 5.07514e-05 -0.000155418
8.409 0.30304 5.35891e-05 0.63662 0.300562 3.22078e-06 0.636775 0.00247755 5.03683e-05 -0.000155352
8.41 0.303037 5.23687e-05 0.636644 0.300562 3.21553e-06 0.636797 0.00247588 4.91532e-05 -0.000153169
8.411 0.303037 5.37665e-05 0.63667 0.300561 3.21028e-06 0.636818 0.00247645 5.05562e-05 -0.000148698
8.412 0.303036 5.47935e-05 0.636689 0.30056 3.20503e-06 0.63684 0.00247656 5.15885e-05 -0.000150522
8.413 0.303034 5.39543e-05 0.636715 0.300559 3.1998e-06 0.636861 0.00247566 5.07545e-05 -0.000146178
8.414 0.303031 5.37895e-05 0.636742 0.300558 3.19456e-06 0.636883 0.00247343 5.05949e-05 -0.000140478
8.415 0.30303 5.28754e-05 0.636765 0.300557 3.18933e-06 0.636904 0.00247316 4.96861e-05 -0.000139745
8.416 0.303029 5.36045e-05 0.636788 0.300556 3.18411e-06 0.636926 0.00247254 5.04204e-05 -0.000137889
8.417 0.303025 5.26192e-05 0.636813 0.300555 3.17889e-06 0.636947 0.00246944 4.94403e-05 -0.000133795
8.418 0.303025 5.36467e-05 0.636835 0.300554 3.17367e-06 0.636969 0.00247125 5.0473e-05 -0.000134029
8.419 0.303024 5.44495e-05 0.636857 0.300553 3.16846e-06 0.63699 0.00247076 5.1281e-05 -0.000132912
8.42 0.303023 5.43599e-05 0.636882 0.300552 3.16326e-06 0.637011 0.00247009 5.11967e-05 -0.000129208
8.421 0.30302 5.60397e-05 0.636907 0.300552 3.15806e-06 0.637033 0.00246892 5.28816e-05 -0.000125644
8.422 0.303017 5.57725e-05 0.636934 0.300551 3.15286e-06 0.637054 0.00246684 5.26196e-05 -0.000120418
8.423 0.303016 5.44864e-05 0.636956 0.30055 3.14767e-06 0.637075 0.0024664 5.13387e-05 -0.00011945
8.424 0.303014 5.64161e-05 0.636982 0.300549 3.14248e-06 0.637097 0.00246509 5.32736e-05 -0.000114675
8.425 0.303013 5.2403e-05 0.637005 0.300548 3.1373e-06 0.637118 0.00246497 4.92657e-05 -0.000113352
8.426 0.30301 5.54225e-05 0.63703 0.300547 3.13212e-06 0.637139 0.00246288 5.22904e-05 -0.000109169
8.427 0.303011 5.68262e-05 0.637055 0.300546 3.12695e-06 0.637161 0.00246482 5.36992e-05 -0.000105929
8.428 0.303008 5.42013e-05 0.637079 0.300545 3.12178e-06 0.637182 0.00246309 5.10795e-05 -0.000102992
8.429 0.303007 5.54072e-05 0.637102 0.300544 3.11661e-06 0.637203 0.00246255 5.22906e-05 -0.000101345
8.43 0.303003 5.67471e-05 0.637132 0.300543 3.11146e-06 0.637224 0.00245989 5.36356e-05 -9.23975e-05
8.431 0.303 5.56035e-05 0.637155 0.300542 3.1063e-06 0.637245 0.00245778 5.24972e-05 -9.08141e-05
8.432 0.303002 5.54049e-05 0.63718 0.300542 3.10115e-06 0.637266 0.00245998 5.23037e-05 -8.65011e-05
8.433 0.302998 5.39833e-05 0.637202 0.300541 3.09601e-06 0.637288 0.00245773 5.08873e-05 -8.52025e-05
8.434 0.302995 5.5171e-05 0.637229 0.30054 3.09087e-06 0.637309 0.00245519 5.20801e-05 -7.95014e-05
8.435 0.302995 5.36539e-05 0.637253 0.300539 3.08573e-06 0.63733 0.00245643 5.05681e-05 -7.71092e-05
8.436 0.302992 5.26473e-05 0.637278 0.300538 3.0806e-06 0.637351 0.00245387 4.95667e-05 -7.28196e-05
8.438 0.302988 5.51332e-05 0.63733 0.300536 3.07035e-06 0.637393 0.00245168 5.20628e-05 -6.34007e-05
8.439 0.302988 5.57253e-05 0.637353 0.300535 3.06523e-06 0.637414 0.00245222 5.26601e-05 -6.12609e-05
8.44 0.302985 5.38951e-05 0.637377 0.300534 3.06012e-06 0.637435 0.00245099 5.0835e-05 -5.74992e-05
8.441 0.302983 5.29826e-05 0.637403 0.300534 3.05501e-06 0.637456 0.0024497 4.99276e-05 -5.27801e-05
8.442 0.302981 5.57171e-05 0.637427 0.300533 3.04991e-06 0.637477 0.00244858 5.26672e-05 -4.99294e-05
8.443 0.30298 5.38578e-05 0.637453 0.300532 3.04481e-06 0.637498 0.0024486 5.08129e-05 -4.50258e-05
8.444 0.30298 5.40557e-05 0.637476 0.300531 3.03972e-06 0.637519 0.0024489 5.1016e-05 -4.32043e-05
8.445 0.30298 5.45407e-05 0.6375 0.30053 3.03463e-06 0.63754 0.00244956 5.1506e-05 -4.00262e-05
8.446 0.302977 5.34752e-05 0.637526 0.300529 3.02954e-06 0.637561 0.00244795 5.04457e-05 -3.4232e-05
8.447 0.302977 5.50216e-05 0.637549 0.300528 3.02446e-06 0.637581 0.00244874 5.19971e-05 -3.22632e-05
8.448 0.302974 5.45326e-05 0.63758 0.300527 3.01939e-06 0.637602 0.00244661 5.15132e-05 -2.22289e-05
8.449 0.302972 5.22152e-05 0.637604 0.300526 3.01432e-06 0.637623 0.0024458 4.92008e-05 -1.93947e-05
8.45 0.302971 5.47951e-05 0.637627 0.300526 3.00925e-06 0.637644 0.00244545 5.17859e-05 -1.69299e-05
8.451 0.302969 5.39456e-05 0.637654 0.300525 3.00419e-06 0.637665 0.00244447 5.09414e-05 -1.02493e-05
8.452 0.302967 5.4409e-05 0.637682 0.300524 2.99914e-06 0.637685 0.00244352 5.14099e-05 -3.02242e-06
8.453 0.302965 5.2659e-05 0.637707 0.300523 2.99408e-06 0.637706 0.00244251 4.96649e-05 4.20003e-07
8.454 0.302964 5.63539e-05 0.637733 0.300522 2.98904e-06 0.637727 0.00244202 5.33648e-05 6.01623e-06
8.455 0.302963 5.38525e-05 0.63776 0.300521 2.98399e-06 0.637748 0.00244144 5.08685e-05 1.28555e-05
8.456 0.302959 5.24393e-05 0.637788 0.30052 2.97896e-06 0.637768 0.00243912 4.94604e-05 1.96278e-05
8.457 0.302959 5.43393e-05 0.637811 0.300519 2.97392e-06 0.637789 0.00243971 5.13654e-05 2.19992e-05
8.458 0.302958 5.52464e-05 0.637836 0.300518 2.9689e-06 0.63781 0.00243936 5.22775e-05 2.65611e-05
8.459 0.302955 5.50252e-05 0.637864 0.300518 2.96387e-06 0.63783 0.00243737 5.20613e-05 3.39195e-05
8.46 0.302954 5.39037e-05 0.637888 0.300517 2.95885e-06 0.637851 0.00243751 5.09449e-05 3.72157e-05
8.461 0.302951 5.18521e-05 0.637916 0.300516 2.95384e-06 0.637871 0.0024356 4.88982e-05 4.48423e-05
8.462 0.302952 5.21943e-05 0.637939 0.300515 2.94883e-06 0.637892 0.00243669 4.92455e-05 4.74994e-05
8.463 0.302948 5.29071e-05 0.637965 0.300514 2.94382e-06 0.637912 0.00243428 4.99632e-05 5.28571e-05
8.464 0.302949 5.06277e-05 0.637989 0.300513 2.93882e-06 0.637933 0.00243571 4.76889e-05 5.57121e-05
8.465 0.302948 5.3921e-05 0.638008 0.300512 2.93383e-06 0.637954 0.00243543 5.09871e-05 5.47562e-05
8.466 0.302945 5.39419e-05 0.638036 0.300511 2.92884e-06 0.637974 0.00243396 5.10131e-05 6.19353e-05
8.467 0.302944 5.35712e-05 0.638056 0.300511 2.92385e-06 0.637994 0.00243364 5.06473e-05 6.11516e-05
8.468 0.302941 5.2738e-05 0.638083 0.30051 2.91887e-06 0.638015 0.00243122 4.98191e-05 6.79461e-05
8.469 0.302941 5.44845e-05 0.638103 0.300509 2.91389e-06 0.638035 0.00243219 5.15707e-05 6.73758e-05
8.47 0.302939 5.61331e-05 0.638128 0.300508 2.90892e-06 0.638056 0.00243069 5.32242e-05 7.20698e-05
8.471 0.302936 5.4868e-05 0.638153 0.300507 2.90395e-06 0.638076 0.00242926 5.1964e-05 7.72301e-05
8.472 0.302936 5.46944e-05 0.638173 0.300506 2.89899e-06 0.638097 0.00242964 5.17954e-05 7.67411e-05
8.473 0.302935 5.57165e-05 0.638196 0.300505 2.89403e-06 0.638117 0.00242969 5.28225e-05 7.8784e-05
8.474 0.302932 5.40448e-05 0.63822 0.300505 2.88908e-06 0.638137 0.00242721 5.11558e-05 8.30241e-05
8.475 0.302931 5.38852e-05 0.638242 0.300504 2.88413e-06 0.638158 0.00242763 5.1001e-05 8.40949e-05
8.476 0.302928 5.42891e-05 0.638265 0.300503 2.87919e-06 0.638178 0.00242513 5.14099e-05 8.72273e-05
8.477 0.302926 5.82053e-05 0.638291 0.300502 2.87425e-06 0.638198 0.00242454 5.5331e-05 9.28021e-05
8.478 0.302924 5.58394e-05 0.638314 0.300501 2.86931e-06 0.638218 0.00242259 5.29701e-05 9.54256e-05
8.479 0.302921 5.38237e-05 0.63834 0.3005 2.86438e-06 0.638239 0.00242042 5.09593e-05 0.000101662
8.48 0.30292 5.5597e-05 0.638358 0.300499 2.85946e-06 0.638259 0.00242043 5.27376e-05 9.87618e-05
8.481 0.302918 5.30694e-05 0.638383 0.300499 2.85454e-06 0.638279 0.00241929 5.02149e-05 0.000104212
8.482 0.302916 5.53439e-05 0.638405 0.300498 2.84962e-06 0.638299 0.00241815 5.24943e-05 0.000105961
8.483 0.302913 5.50397e-05 0.638429 0.300497 2.84471e-06 0.638319 0.00241644 5.2195e-05 0.000109784
8.484 0.302912 5.48858e-05 0.638451 0.300496 2.8398e-06 0.63834 0.00241603 5.2046e-05 0.000111853
8.485 0.302911 5.36437e-05 0.638473 0.300495 2.8349e-06 0.63836 0.00241625 5.08088e-05 0.000113347
8.486 0.30291 5.37157e-05 0.6385 0.300494 2.83e-06 0.63838 0.00241529 5.08857e-05 0.00012021
8.487 0.302909 5.29139e-05 0.63852 0.300493 2.82511e-06 0.6384 0.00241587 5.00888e-05 0.000120325
8.488 0.302907 5.39104e-05 0.638544 0.300493 2.82022e-06 0.63842 0.00241418 5.10902e-05 0.00012408
8.489 0.302907 5.34575e-05 0.638564 0.300492 2.81534e-06 0.63844 0.00241542 5.06422e-05 0.000124366
8.49 0.302904 5.38967e-05 0.638586 0.300491 2.81046e-06 0.63846 0.00241351 5.10862e-05 0.000126395
8.491 0.302901 5.70146e-05 0.638608 0.30049 2.80559e-06 0.63848 0.00241101 5.4209e-05 0.000127805
8.492 0.302901 5.36151e-05 0.638629 0.300489 2.80072e-06 0.6385 0.00241207 5.08144e-05 0.000128587
8.493 0.3029 5.39749e-05 0.638648 0.300488 2.79585e-06 0.63852 0.00241125 5.11791e-05 0.000128241
8.494 0.302898 5.40808e-05 0.63867 0.300487 2.79099e-06 0.63854 0.00241034 5.12899e-05 0.000130079
8.495 0.302898 5.36117e-05 0.638691 0.300487 2.78614e-06 0.63856 0.0024119 5.08255e-05 0.000130839
8.496 0.302895 5.39412e-05 0.638711 0.300486 2.78129e-06 0.63858 0.0024097 5.11599e-05 0.000130955
8.497 0.302894 5.51469e-05 0.638732 0.300485 2.77644e-06 0.6386 0.00240942 5.23705e-05 0.000132204
8.498 0.302894 5.621e-05 0.63875 0.300484 2.7716e-06 0.63862 0.00240994 5.34384e-05 0.000130796
8.499 0.302892 5.62112e-05 0.638771 0.300483 2.76676e-06 0.638639 0.00240887 5.34445e-05 0.000131128
8.5 0.30289 5.44335e-05 0.638791 0.300482 2.76193e-06 0.638659 0.00240798 5.16716e-05 0.000131509
8.501 0.302889 5.69084e-05 0.63881 0.300481 2.75711e-06 0.638679 0.00240757 5.41513e-05 0.000131109
8.502 0.302886 5.57905e-05 0.638833 0.300481 2.75228e-06 0.638699 0.00240579 5.30382e-05 0.000134025
8.503 0.302885 5.63107e-05 0.638852 0.30048 2.74747e-06 0.638719 0.00240484 5.35632e-05 0.000132839
8.504 0.302884 5.47635e-05 0.638869 0.300479 2.74265e-06 0.638739 0.00240507 5.20208e-05 0.000130469
8.505 0.302881 5.43075e-05 0.638891 0.300478 2.73784e-06 0.638758 0.00240333 5.15697e-05 0.000132969
8.506 0.302879 5.54096e-05 0.63891 0.300477 2.73304e-06 0.638778 0.00240186 5.26765e-05 0.00013166
8.507 0.302879 5.42085e-05 0.638929 0.300476 2.72824e-06 0.638798 0.00240256 5.14802e-05 0.000131467
8.508 0.302877 5.5789e-05 0.638947 0.300476 2.72345e-06 0.638817 0.00240184 5.30655e-05 0.000129722
8.509 0.302876 5.41926e-05 0.638967 0.300475 2.71866e-06 0.638837 0.00240095 5.14739e-05 0.000130189
8.51 0.302874 5.39377e-05 0.638983 0.300474 2.71387e-06 0.638857 0.00240038 5.12238e-05 0.000126659
8.511 0.302872 5.33727e-05 0.639003 0.300473 2.70909e-06 0.638876 0.00239919 5.06636e-05 0.000126952
8.512 0.302873 5.26738e-05 0.639018 0.300472 2.70432e-06 0.638896 0.00240084 4.99695e-05 0.000122408
8.513 0.30287 5.18669e-05 0.639036 0.300471 2.69955e-06 0.638916 0.00239821 4.91673e-05 0.000120291
8.514 0.30287 5.25076e-05 0.639054 0.300471 2.69478e-06 0.638935 0.00239963 4.98129e-05 0.000118722
8.515 0.302868 5.32698e-05 0.639071 0.30047 2.69002e-06 0.638955 0.00239835 5.05798e-05 0.000116128
8.516 0.302867 5.33472e-05 0.63909 0.300469 2.68526e-06 0.638974 0.00239756 5.0662e-05 0.000115989
8.517 0.302864 5.16321e-05 0.639107 0.300468 2.68051e-06 0.638994 0.00239615 4.89516e-05 0.000113375
8.518 0.302864 5.53854e-05 0.639123 0.300467 2.67576e-06 0.639013 0.00239625 5.27096e-05 0.000109924
8.519 0.302862 5.37703e-05 0.639142 0.300466 2.67102e-06 0.639033 0.00239585 5.10993e-05 0.000109217
8.52 0.30286 5.3286e-05 0.639158 0.300466 2.66628e-06 0.639052 0.0023947 5.06197e-05 0.00010641
8.521 0.30286 5.4026e-05 0.639174 0.300465 2.66155e-06 0.639072 0.00239506 5.13645e-05 0.000102184
8.522 0.302859 5.30585e-05 0.639194 0.300464 2.65682e-06 0.639091 0.00239454 5.04017e-05 0.00010338
8.523 0.302855 5.53627e-05 0.639211 0.300463 2.6521e-06 0.63911 0.00239171 5.27106e-05 0.000100908
8.524 0.302854 5.58634e-05 0.639231 0.300462 2.64738e-06 0.63913 0.00239151 5.3216e-05 0.000100909
8.525 0.302852 5.39823e-05 0.639248 0.300462 2.64266e-06 0.639149 0.00239077 5.13397e-05 9.89458e-05
8.526 0.302851 5.46138e-05 0.639265 0.300461 2.63795e-06 0.639168 0.00239032 5.19759e-05 9.70487e-05
8.527 0.302849 5.19707e-05 0.639287 0.30046 2.63325e-06 0.639188 0.00238907 4.93374e-05 9.97263e-05
8.528 0.302849 5.50187e-05 0.639303 0.300459 2.62855e-06 0.639207 0.00238987 5.23902e-05 9.54931e-05
8.529 0.302848 5.55891e-05 0.639321 0.300458 2.62385e-06 0.639226 0.00238946 5.29653e-05 9.46403e-05
8.53 0.302845 5.49316e-05 0.639341 0.300457 2.61916e-06 0.639246 0.0023877 5.23125e-05 9.49436e-05
8.531 0.302843 5.53205e-05 0.639359 0.300457 2.61447e-06 0.639265 0.00238635 5.2706e-05 9.38164e-05
8.532 0.302843 5.60788e-05 0.639376 0.300456 2.60979e-06 0.639284 0.00238698 5.3469e-05 9.23199e-05
8.533 0.302842 5.40096e-05 0.639397 0.300455 2.60511e-06 0.639303 0.00238682 5.14045e-05 9.39061e-05
8.534 0.30284 5.25618e-05 0.639416 0.300454 2.60044e-06 0.639322 0.00238576 4.99613e-05 9.3984e-05
8.535 0.30284 5.37875e-05 0.639429 0.300453 2.59577e-06 0.639342 0.00238651 5.11917e-05 8.76126e-05
8.536 0.302839 5.48647e-05 0.639449 0.300452 2.59111e-06 0.639361 0.00238622 5.22736e-05 8.79257e-05
8.537 0.302838 5.40486e-05 0.639467 0.300452 2.58645e-06 0.63938 0.00238645 5.14622e-05 8.67145e-05
8.538 0.302836 5.32995e-05 0.639483 0.300451 2.5818e-06 0.639399 0.00238519 5.07177e-05 8.42908e-05
8.539 0.302836 5.54684e-05 0.639503 0.30045 2.57715e-06 0.639418 0.00238545 5.28912e-05 8.53289e-05
8.54 0.302834 5.22572e-05 0.639519 0.300449 2.5725e-06 0.639437 0.00238504 4.96847e-05 8.22358e-05
8.541 0.302833 5.33457e-05 0.639538 0.300448 2.56786e-06 0.639456 0.00238489 5.07778e-05 8.22834e-05
8.542 0.302833 5.42081e-05 0.639554 0.300448 2.56323e-06 0.639475 0.00238533 5.16449e-05 7.84006e-05
8.543 0.302832 5.35602e-05 0.639571 0.300447 2.5586e-06 0.639494 0.00238511 5.10016e-05 7.69449e-05
8.544 0.302831 5.17154e-05 0.639588 0.300446 2.55397e-06 0.639513 0.00238504 4.91614e-05 7.43981e-05
8.545 0.302828 5.50634e-05 0.639607 0.300445 2.54935e-06 0.639532 0.00238328 5.2514e-05 7.45728e-05
8.546 0.302827 5.18609e-05 0.639624 0.300444 2.54474e-06 0.639551 0.00238293 4.93162e-05 7.32912e-05
8.547 0.302827 5.559e-05 0.639641 0.300444 2.54012e-06 0.63957 0.0023836 5.30498e-05 7.05053e-05
8.548 0.302825 5.5082e-05 0.63966 0.300443 2.53552e-06 0.639589 0.00238197 5.25465e-05 7.13269e-05
8.549 0.302824 5.47469e-05 0.639677 0.300442 2.53091e-06 0.639608 0.00238226 5.2216e-05 6.91812e-05
8.55 0.302825 5.63025e-05 0.639692 0.300441 2.52632e-06 0.639627 0.00238336 5.37761e-05 6.48357e-05
8.551 0.302823 5.2956e-05 0.639713 0.30044 2.52172e-06 0.639646 0.00238295 5.04343e-05 6.69613e-05
8.552 0.302821 5.48337e-05 0.63973 0.30044 2.51714e-06 0.639664 0.00238097 5.23165e-05 6.55697e-05
8.553 0.30282 5.33144e-05 0.639746 0.300439 2.51255e-06 0.639683 0.00238077 5.08018e-05 6.26516e-05
8.554 0.302817 5.37592e-05 0.639764 0.300438 2.50797e-06 0.639702 0.00237921 5.12512e-05 6.16945e-05
8.555 0.302818 5.56071e-05 0.63978 0.300437 2.5034e-06 0.639721 0.00238107 5.31037e-05 5.93021e-05
8.556 0.302817 5.49567e-05 0.639797 0.300436 2.49883e-06 0.63974 0.00238075 5.24579e-05 5.77173e-05
8.557 0.302816 5.36195e-05 0.639812 0.300436 2.49427e-06 0.639758 0.00238068 5.11253e-05 5.36328e-05
8.558 0.302814 5.57602e-05 0.639832 0.300435 2.48971e-06 0.639777 0.00237904 5.32705e-05 5.50885e-05
8.559 0.302814 5.55714e-05 0.639846 0.300434 2.48515e-06 0.639796 0.0023796 5.30863e-05 4.97336e-05
8.56 0.302812 5.3496e-05 0.639866 0.300433 2.4806e-06 0.639815 0.00237869 5.10154e-05 5.13178e-05
8.561 0.302809 5.31133e-05 0.639882 0.300432 2.47605e-06 0.639833 0.00237654 5.06372e-05 4.90218e-05
8.562 0.302809 5.23785e-05 0.639896 0.300432 2.47151e-06 0.639852 0.00237738 4.9907e-05 4.42108e-05
8.563 0.302809 5.31708e-05 0.639911 0.300431 2.46697e-06 0.63987 0.00237818 5.07039e-05 4.05706e-05
8.564 0.302808 5.17606e-05 0.639932 0.30043 2.46244e-06 0.639889 0.00237809 4.92981e-05 4.28044e-05
8.565 0.302805 5.39497e-05 0.639949 0.300429 2.45792e-06 0.639908 0.0023761 5.14918e-05 4.12302e-05
8.566 0.302804 5.1129e-05 0.639966 0.300428 2.45339e-06 0.639926 0.00237533 4.86756e-05 3.9932e-05
8.567 0.302803 5.19572e-05 0.639981 0.300428 2.44887e-06 0.639945 0.00237523 4.95083e-05 3.59346e-05
8.568 0.302801 5.23067e-05 0.639999 0.300427 2.44436e-06 0.639963 0.00237414 4.98623e-05 3.60377e-05
8.569 0.302799 5.15771e-05 0.640017 0.300426 2.43985e-06 0.639982 0.00237333 4.91373e-05 3.53371e-05
8.57 0.302798 5.49417e-05 0.640031 0.300425 2.43535e-06 0.64 0.00237262 5.25063e-05 3.09977e-05
8.571 0.302798 5.49641e-05 0.64005 0.300425 2.43085e-06 0.640019 0.00237386 5.25332e-05 3.09168e-05
8.572 0.302796 5.42552e-05 0.640068 0.300424 2.42636e-06 0.640037 0.00237251 5.18288e-05 3.07418e-05
8.573 0.302794 5.13738e-05 0.640084 0.300423 2.42187e-06 0.640056 0.00237143 4.89519e-05 2.87489e-05
8.574 0.302794 5.29547e-05 0.6401 0.300422 2.41738e-06 0.640074 0.00237183 5.05374e-05 2.54749e-05
8.575 0.302792 5.17918e-05 0.640119 0.300421 2.4129e-06 0.640092 0.00237053 4.93789e-05 2.61774e-05
8.576 0.302791 5.26464e-05 0.640134 0.300421 2.40842e-06 0.640111 0.00237074 5.0238e-05 2.27497e-05
8.577 0.302791 5.4532e-05 0.640149 0.30042 2.40395e-06 0.640129 0.00237144 5.21281e-05 1.94001e-05
8.578 0.30279 5.34233e-05 0.640167 0.300419 2.39949e-06 0.640148 0.00237085 5.10238e-05 1.9697e-05
8.579 0.30279 5.3718e-05 0.64018 0.300418 2.39502e-06 0.640166 0.00237193 5.1323e-05 1.42158e-05
8.58 0.30279 5.52748e-05 0.640198 0.300417 2.39057e-06 0.640184 0.00237276 5.28842e-05 1.35321e-05
8.581 0.302787 5.35469e-05 0.640218 0.300417 2.38611e-06 0.640202 0.00237043 5.11608e-05 1.53203e-05
8.582 0.302785 5.56281e-05 0.640236 0.300416 2.38167e-06 0.640221 0.00236879 5.32465e-05 1.57098e-05
8.583 0.302783 5.39961e-05 0.64025 0.300415 2.37722e-06 0.640239 0.00236817 5.16188e-05 1.05337e-05
8.584 0.302784 5.27716e-05 0.640263 0.300414 2.37279e-06 0.640257 0.00236942 5.03989e-05 6.26979e-06
8.585 0.302785 5.44868e-05 0.640278 0.300414 2.36835e-06 0.640275 0.00237095 5.21184e-05 2.47424e-06
8.586 0.302782 5.49305e-05 0.640298 0.300413 2.36392e-06 0.640294 0.00236924 5.25665e-05 4.54492e-06
8.587 0.302781 5.28269e-05 0.640313 0.300412 2.3595e-06 0.640312 0.00236904 5.04675e-05 1.6645e-06
8.588 0.302778 5.41121e-05 0.640331 0.300411 2.35508e-06 0.64033 0.00236703 5.17571e-05 1.58949e-06
8.589 0.302777 5.3839e-05 0.640348 0.300411 2.35066e-06 0.640348 0.00236616 5.14884e-05 1.55694e-07
8.59 0.302777 5.41552e-05 0.640362 0.30041 2.34625e-06 0.640366 0.00236749 5.1809e-05 -4.38427e-06
8.591 0.302775 5.48737e-05 0.640378 0.300409 2.34185e-06 0.640384 0.00236624 5.25319e-05 -6.09061e-06
8.592 0.302775 5.51314e-05 0.640394 0.300408 2.33745e-06 0.640402 0.00236666 5.2794e-05 -8.16728e-06
8.593 0.302774 5.49195e-05 0.640409 0.300407 2.33305e-06 0.64042 0.00236706 5.25864e-05 -1.15131e-05
8.594 0.302772 5.42362e-05 0.640426 0.300407 2.32866e-06 0.640438 0.00236532 5.19076e-05 -1.24419e-05
8.595 0.30277 5.48307e-05 0.640439 0.300406 2.32427e-06 0.640456 0.00236451 5.25064e-05 -1.75956e-05
8.596 0.302769 5.2209e-05 0.640456 0.300405 2.31989e-06 0.640474 0.00236421 4.98891e-05 -1.84337e-05
8.597 0.302767 5.42605e-05 0.640471 0.300404 2.31551e-06 0.640492 0.00236307 5.1945e-05 -2.12563e-05
8.598 0.302768 5.64738e-05 0.64049 0.300404 2.31114e-06 0.64051 0.00236405 5.41627e-05 -2.06121e-05
8.599 0.302765 5.65233e-05 0.640504 0.300403 2.30677e-06 0.640528 0.00236203 5.42165e-05 -2.47388e-05
8.6 0.302766 5.38587e-05 0.640517 0.300402 2.30241e-06 0.640546 0.0023641 5.15563e-05 -2.94175e-05
8.601 0.302762 5.38508e-05 0.640534 0.300401 2.29805e-06 0.640564 0.00236076 5.15527e-05 -2.9686e-05
8.602 0.302763 5.40531e-05 0.64055 0.300401 2.29369e-06 0.640582 0.00236228 5.17594e-05 -3.15752e-05
8.603 0.302761 5.47281e-05 0.640565 0.3004 2.28934e-06 0.6406 0.00236085 5.24388e-05 -3.45985e-05
8.604 0.30276 5.21777e-05 0.640577 0.300399 2.285e-06 0.640618 0.00236137 4.98927e-05 -4.08359e-05
8.605 0.302758 5.59188e-05 0.640594 0.300398 2.28066e-06 0.640635 0.00235944 5.36381e-05 -4.14856e-05
8.606 0.302759 5.28348e-05 0.640607 0.300398 2.27632e-06 0.640653 0.00236161 5.05585e-05 -4.58962e-05
8.607 0.302758 5.32817e-05 0.640624 0.300397 2.27199e-06 0.640671 0.00236076 5.10098e-05 -4.69937e-05
8.608 0.302755 5.38168e-05 0.640641 0.300396 2.26766e-06 0.640689 0.00235867 5.15492e-05 -4.75724e-05
8.609 0.302754 5.35558e-05 0.640655 0.300395 2.26334e-06 0.640707 0.00235824 5.12924e-05 -5.11535e-05
8.61 0.302752 5.37055e-05 0.64067 0.300395 2.25903e-06 0.640724 0.00235785 5.14464e-05 -5.46715e-05
8.611 0.30275 5.28804e-05 0.640686 0.300394 2.25471e-06 0.640742 0.00235672 5.06257e-05 -5.59265e-05
8.612 0.30275 5.01948e-05 0.640699 0.300393 2.25041e-06 0.64076 0.00235722 4.79444e-05 -6.04554e-05
8.613 0.302748 5.38378e-05 0.640716 0.300392 2.2461e-06 0.640777 0.00235591 5.15917e-05 -6.12156e-05
8.614 0.302747 5.55669e-05 0.640732 0.300391 2.24181e-06 0.640795 0.00235573 5.33251e-05 -6.28579e-05
