time x y z x_d y_d z_d error_x error_y error_z
4.442 0.307228 5.69456e-05 0.495969 0.306507 3.72618e-05 0.497001 0.00072068 1.96838e-05 -0.00103234
4.443 0.307229 5.60532e-05 0.495993 0.306506 3.72572e-05 0.49702 0.000723012 1.8796e-05 -0.00102692
4.444 0.307229 5.67552e-05 0.496012 0.306506 3.72527e-05 0.497038 0.00072378 1.95025e-05 -0.00102662
4.445 0.307231 5.6979e-05 0.496036 0.306505 3.72481e-05 0.497057 0.00072579 1.97309e-05 -0.00102132
4.446 0.307232 5.7587e-05 0.496058 0.306504 3.72435e-05 0.497076 0.000727911 2.03435e-05 -0.00101787
4.447 0.307233 5.76352e-05 0.496082 0.306503 3.72389e-05 0.497095 0.00072971 2.03963e-05 -0.00101317
4.448 0.307234 5.63213e-05 0.496104 0.306502 3.72343e-05 0.497114 0.000731297 1.9087e-05 -0.00100921
4.449 0.307235 5.56308e-05 0.496124 0.306502 3.72298e-05 0.497132 0.00073349 1.8401e-05 -0.00100801
4.45 0.307236 5.61374e-05 0.496147 0.306501 3.72252e-05 0.497151 0.000734982 1.89122e-05 -0.00100443
4.451 0.307237 5.62532e-05 0.496167 0.3065 3.72206e-05 0.49717 0.000737091 1.90326e-05 -0.00100351
4.452 0.307238 5.88665e-05 0.496191 0.306499 3.7216e-05 0.497189 0.000738906 2.16505e-05 -0.000998023
4.453 0.307239 5.46786e-05 0.496213 0.306498 3.72114e-05 0.497208 0.000740736 1.74672e-05 -0.00099462
4.454 0.307241 5.62461e-05 0.496234 0.306498 3.72067e-05 0.497227 0.00074311 1.90394e-05 -0.000992643
4.455 0.307243 5.71417e-05 0.496256 0.306497 3.72021e-05 0.497246 0.000746332 1.99396e-05 -0.000990037
4.456 0.307246 5.60949e-05 0.496276 0.306496 3.71975e-05 0.497265 0.000749882 1.88974e-05 -0.00098901
4.457 0.307247 5.46722e-05 0.496295 0.306495 3.71929e-05 0.497284 0.000752232 1.74794e-05 -0.000988972
4.458 0.307249 5.52344e-05 0.496315 0.306494 3.71883e-05 0.497303 0.000754603 1.80461e-05 -0.00098819
4.459 0.307252 5.58571e-05 0.496336 0.306494 3.71836e-05 0.497322 0.000757921 1.86735e-05 -0.000985982
4.46 0.307251 5.70155e-05 0.496355 0.306493 3.7179e-05 0.497341 0.000758083 1.98366e-05 -0.000985919
4.461 0.307253 5.6565e-05 0.496375 0.306492 3.71743e-05 0.49736 0.000761203 1.93906e-05 -0.000984912
4.462 0.307255 5.58007e-05 0.496394 0.306491 3.71697e-05 0.497379 0.000764293 1.8631e-05 -0.000985052
4.463 0.307256 5.67165e-05 0.496415 0.30649 3.7165e-05 0.497398 0.000765805 1.95515e-05 -0.000983286
4.464 0.307257 5.66913e-05 0.496439 0.30649 3.71604e-05 0.497417 0.000767886 1.95309e-05 -0.000977952
4.465 0.307258 5.7306e-05 0.49646 0.306489 3.71557e-05 0.497436 0.000769624 2.01502e-05 -0.000976125
4.466 0.307261 5.785e-05 0.49648 0.306488 3.7151e-05 0.497456 0.000773011 2.0699e-05 -0.000975595
4.467 0.307261 5.57131e-05 0.496499 0.306487 3.71464e-05 0.497475 0.000774096 1.85667e-05 -0.000975689
4.468 0.307262 5.41836e-05 0.496524 0.306486 3.71417e-05 0.497494 0.000775444 1.70419e-05 -0.000969561
4.469 0.307263 5.81316e-05 0.496542 0.306485 3.7137e-05 0.497513 0.000777496 2.09946e-05 -0.000971441
4.47 0.307264 5.65036e-05 0.496568 0.306485 3.71323e-05 0.497532 0.000779019 1.93713e-05 -0.000964166
4.471 0.307265 5.77293e-05 0.496591 0.306484 3.71276e-05 0.497552 0.000780894 2.06017e-05 -0.000960296
4.472 0.307266 5.69315e-05 0.496617 0.306483 3.71229e-05 0.497571 0.00078294 1.98086e-05 -0.000953813
4.473 0.307267 5.66189e-05 0.496641 0.306482 3.71182e-05 0.49759 0.000785332 1.95006e-05 -0.000949665
4.474 0.307268 5.75407e-05 0.496666 0.306481 3.71135e-05 0.49761 0.000786711 2.04272e-05 -0.000943812
4.475 0.307271 5.57516e-05 0.496691 0.306481 3.71088e-05 0.497629 0.000790064 1.86427e-05 -0.000938402
4.476 0.307273 5.77441e-05 0.496715 0.30648 3.71041e-05 0.497648 0.000793152 2.064e-05 -0.000933302
4.477 0.307275 5.57905e-05 0.496736 0.306479 3.70994e-05 0.497668 0.000795931 1.86911e-05 -0.000931677
4.478 0.307277 5.46957e-05 0.496762 0.306478 3.70947e-05 0.497687 0.000799034 1.76011e-05 -0.000924668
4.479 0.307279 5.831e-05 0.496786 0.306477 3.70899e-05 0.497706 0.000801714 2.12201e-05 -0.000920947
4.48 0.30728 5.60238e-05 0.496807 0.306476 3.70852e-05 0.497726 0.000803376 1.89386e-05 -0.000918648
4.481 0.307283 5.58414e-05 0.496833 0.306476 3.70805e-05 0.497745 0.000807596 1.87609e-05 -0.000911927
4.482 0.307285 5.71421e-05 0.496854 0.306475 3.70757e-05 0.497765 0.000810495 2.00664e-05 -0.000911298
4.483 0.307288 5.83779e-05 0.496879 0.306474 3.7071e-05 0.497784 0.000813993 2.13069e-05 -0.000905531
4.484 0.30729 5.55399e-05 0.496905 0.306473 3.70662e-05 0.497804 0.000816433 1.84737e-05 -0.000899149
4.485 0.307292 5.60809e-05 0.496924 0.306472 3.70615e-05 0.497823 0.000819717 1.90195e-05 -0.000899416
4.486 0.307294 5.59344e-05 0.496947 0.306471 3.70567e-05 0.497843 0.00082282 1.88777e-05 -0.000896269
4.487 0.307297 5.6148e-05 0.496972 0.306471 3.70519e-05 0.497862 0.000826246 1.90961e-05 -0.000890271
4.488 0.307299 5.74491e-05 0.496992 0.30647 3.70472e-05 0.497882 0.000829372 2.04019e-05 -0.000890471
4.489 0.307303 5.82371e-05 0.497015 0.306469 3.70424e-05 0.497902 0.000833962 2.11947e-05 -0.000887083
4.49 0.307303 5.6922e-05 0.497036 0.306468 3.70376e-05 0.497921 0.000835077 1.98844e-05 -0.000885318
4.491 0.307307 5.92346e-05 0.497058 0.306467 3.70328e-05 0.497941 0.000839492 2.22018e-05 -0.000883252
4.492 0.307308 5.67854e-05 0.497081 0.306466 3.7028e-05 0.497961 0.000841715 1.97573e-05 -0.000879745
4.493 0.307311 5.96166e-05 0.497103 0.306466 3.70232e-05 0.49798 0.000845453 2.25934e-05 -0.000876959
4.494 0.307314 5.67496e-05 0.497126 0.306465 3.70184e-05 0.498 0.000849029 1.97312e-05 -0.000873871
4.495 0.307315 5.73949e-05 0.497149 0.306464 3.70136e-05 0.49802 0.000851173 2.03812e-05 -0.000870684
4.496 0.307319 6.00585e-05 0.497171 0.306463 3.70088e-05 0.498039 0.000855612 2.30496e-05 -0.000868291
4.497 0.307319 5.77049e-05 0.497197 0.306462 3.7004e-05 0.498059 0.000857157 2.07009e-05 -0.000862395
4.498 0.30732 5.86363e-05 0.49722 0.306461 3.69992e-05 0.498079 0.000858554 2.16371e-05 -0.000859474
4.501 0.307325 5.63257e-05 0.497292 0.306459 3.69847e-05 0.498138 0.000866557 1.93409e-05 -0.000846438
4.502 0.307326 5.77599e-05 0.497317 0.306458 3.69799e-05 0.498158 0.000868388 2.078e-05 -0.000841671
4.503 0.307328 5.73289e-05 0.497345 0.306457 3.6975e-05 0.498178 0.000871033 2.03538e-05 -0.000833302
4.504 0.307329 5.60123e-05 0.497367 0.306456 3.69702e-05 0.498198 0.000873004 1.90421e-05 -0.000831383
4.505 0.307331 5.65174e-05 0.497392 0.306455 3.69653e-05 0.498218 0.000875284 1.9552e-05 -0.000826095
4.506 0.307333 5.59084e-05 0.497414 0.306455 3.69605e-05 0.498238 0.000878178 1.89479e-05 -0.000823895
4.507 0.307335 5.54198e-05 0.497439 0.306454 3.69556e-05 0.498258 0.000880926 1.84641e-05 -0.00081926
4.508 0.307337 5.58572e-05 0.497463 0.306453 3.69508e-05 0.498278 0.000884123 1.89065e-05 -0.00081506
4.509 0.307338 5.54909e-05 0.497485 0.306452 3.69459e-05 0.498298 0.000886014 1.85451e-05 -0.000813208
4.51 0.307341 5.61577e-05 0.49751 0.306451 3.6941e-05 0.498318 0.000889321 1.92167e-05 -0.000808332
4.511 0.307342 5.59592e-05 0.497532 0.30645 3.69361e-05 0.498338 0.000891632 1.90231e-05 -0.000805853
4.512 0.307344 5.52917e-05 0.497556 0.30645 3.69313e-05 0.498358 0.000894742 1.83605e-05 -0.000801763
4.513 0.307347 5.56257e-05 0.497576 0.306449 3.69264e-05 0.498378 0.000897884 1.86993e-05 -0.000801875
4.514 0.307348 5.7673e-05 0.4976 0.306448 3.69215e-05 0.498398 0.000900434 2.07515e-05 -0.000798462
4.515 0.307349 5.80671e-05 0.497622 0.306447 3.69166e-05 0.498418 0.000902457 2.11505e-05 -0.000796092
4.516 0.307352 5.45652e-05 0.497644 0.306446 3.69117e-05 0.498438 0.000905942 1.76535e-05 -0.000794014
4.517 0.307354 5.5895e-05 0.497668 0.306445 3.69068e-05 0.498459 0.000908591 1.89882e-05 -0.000790977
4.518 0.307354 5.73064e-05 0.497689 0.306444 3.69019e-05 0.498479 0.000909804 2.04046e-05 -0.000789653
4.519 0.307356 5.61114e-05 0.497712 0.306444 3.68969e-05 0.498499 0.000912335 1.92145e-05 -0.000786529
4.52 0.307358 5.84921e-05 0.497736 0.306443 3.6892e-05 0.498519 0.000915262 2.16e-05 -0.000783138
4.521 0.307359 5.71213e-05 0.497757 0.306442 3.68871e-05 0.498539 0.000917069 2.02342e-05 -0.000782328
4.522 0.307359 5.78094e-05 0.497781 0.306441 3.68822e-05 0.49856 0.000918252 2.09272e-05 -0.000778333
4.523 0.307361 5.71806e-05 0.497806 0.30644 3.68772e-05 0.49858 0.000920777 2.03034e-05 -0.000773756
4.524 0.307363 5.55592e-05 0.497828 0.306439 3.68723e-05 0.4986 0.000923402 1.86869e-05 -0.000772446
4.525 0.307363 5.50016e-05 0.497849 0.306438 3.68674e-05 0.49862 0.0009248 1.81343e-05 -0.000771448
4.526 0.307364 5.90532e-05 0.497872 0.306437 3.68624e-05 0.498641 0.000926436 2.21908e-05 -0.000768685
4.527 0.307366 5.75778e-05 0.497899 0.306437 3.68575e-05 0.498661 0.000928985 2.07204e-05 -0.000762464
4.528 0.307365 5.70244e-05 0.497919 0.306436 3.68525e-05 0.498681 0.000929508 2.0172e-05 -0.000762264
4.529 0.307369 5.35434e-05 0.497943 0.306435 3.68475e-05 0.498702 0.000934146 1.66958e-05 -0.000758953
4.53 0.307368 5.44048e-05 0.497963 0.306434 3.68426e-05 0.498722 0.000934475 1.75623e-05 -0.000759678
4.531 0.30737 5.62794e-05 0.497988 0.306433 3.68376e-05 0.498743 0.00093712 1.94418e-05 -0.000754184
4.532 0.307372 5.70601e-05 0.49801 0.306432 3.68326e-05 0.498763 0.000939415 2.02275e-05 -0.000753318
4.533 0.307372 5.52159e-05 0.498032 0.306431 3.68276e-05 0.498783 0.000940704 1.83883e-05 -0.00075192
4.534 0.307375 5.70068e-05 0.498051 0.306431 3.68226e-05 0.498804 0.000944836 2.01841e-05 -0.000752553
4.535 0.307376 5.63136e-05 0.498076 0.30643 3.68177e-05 0.498824 0.000946726 1.94959e-05 -0.000748957
4.536 0.307376 5.48932e-05 0.498096 0.306429 3.68127e-05 0.498845 0.000947624 1.80805e-05 -0.000748544
4.537 0.307378 5.48686e-05 0.498116 0.306428 3.68077e-05 0.498866 0.000950177 1.80609e-05 -0.000749245
4.538 0.307379 5.68182e-05 0.498137 0.306427 3.68027e-05 0.498886 0.000952237 2.00155e-05 -0.000749543
4.539 0.30738 5.59473e-05 0.498156 0.306426 3.67976e-05 0.498907 0.000953621 1.91497e-05 -0.000750211
4.54 0.30738 5.53378e-05 0.49818 0.306425 3.67926e-05 0.498927 0.000954586 1.85451e-05 -0.000746973
4.541 0.30738 5.77542e-05 0.498199 0.306424 3.67876e-05 0.498948 0.000955933 2.09666e-05 -0.000748353
4.542 0.307382 5.66831e-05 0.498221 0.306424 3.67826e-05 0.498968 0.000958013 1.99005e-05 -0.000747474
4.543 0.307381 5.77296e-05 0.49824 0.306423 3.67776e-05 0.498989 0.000958201 2.0952e-05 -0.000748953
4.544 0.307381 5.74515e-05 0.498259 0.306422 3.67725e-05 0.49901 0.000958729 2.06789e-05 -0.000750765
4.545 0.30738 5.8373e-05 0.498282 0.306421 3.67675e-05 0.49903 0.000959024 2.16055e-05 -0.000748885
4.546 0.30738 5.62309e-05 0.498303 0.30642 3.67624e-05 0.499051 0.000959616 1.94685e-05 -0.000748469
4.547 0.307379 5.5374e-05 0.498321 0.306419 3.67574e-05 0.499072 0.000960139 1.86166e-05 -0.000750935
4.548 0.30738 5.8179e-05 0.498343 0.306418 3.67523e-05 0.499093 0.000961384 2.14266e-05 -0.000749499
4.549 0.307379 5.84143e-05 0.498362 0.306417 3.67473e-05 0.499113 0.000961119 2.16671e-05 -0.000751298
4.55 0.307379 5.62413e-05 0.49838 0.306417 3.67422e-05 0.499134 0.000962545 1.94991e-05 -0.000753803
4.551 0.307377 5.77894e-05 0.498402 0.306416 3.67372e-05 0.499155 0.000961377 2.10523e-05 -0.000752636
4.552 0.307378 5.7909e-05 0.498422 0.306415 3.67321e-05 0.499176 0.000963228 2.1177e-05 -0.000754235
4.553 0.307379 5.82206e-05 0.498445 0.306414 3.6727e-05 0.499197 0.000964747 2.14936e-05 -0.000751934
4.554 0.307377 5.75135e-05 0.498463 0.306413 3.67219e-05 0.499217 0.000964194 2.07915e-05 -0.000754493
4.555 0.307376 5.7692e-05 0.498482 0.306412 3.67169e-05 0.499238 0.000963962 2.09751e-05 -0.000755868
4.556 0.307375 5.79635e-05 0.498502 0.306411 3.67118e-05 0.499259 0.000964004 2.12517e-05 -0.000756825
4.557 0.307375 5.76529e-05 0.498524 0.30641 3.67067e-05 0.49928 0.00096437 2.09462e-05 -0.00075584
4.558 0.307373 5.73713e-05 0.498543 0.306409 3.67016e-05 0.499301 0.000964 2.06698e-05 -0.000758147
4.559 0.307373 5.8006e-05 0.498562 0.306409 3.66965e-05 0.499322 0.000964039 2.13096e-05 -0.000759573
4.56 0.307371 5.67857e-05 0.498577 0.306408 3.66914e-05 0.499343 0.00096385 2.00944e-05 -0.00076601
4.561 0.307371 5.70451e-05 0.4986 0.306407 3.66863e-05 0.499364 0.000964297 2.03588e-05 -0.000764344
4.562 0.307371 5.65284e-05 0.498619 0.306406 3.66811e-05 0.499385 0.000964997 1.98473e-05 -0.000766119
4.563 0.30737 5.54329e-05 0.498637 0.306405 3.6676e-05 0.499406 0.000964643 1.87569e-05 -0.000768892
4.564 0.307369 5.61876e-05 0.49866 0.306404 3.66709e-05 0.499427 0.0009648 1.95167e-05 -0.000767559
4.565 0.307369 5.61044e-05 0.498676 0.306403 3.66658e-05 0.499448 0.000965387 1.94386e-05 -0.000772152
4.566 0.307366 5.59068e-05 0.498696 0.306402 3.66606e-05 0.499469 0.000963484 1.92461e-05 -0.000773118
4.567 0.307365 5.85425e-05 0.498717 0.306401 3.66555e-05 0.49949 0.000963372 2.1887e-05 -0.000773297
4.568 0.307364 5.61131e-05 0.498738 0.3064 3.66503e-05 0.499512 0.000963369 1.94628e-05 -0.000773116
4.569 0.307364 5.81207e-05 0.498756 0.3064 3.66452e-05 0.499533 0.000964122 2.14755e-05 -0.000776347
4.57 0.307362 5.62999e-05 0.498774 0.306399 3.664e-05 0.499554 0.000963692 1.96599e-05 -0.000779432
4.571 0.307361 5.61583e-05 0.498794 0.306398 3.66349e-05 0.499575 0.000963363 1.95234e-05 -0.000780773
4.572 0.30736 5.65103e-05 0.498817 0.306397 3.66297e-05 0.499596 0.000962727 1.98806e-05 -0.000779118
4.573 0.307358 5.64831e-05 0.498834 0.306396 3.66245e-05 0.499617 0.000961807 1.98586e-05 -0.000783065
4.574 0.307357 5.79947e-05 0.498851 0.306395 3.66194e-05 0.499639 0.000962247 2.13753e-05 -0.000787639
4.575 0.307357 5.73193e-05 0.498869 0.306394 3.66142e-05 0.49966 0.000963108 2.07052e-05 -0.000790765
4.576 0.307355 5.45549e-05 0.49889 0.306393 3.6609e-05 0.499681 0.00096223 1.79459e-05 -0.000791216
4.577 0.307356 5.54952e-05 0.498908 0.306392 3.66038e-05 0.499703 0.000963941 1.88914e-05 -0.000794847
4.578 0.307356 5.66717e-05 0.498926 0.306391 3.65986e-05 0.499724 0.000964252 2.00731e-05 -0.000797812
4.58 0.307354 5.69342e-05 0.498961 0.30639 3.65882e-05 0.499767 0.000963956 2.03459e-05 -0.000805274
4.581 0.307352 5.67593e-05 0.498982 0.306389 3.6583e-05 0.499788 0.000962998 2.01763e-05 -0.000805558
4.582 0.30735 5.57023e-05 0.499003 0.306388 3.65778e-05 0.499809 0.000962308 1.91244e-05 -0.000805884
4.583 0.307348 5.61037e-05 0.499019 0.306387 3.65726e-05 0.499831 0.00096071 1.95311e-05 -0.000812171
4.584 0.307346 5.55818e-05 0.499036 0.306386 3.65674e-05 0.499852 0.000960437 1.90144e-05 -0.000815764
4.585 0.307344 5.56262e-05 0.49906 0.306385 3.65622e-05 0.499874 0.000959054 1.9064e-05 -0.000813122
4.586 0.307342 5.7781e-05 0.499078 0.306384 3.65569e-05 0.499895 0.000958346 2.12241e-05 -0.000816815
4.587 0.30734 5.43236e-05 0.499097 0.306383 3.65517e-05 0.499917 0.00095665 1.77719e-05 -0.000819942
4.588 0.307338 5.461e-05 0.499116 0.306382 3.65464e-05 0.499938 0.000956166 1.80636e-05 -0.000822178
4.589 0.307336 5.82398e-05 0.499137 0.306381 3.65412e-05 0.49996 0.000955003 2.16986e-05 -0.000822537
4.59 0.307335 5.50946e-05 0.499154 0.30638 3.6536e-05 0.499981 0.000954414 1.85586e-05 -0.000827285
4.591 0.307334 5.66455e-05 0.499173 0.30638 3.65307e-05 0.500003 0.000954543 2.01148e-05 -0.000829807
4.592 0.307333 5.6367e-05 0.49919 0.306379 3.65254e-05 0.500024 0.000954488 1.98415e-05 -0.000834692
4.593 0.307331 5.44869e-05 0.499209 0.306378 3.65202e-05 0.500046 0.00095373 1.79668e-05 -0.000836762
4.594 0.307331 5.61457e-05 0.499228 0.306377 3.65149e-05 0.500068 0.00095417 1.96308e-05 -0.000839696
4.595 0.307328 5.58687e-05 0.499248 0.306376 3.65096e-05 0.500089 0.000952371 1.93591e-05 -0.000841267
4.596 0.307327 5.63935e-05 0.499263 0.306375 3.65044e-05 0.500111 0.000952198 1.98892e-05 -0.000847791
4.597 0.307326 5.61205e-05 0.499282 0.306374 3.64991e-05 0.500133 0.00095233 1.96214e-05 -0.00085094
4.598 0.307325 5.86488e-05 0.499304 0.306373 3.64938e-05 0.500154 0.000951817 2.2155e-05 -0.000850303
4.599 0.307323 5.73134e-05 0.499323 0.306372 3.64885e-05 0.500176 0.000951225 2.08249e-05 -0.000852643
4.6 0.307323 5.64788e-05 0.499338 0.306371 3.64832e-05 0.500198 0.000951689 1.99956e-05 -0.000859795
4.601 0.307322 5.83259e-05 0.499356 0.30637 3.64779e-05 0.500219 0.000951392 2.18479e-05 -0.000863678
4.602 0.307321 5.66962e-05 0.499379 0.306369 3.64726e-05 0.500241 0.000951157 2.02236e-05 -0.00086243
4.603 0.307319 5.82477e-05 0.499392 0.306368 3.64673e-05 0.500263 0.000950652 2.17804e-05 -0.000870831
4.604 0.307317 5.73446e-05 0.499412 0.306368 3.6462e-05 0.500285 0.00094952 2.08826e-05 -0.00087233
4.605 0.307316 5.81971e-05 0.499433 0.306367 3.64567e-05 0.500307 0.000949194 2.17405e-05 -0.000874086
4.606 0.307314 5.76396e-05 0.49945 0.306366 3.64514e-05 0.500329 0.000948069 2.11882e-05 -0.00087812
4.607 0.307312 5.68413e-05 0.49947 0.306365 3.6446e-05 0.50035 0.000947371 2.03953e-05 -0.000880805
4.608 0.307311 5.70078e-05 0.499489 0.306364 3.64407e-05 0.500372 0.000947075 2.05671e-05 -0.000883542
4.609 0.307309 6.07005e-05 0.499509 0.306363 3.64354e-05 0.500394 0.000946303 2.42651e-05 -0.000885235
4.61 0.307308 5.85746e-05 0.499529 0.306362 3.643e-05 0.500416 0.000945707 2.21446e-05 -0.000887564
4.611 0.307305 5.76117e-05 0.499545 0.306361 3.64247e-05 0.500438 0.00094398 2.1187e-05 -0.000893503
4.612 0.307304 5.6677e-05 0.499563 0.30636 3.64193e-05 0.50046 0.000943998 2.02577e-05 -0.000896929
4.613 0.307303 5.79402e-05 0.499581 0.306359 3.6414e-05 0.500482 0.0009437 2.15262e-05 -0.00090079
4.614 0.307302 5.70568e-05 0.499604 0.306358 3.64086e-05 0.500504 0.000943346 2.06482e-05 -0.000900391
4.615 0.307299 5.77705e-05 0.499619 0.306357 3.64032e-05 0.500526 0.000941757 2.13672e-05 -0.000907286
4.616 0.307299 5.63587e-05 0.49964 0.306356 3.63979e-05 0.500548 0.000942589 1.99608e-05 -0.000907961
4.617 0.307298 5.73165e-05 0.499657 0.306355 3.63925e-05 0.50057 0.000942234 2.0924e-05 -0.000912918
4.618 0.307297 5.66912e-05 0.499676 0.306354 3.63871e-05 0.500592 0.000942894 2.03041e-05 -0.000916113
4.619 0.307295 5.73445e-05 0.499696 0.306354 3.63817e-05 0.500614 0.000941468 2.09628e-05 -0.000918543
4.62 0.307295 5.68339e-05 0.499713 0.306353 3.63764e-05 0.500636 0.00094258 2.04576e-05 -0.000923605
4.621 0.307296 5.73293e-05 0.499734 0.306352 3.6371e-05 0.500659 0.000944075 2.09584e-05 -0.000924424
4.622 0.307294 5.81447e-05 0.499748 0.306351 3.63656e-05 0.500681 0.000943487 2.17791e-05 -0.000932484
4.623 0.307294 5.91307e-05 0.499769 0.30635 3.63602e-05 0.500703 0.000944398 2.27706e-05 -0.000934424
4.624 0.307293 6.01743e-05 0.499785 0.306349 3.63548e-05 0.500725 0.000944424 2.38195e-05 -0.000940298
4.625 0.307291 5.79099e-05 0.499803 0.306348 3.63493e-05 0.500747 0.000943068 2.15605e-05 -0.000943873
4.626 0.307291 5.77112e-05 0.499822 0.306347 3.63439e-05 0.50077 0.000943853 2.13672e-05 -0.00094773
4.627 0.307289 5.75342e-05 0.499839 0.306346 3.63385e-05 0.500792 0.000943108 2.11957e-05 -0.000953091
4.628 0.307289 5.6942e-05 0.499858 0.306345 3.63331e-05 0.500814 0.000943878 2.06089e-05 -0.000955791
4.629 0.307287 5.7631e-05 0.499876 0.306344 3.63277e-05 0.500836 0.000942861 2.13034e-05 -0.00096056
4.63 0.307286 5.8626e-05 0.499895 0.306343 3.63222e-05 0.500859 0.000942984 2.23038e-05 -0.000964177
4.631 0.307286 5.92807e-05 0.499912 0.306342 3.63168e-05 0.500881 0.000943401 2.29639e-05 -0.000969079
4.632 0.307283 5.64661e-05 0.499929 0.306341 3.63113e-05 0.500903 0.000941674 2.01547e-05 -0.000974566
4.633 0.307283 5.52198e-05 0.499949 0.30634 3.63059e-05 0.500926 0.000942466 1.89139e-05 -0.000976318
4.634 0.307283 5.47563e-05 0.499968 0.306339 3.63004e-05 0.500948 0.000943199 1.84559e-05 -0.00098021
4.635 0.307281 5.82975e-05 0.499985 0.306338 3.6295e-05 0.500971 0.000942303 2.20025e-05 -0.000986013
4.636 0.30728 5.87874e-05 0.500007 0.306337 3.62895e-05 0.500993 0.000942682 2.24979e-05 -0.000985926
4.637 0.307278 5.67415e-05 0.500027 0.306336 3.62841e-05 0.501015 0.000941755 2.04574e-05 -0.000988452
4.638 0.307278 5.77406e-05 0.500045 0.306336 3.62786e-05 0.501038 0.000942516 2.1462e-05 -0.00099253
4.639 0.307278 5.93595e-05 0.500066 0.306335 3.62731e-05 0.50106 0.000943106 2.30864e-05 -0.000994649
4.64 0.307276 5.76048e-05 0.500084 0.306334 3.62676e-05 0.501083 0.000942139 2.13371e-05 -0.000998658
4.641 0.307275 5.49076e-05 0.500106 0.306333 3.62621e-05 0.501105 0.000942834 1.86454e-05 -0.000999106
4.642 0.307274 5.48598e-05 0.500121 0.306332 3.62567e-05 0.501128 0.000941913 1.86032e-05 -0.00100686
4.643 0.307273 5.60371e-05 0.50014 0.306331 3.62512e-05 0.501151 0.000942427 1.97859e-05 -0.0010104
4.644 0.307273 5.75888e-05 0.50016 0.30633 3.62457e-05 0.501173 0.000942934 2.13431e-05 -0.00101286
4.645 0.307271 5.60964e-05 0.500178 0.306329 3.62402e-05 0.501196 0.000942508 1.98562e-05 -0.00101725
4.646 0.30727 5.68105e-05 0.500195 0.306328 3.62346e-05 0.501218 0.000942228 2.05759e-05 -0.00102339
4.647 0.30727 5.6763e-05 0.500214 0.306327 3.62291e-05 0.501241 0.000943256 2.05339e-05 -0.00102727
4.648 0.307269 5.84471e-05 0.500231 0.306326 3.62236e-05 0.501264 0.000943263 2.22235e-05 -0.00103232
4.649 0.307268 5.626e-05 0.50025 0.306325 3.62181e-05 0.501286 0.000942654 2.00419e-05 -0.00103676
4.65 0.307267 5.95216e-05 0.500265 0.306324 3.62126e-05 0.501309 0.000942547 2.3309e-05 -0.00104374
4.651 0.307264 5.63323e-05 0.500287 0.306323 3.6207e-05 0.501332 0.000941447 2.01252e-05 -0.00104446
4.652 0.307264 5.82959e-05 0.500305 0.306322 3.62015e-05 0.501354 0.000941518 2.20944e-05 -0.00104918
4.653 0.307262 5.73343e-05 0.500323 0.306321 3.6196e-05 0.501377 0.000941353 2.11383e-05 -0.00105393
4.654 0.307261 5.65295e-05 0.500344 0.30632 3.61904e-05 0.5014 0.00094092 2.03391e-05 -0.00105575
4.655 0.307259 5.75253e-05 0.500364 0.306319 3.61849e-05 0.501423 0.000939914 2.13404e-05 -0.00105885
4.656 0.307259 5.7247e-05 0.50038 0.306318 3.61793e-05 0.501446 0.000940571 2.10677e-05 -0.00106538
4.657 0.307259 5.78207e-05 0.5004 0.306317 3.61738e-05 0.501468 0.0009416 2.16469e-05 -0.00106872
4.658 0.307257 5.70992e-05 0.500423 0.306316 3.61682e-05 0.501491 0.000940965 2.0931e-05 -0.00106852
4.659 0.307254 5.65477e-05 0.500438 0.306315 3.61626e-05 0.501514 0.000938597 2.03851e-05 -0.00107561
4.66 0.307254 5.65502e-05 0.500456 0.306314 3.6157e-05 0.501537 0.000939775 2.03932e-05 -0.0010811
4.661 0.307254 5.92358e-05 0.500476 0.306313 3.61515e-05 0.50156 0.000940229 2.30843e-05 -0.00108366
4.662 0.307252 5.65554e-05 0.500493 0.306312 3.61459e-05 0.501583 0.000940005 2.04095e-05 -0.0010901
4.663 0.307251 5.81668e-05 0.500513 0.306311 3.61403e-05 0.501606 0.000939914 2.20265e-05 -0.00109287
4.664 0.30725 5.79715e-05 0.500531 0.30631 3.61347e-05 0.501629 0.000939878 2.18368e-05 -0.00109804
4.665 0.30725 5.67613e-05 0.500548 0.306309 3.61291e-05 0.501652 0.000940385 2.06322e-05 -0.00110323
4.666 0.307249 5.78839e-05 0.500566 0.306308 3.61235e-05 0.501675 0.00094007 2.17604e-05 -0.00110908
4.667 0.307248 5.56796e-05 0.500585 0.306307 3.61179e-05 0.501698 0.000940522 1.95617e-05 -0.00111226
4.668 0.307247 5.75431e-05 0.500601 0.306306 3.61123e-05 0.501721 0.000940521 2.14308e-05 -0.00112006
4.669 0.307245 5.58614e-05 0.500621 0.306306 3.61067e-05 0.501744 0.000939562 1.97547e-05 -0.00112253
4.67 0.307245 5.6878e-05 0.500641 0.306305 3.61011e-05 0.501767 0.000940028 2.07769e-05 -0.0011263
4.671 0.307243 5.69186e-05 0.500659 0.306304 3.60954e-05 0.50179 0.000939751 2.08232e-05 -0.00113047
4.672 0.307241 5.84899e-05 0.500679 0.306303 3.60898e-05 0.501813 0.00093879 2.24001e-05 -0.00113408
4.673 0.30724 5.70044e-05 0.500698 0.306302 3.60842e-05 0.501836 0.000938763 2.09202e-05 -0.00113837
