t_model t_dynamics t_filter t_traj t_qp_control t_total
44 55 0 0 137 238
14 25 0 0 35 77
11 22 0 0 28 62
11 22 0 0 29 63
41 28 0 0 47 118
36 25 0 0 43 107
25 23 0 0 36 86
10 19 0 0 22 53
10 19 0 0 21 52
10 19 0 0 22 54
10 20 0 0 23 55
10 19 0 0 23 54
1 3 0 0 4 10
2 3 0 0 4 10
2 3 0 0 4 10
10 20 0 0 22 53
12 22 0 0 28 63
34 25 0 0 42 104
31 25 0 0 41 100
17 21 0 0 25 64
10 20 0 0 23 54
10 19 0 0 22 53
10 20 0 0 22 54
10 19 0 0 22 53
12 20 0 0 24 58
10 20 0 0 23 55
19 22 0 0 29 72
11 19 0 0 22 53
10 20 0 0 22 53
18 22 0 0 30 72
28 25 0 0 39 94
22 23 0 0 33 79
10 20 0 0 24 55
10 20 0 0 22 53
11 21 0 0 26 60
10 20 0 0 23 55
12 21 0 0 27 62
12 20 0 0 23 58
10 19 0 0 22 53
10 19 0 0 22 53
11 20 0 0 24 55
10 19 0 0 22 53
10 20 0 0 22 53
10 19 0 0 21 53
10 19 0 0 22 53
10 20 0 0 22 53
10 19 0 0 22 53
10 19 0 0 22 53
10 20 0 0 23 55
10 19 0 0 22 53
10 19 0 0 22 53
10 19 0 0 22 53
10 19 0 0 23 55
10 19 0 0 22 54
10 19 0 0 22 53
10 19 0 0 22 53
10 20 0 0 22 53
10 19 0 0 22 53
10 19 0 0 22 53
10 19 0 0 21 52
10 20 0 0 22 54
10 19 0 0 22 53
10 19 0 0 22 53
10 19 0 0 22 53
10 20 0 0 23 55
10 19 0 0 22 53
10 19 0 0 21 52
10 20 0 0 25 57
10 20 0 0 23 55
10 20 0 0 21 53
10 20 0 0 21 53
10 19 0 0 22 53
10 20 0 0 22 54
10 20 0 0 22 53
10 19 0 0 22 53
10 19 0 0 21 52
10 20 0 0 23 55
10 20 0 0 23 55
11 20 0 0 23 90
10 19 0 0 22 53
10 20 0 0 21 53
10 19 0 0 22 53
10 20 0 0 23 55
10 19 0 0 22 54
10 20 0 0 21 53
10 20 0 0 22 53
10 20 0 0 23 54
10 19 0 0 22 53
