t_model t_dynamics t_filter t_traj t_qp_control t_total
99 58 0 0 124 284
13 24 0 0 36 75
12 22 0 0 31 67
32 26 0 0 45 105
27 23 0 0 62 114
11 19 0 0 26 58
10 18 0 0 24 55
10 18 0 0 24 54
12 19 0 0 25 58
31 24 0 0 41 98
21 20 0 0 30 74
12 19 0 0 26 59
11 18 0 0 26 57
10 18 0 0 24 54
10 18 0 0 23 53
10 18 0 0 23 52
10 18 0 0 25 55
10 18 0 0 23 53
11 5 0 0 9 25
10 18 0 0 23 53
24 33 0 0 24 83
11 18 0 0 25 55
10 18 0 0 23 52
10 18 0 0 23 52
11 18 0 0 25 55
10 18 0 0 23 53
10 18 0 0 22 52
10 18 0 0 22 51
10 18 0 0 34 64
11 18 0 0 24 54
11 18 0 0 24 54
24 22 0 0 29 77
27 21 0 0 34 85
13 18 0 0 24 57
14 20 0 0 31 67
11 18 0 0 25 55
10 18 0 0 48 78
10 18 0 0 25 55
10 18 0 0 24 53
10 18 0 0 23 52
9 16 0 0 55 81
9 14 0 0 20 44
8 13 0 0 17 38
9 13 0 0 19 43
18 13 0 0 20 53
6 10 0 0 14 32
6 12 0 0 15 35
6 11 0 0 14 32
18 12 0 0 20 53
13 12 0 0 15 41
10 18 0 0 22 52
10 18 0 0 23 52
11 18 0 0 23 53
10 18 0 0 26 56
12 19 0 0 26 58
16 11 0 0 17 47
15 10 0 0 16 42
14 10 0 0 17 42
5 9 0 0 12 28
6 11 0 0 13 31
7 15 0 0 16 39
7 13 0 0 17 39
8 14 0 0 19 43
9 16 0 0 20 46
9 16 0 0 20 46
9 15 0 0 22 48
20 16 0 0 26 63
21 16 0 0 27 67
18 14 0 0 24 58
20 14 0 0 26 61
9 10 0 0 15 35
10 18 0 0 23 53
12 13 0 0 42 68
14 14 0 0 23 53
8 13 0 0 16 38
8 14 0 0 17 41
9 16 0 0 20 46
8 14 0 0 20 44
13 15 0 0 23 52
19 15 0 0 26 62
16 17 0 0 23 58
18 13 0 0 22 56
10 10 0 0 16 37
11 18 0 0 23 54
13 12 0 0 20 46
11 12 0 0 24 49
8 13 0 0 16 38
8 14 0 0 18 41
9 15 0 0 19 45
9 16 0 0 21 48
9 16 0 0 20 46
12 17 0 0 23 53
19 29 0 0 27 76
18 15 0 0 26 62
14 13 0 0 22 51
15 13 0 0 21 50
13 18 0 0 24 57
10 18 0 0 25 55
14 13 0 0 21 50
12 13 0 0 20 47
8 12 0 0 36 58
9 15 0 0 21 46
9 16 0 0 20 46
8 14 0 0 18 41
15 16 0 0 25 57
19 16 0 0 27 65
15 13 0 0 21 51
15 12 0 0 22 52
10 10 0 0 16 38
17 20 0 0 29 68
15 13 0 0 22 52
11 12 0 0 19 44
8 13 0 0 16 38
8 14 0 0 19 44
9 16 0 0 20 46
10 18 0 0 22 52
9 16 0 0 21 47
13 16 0 0 24 55
23 17 0 0 28 70
18 15 0 0 25 60
14 15 0 0 26 56
19 13 0 0 22 55
14 19 0 0 26 61
12 20 0 0 26 60
33 12 0 0 21 68
14 14 0 0 22 51
8 13 0 0 16 39
8 14 0 0 18 41
36 16 0 0 30 84
8 14 0 0 19 43
21 18 0 0 31 73
18 16 0 0 26 62
27 13 0 0 24 66
16 13 0 0 22 53
10 10 0 0 18 40
16 20 0 0 27 65
11 12 0 0 20 45
10 12 0 0 19 43
8 13 0 0 16 39
8 14 0 0 17 41
9 29 0 0 28 67
9 16 0 0 21 48
9 16 0 0 20 47
20 19 0 0 30 71
50 19 0 0 31 102
16 16 0 0 28 62
12 12 0 0 21 47
14 12 0 0 18 45
34 20 0 0 29 85
15 20 0 0 28 65
13 13 0 0 20 48
11 12 0 0 20 45
7 13 0 0 17 39
9 16 0 0 21 48
9 16 0 0 20 46
9 16 0 0 20 46
20 19 0 0 43 84
20 17 0 0 29 67
16 18 0 0 23 58
12 12 0 0 20 46
10 10 0 0 16 38
14 20 0 0 28 64
13 12 0 0 19 45
10 12 0 0 18 41
7 12 0 0 15 35
8 14 0 0 20 44
8 14 0 0 18 42
9 16 0 0 22 49
8 14 0 0 18 42
16 16 0 0 27 61
19 16 0 0 26 62
14 13 0 0 21 50
16 13 0 0 22 52
7 10 0 0 13 32
13 20 0 0 26 60
15 13 0 0 19 48
11 13 0 0 19 45
8 13 0 0 17 40
8 14 0 0 18 41
9 16 0 0 19 45
10 18 0 0 22 51
9 16 0 0 22 49
17 18 0 0 28 65
20 17 0 0 28 67
15 15 0 0 24 55
13 13 0 0 22 50
11 11 0 0 19 42
11 18 0 0 22 52
12 19 0 0 53 87
14 13 0 0 22 51
10 13 0 0 18 43
8 14 0 0 18 41
8 14 0 0 18 41
9 16 0 0 21 48
8 14 0 0 18 42
19 17 0 0 28 66
19 16 0 0 27 64
16 13 0 0 23 54
18 12 0 0 20 52
7 9 0 0 13 31
22 23 0 0 67 114
12 12 0 0 19 43
8 11 0 0 15 36
7 11 0 0 14 34
