time x y z x_d y_d z_d 
0 0.30694 7.47573e-05 0.48677 0.30694 7.38492e-05 0.486772 
0.001 0.306939 7.33132e-05 0.486774 0.30694 7.38492e-05 0.486772 
0.002 0.30694 7.28885e-05 0.486772 0.30694 7.38492e-05 0.486772 
0.003 0.306939 7.20822e-05 0.486773 0.30694 7.38492e-05 0.486772 
0.004 0.306939 7.45619e-05 0.486773 0.30694 7.38492e-05 0.486772 
0.005 0.306939 7.45377e-05 0.486772 0.30694 7.38492e-05 0.486772 
0.006 0.306939 7.60979e-05 0.486771 0.30694 7.38492e-05 0.486772 
0.007 0.306939 7.38036e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.008 0.306941 7.62873e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.009 0.306941 7.65709e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.01 0.306943 7.51974e-05 0.486767 0.30694 7.38492e-05 0.486772 
0.011 0.306941 7.56734e-05 0.486766 0.30694 7.38492e-05 0.486772 
0.012 0.306943 7.52116e-05 0.486764 0.30694 7.38492e-05 0.486772 
0.013 0.306941 7.69874e-05 0.486764 0.30694 7.38492e-05 0.486772 
0.014 0.306941 7.65944e-05 0.486762 0.30694 7.38492e-05 0.486772 
0.015 0.306941 7.64369e-05 0.486762 0.30694 7.38492e-05 0.486772 
0.016 0.306942 7.82461e-05 0.486762 0.30694 7.38492e-05 0.486772 
0.017 0.306941 7.97167e-05 0.486761 0.30694 7.38492e-05 0.486772 
0.018 0.306941 7.5403e-05 0.486762 0.30694 7.38492e-05 0.486772 
0.019 0.306942 7.67959e-05 0.48676 0.30694 7.38492e-05 0.486772 
0.02 0.306943 8.00538e-05 0.486761 0.30694 7.38492e-05 0.486772 
0.021 0.306943 8.00898e-05 0.486761 0.30694 7.38492e-05 0.486772 
0.022 0.306943 7.82075e-05 0.486756 0.30694 7.38492e-05 0.486772 
0.023 0.306943 7.91627e-05 0.486759 0.30694 7.38492e-05 0.486772 
0.024 0.306943 7.7767e-05 0.48676 0.30694 7.38492e-05 0.486772 
0.025 0.306944 8.00268e-05 0.486761 0.30694 7.38492e-05 0.486772 
0.026 0.306944 8.03889e-05 0.486759 0.30694 7.38492e-05 0.486772 
0.027 0.306945 7.93628e-05 0.486759 0.30694 7.38492e-05 0.486772 
0.028 0.306945 7.96039e-05 0.486757 0.30694 7.38492e-05 0.486772 
0.029 0.306946 7.97582e-05 0.486755 0.30694 7.38492e-05 0.486772 
0.03 0.306946 8.17977e-05 0.486756 0.30694 7.38492e-05 0.486772 
0.031 0.306946 7.88265e-05 0.486756 0.30694 7.38492e-05 0.486772 
0.032 0.306947 8.13961e-05 0.486752 0.30694 7.38492e-05 0.486772 
0.033 0.306947 8.25649e-05 0.486753 0.30694 7.38492e-05 0.486772 
0.034 0.306949 8.07638e-05 0.486755 0.30694 7.38492e-05 0.486772 
0.035 0.306949 8.20609e-05 0.486756 0.30694 7.38492e-05 0.486772 
0.036 0.30695 8.17749e-05 0.486752 0.30694 7.38492e-05 0.486772 
0.037 0.30695 8.08521e-05 0.486755 0.30694 7.38492e-05 0.486772 
0.038 0.30695 8.24586e-05 0.486754 0.30694 7.38492e-05 0.486772 
0.039 0.30695 8.07166e-05 0.486752 0.30694 7.38492e-05 0.486772 
0.04 0.30695 8.35151e-05 0.486753 0.30694 7.38492e-05 0.486772 
0.041 0.306952 8.23049e-05 0.486752 0.30694 7.38492e-05 0.486772 
0.042 0.306951 8.01594e-05 0.486754 0.30694 7.38492e-05 0.486772 
0.043 0.306951 8.27799e-05 0.486753 0.30694 7.38492e-05 0.486772 
0.044 0.306952 8.10431e-05 0.486753 0.30694 7.38492e-05 0.486772 
0.045 0.306952 8.36808e-05 0.486753 0.30694 7.38492e-05 0.486772 
0.046 0.306952 8.45171e-05 0.486753 0.30694 7.38492e-05 0.486772 
0.047 0.306952 8.34647e-05 0.486753 0.30694 7.38492e-05 0.486772 
0.048 0.306951 8.56323e-05 0.486753 0.30694 7.38492e-05 0.486772 
0.049 0.306953 8.47581e-05 0.486751 0.30694 7.38492e-05 0.486772 
0.05 0.306953 8.12424e-05 0.486751 0.30694 7.38492e-05 0.486772 
0.051 0.306952 8.27273e-05 0.486751 0.30694 7.38492e-05 0.486772 
0.052 0.306954 8.43035e-05 0.486752 0.30694 7.38492e-05 0.486772 
0.053 0.306954 8.58733e-05 0.48675 0.30694 7.38492e-05 0.486772 
0.054 0.306955 8.39309e-05 0.486753 0.30694 7.38492e-05 0.486772 
0.055 0.306955 8.62303e-05 0.486751 0.30694 7.38492e-05 0.486772 
0.056 0.306956 8.51624e-05 0.48675 0.30694 7.38492e-05 0.486772 
0.057 0.306956 8.51752e-05 0.48675 0.30694 7.38492e-05 0.486772 
0.058 0.306958 8.70153e-05 0.486752 0.30694 7.38492e-05 0.486772 
0.059 0.306958 8.82981e-05 0.486751 0.30694 7.38492e-05 0.486772 
0.06 0.306959 8.44399e-05 0.486753 0.30694 7.38492e-05 0.486772 
0.061 0.30696 8.65478e-05 0.486748 0.30694 7.38492e-05 0.486772 
0.062 0.30696 8.73775e-05 0.486752 0.30694 7.38492e-05 0.486772 
0.063 0.30696 8.61412e-05 0.486753 0.30694 7.38492e-05 0.486772 
0.064 0.306961 8.48644e-05 0.486751 0.30694 7.38492e-05 0.486772 
0.065 0.306962 8.62227e-05 0.486754 0.30694 7.38492e-05 0.486772 
0.066 0.306963 8.73406e-05 0.486753 0.30694 7.38492e-05 0.486772 
0.067 0.306962 8.99391e-05 0.486752 0.30694 7.38492e-05 0.486772 
0.068 0.306964 8.76235e-05 0.486755 0.30694 7.38492e-05 0.486772 
0.069 0.306965 8.89212e-05 0.486755 0.30694 7.38492e-05 0.486772 
0.07 0.306967 8.79441e-05 0.486755 0.30694 7.38492e-05 0.486772 
0.071 0.306967 8.58187e-05 0.486757 0.30694 7.38492e-05 0.486772 
0.072 0.306968 8.70162e-05 0.486756 0.30694 7.38492e-05 0.486772 
0.073 0.306969 8.78552e-05 0.486756 0.30694 7.38492e-05 0.486772 
0.074 0.30697 8.91772e-05 0.486754 0.30694 7.38492e-05 0.486772 
0.075 0.30697 8.76e-05 0.486757 0.30694 7.38492e-05 0.486772 
0.076 0.306972 8.81023e-05 0.486757 0.30694 7.38492e-05 0.486772 
0.077 0.306972 8.75609e-05 0.486755 0.30694 7.38492e-05 0.486772 
0.078 0.306973 8.86513e-05 0.486755 0.30694 7.38492e-05 0.486772 
0.079 0.306975 8.74479e-05 0.486757 0.30694 7.38492e-05 0.486772 
0.08 0.306976 8.8269e-05 0.486756 0.30694 7.38492e-05 0.486772 
0.081 0.306976 8.80259e-05 0.486756 0.30694 7.38492e-05 0.486772 
0.082 0.306978 8.78257e-05 0.486757 0.30694 7.38492e-05 0.486772 
0.083 0.306979 8.85526e-05 0.486757 0.30694 7.38492e-05 0.486772 
0.084 0.306981 8.75893e-05 0.486758 0.30694 7.38492e-05 0.486772 
0.085 0.306981 8.86172e-05 0.486756 0.30694 7.38492e-05 0.486772 
0.086 0.306982 8.90091e-05 0.486756 0.30694 7.38492e-05 0.486772 
0.087 0.306983 8.94498e-05 0.486755 0.30694 7.38492e-05 0.486772 
0.088 0.306985 8.84712e-05 0.486757 0.30694 7.38492e-05 0.486772 
0.089 0.306985 9.00533e-05 0.486758 0.30694 7.38492e-05 0.486772 
0.09 0.306987 9.062e-05 0.486757 0.30694 7.38492e-05 0.486772 
0.091 0.306988 9.02525e-05 0.486757 0.30694 7.38492e-05 0.486772 
0.092 0.30699 8.81392e-05 0.486762 0.30694 7.38492e-05 0.486772 
0.093 0.306991 8.98124e-05 0.48676 0.30694 7.38492e-05 0.486772 
0.094 0.306993 9.09966e-05 0.48676 0.30694 7.38492e-05 0.486772 
0.095 0.306992 9.01075e-05 0.48676 0.30694 7.38492e-05 0.486772 
0.096 0.306993 8.79457e-05 0.486758 0.30694 7.38492e-05 0.486772 
0.097 0.306994 9.05773e-05 0.486761 0.30694 7.38492e-05 0.486772 
0.098 0.306996 9.0806e-05 0.486763 0.30694 7.38492e-05 0.486772 
0.099 0.306997 9.16317e-05 0.486764 0.30694 7.38492e-05 0.486772 
0.1 0.306998 9.15889e-05 0.486764 0.30694 7.38492e-05 0.486772 
0.101 0.306999 9.16351e-05 0.486763 0.30694 7.38492e-05 0.486772 
0.102 0.306999 9.26177e-05 0.486764 0.30694 7.38492e-05 0.486772 
0.103 0.306999 9.14442e-05 0.486765 0.30694 7.38492e-05 0.486772 
0.104 0.307 9.24983e-05 0.486761 0.30694 7.38492e-05 0.486772 
0.105 0.307 9.00135e-05 0.486765 0.30694 7.38492e-05 0.486772 
0.106 0.307002 9.07095e-05 0.486765 0.30694 7.38492e-05 0.486772 
0.107 0.307001 9.14795e-05 0.486765 0.30694 7.38492e-05 0.486772 
0.108 0.307001 9.18562e-05 0.486766 0.30694 7.38492e-05 0.486772 
0.109 0.307001 9.1476e-05 0.486766 0.30694 7.38492e-05 0.486772 
0.11 0.307 8.99448e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.111 0.307001 9.32937e-05 0.486767 0.30694 7.38492e-05 0.486772 
0.112 0.307001 9.23058e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.113 0.307001 9.08506e-05 0.486767 0.30694 7.38492e-05 0.486772 
0.114 0.307002 9.41175e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.115 0.307 9.1198e-05 0.486767 0.30694 7.38492e-05 0.486772 
0.116 0.306999 9.1546e-05 0.486766 0.30694 7.38492e-05 0.486772 
0.117 0.307003 9.3248e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.118 0.307001 9.08976e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.119 0.307002 9.34762e-05 0.48677 0.30694 7.38492e-05 0.486772 
0.12 0.307003 9.51287e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.121 0.307001 9.26453e-05 0.486771 0.30694 7.38492e-05 0.486772 
0.122 0.307002 9.05493e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.123 0.307003 9.24881e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.124 0.307002 9.27023e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.125 0.307002 9.16808e-05 0.486766 0.30694 7.38492e-05 0.486772 
0.126 0.307002 9.35191e-05 0.486772 0.30694 7.38492e-05 0.486772 
0.127 0.307002 9.17193e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.128 0.307002 9.42294e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.129 0.307002 9.22637e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.13 0.307003 9.34073e-05 0.486771 0.30694 7.38492e-05 0.486772 
0.131 0.307002 9.39123e-05 0.486766 0.30694 7.38492e-05 0.486772 
0.132 0.307003 9.30137e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.133 0.307001 9.45259e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.134 0.307003 9.38851e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.135 0.307003 9.59372e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.136 0.307003 9.40994e-05 0.48677 0.30694 7.38492e-05 0.486772 
0.137 0.307002 9.45576e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.138 0.307003 9.31658e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.139 0.307003 9.46404e-05 0.48677 0.30694 7.38492e-05 0.486772 
0.14 0.307003 9.35218e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.141 0.307003 9.41776e-05 0.48677 0.30694 7.38492e-05 0.486772 
0.142 0.307003 9.41821e-05 0.486767 0.30694 7.38492e-05 0.486772 
0.143 0.307004 9.34475e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.144 0.307003 9.32658e-05 0.486771 0.30694 7.38492e-05 0.486772 
0.145 0.307004 9.44913e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.146 0.307003 9.46119e-05 0.486771 0.30694 7.38492e-05 0.486772 
0.147 0.307004 9.44175e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.148 0.307004 9.2861e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.149 0.307005 9.426e-05 0.486771 0.30694 7.38492e-05 0.486772 
0.15 0.307006 9.22419e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.151 0.307005 9.3347e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.152 0.307005 9.16766e-05 0.48677 0.30694 7.38492e-05 0.486772 
0.153 0.307004 9.5294e-05 0.486771 0.30694 7.38492e-05 0.486772 
0.154 0.307005 9.17893e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.155 0.307005 9.51048e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.156 0.307005 9.33834e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.157 0.307006 9.52221e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.158 0.307005 9.35222e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.159 0.307005 9.2615e-05 0.486767 0.30694 7.38492e-05 0.486772 
0.16 0.307006 9.52214e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.161 0.307006 9.37938e-05 0.486767 0.30694 7.38492e-05 0.486772 
0.162 0.307006 9.46251e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.163 0.307006 9.58599e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.164 0.307006 9.67765e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.165 0.307007 9.53382e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.166 0.307006 9.54203e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.167 0.307006 9.61409e-05 0.486767 0.30694 7.38492e-05 0.486772 
0.168 0.307005 9.4388e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.169 0.307005 9.59087e-05 0.486767 0.30694 7.38492e-05 0.486772 
0.17 0.307005 9.55032e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.171 0.307005 9.52249e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.172 0.307005 9.61296e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.173 0.307005 9.65359e-05 0.486767 0.30694 7.38492e-05 0.486772 
0.174 0.307006 9.22858e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.175 0.307006 9.63502e-05 0.486767 0.30694 7.38492e-05 0.486772 
0.176 0.307006 9.71076e-05 0.486766 0.30694 7.38492e-05 0.486772 
0.177 0.307006 9.54882e-05 0.48677 0.30694 7.38492e-05 0.486772 
0.178 0.307006 9.52389e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.179 0.307005 9.49557e-05 0.48677 0.30694 7.38492e-05 0.486772 
0.18 0.307005 9.63676e-05 0.48677 0.30694 7.38492e-05 0.486772 
0.181 0.307006 9.59404e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.182 0.307007 9.69238e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.183 0.307005 9.65914e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.184 0.307006 9.47446e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.185 0.307006 9.36236e-05 0.486772 0.30694 7.38492e-05 0.486772 
0.186 0.307006 9.45306e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.187 0.307006 9.5492e-05 0.486772 0.30694 7.38492e-05 0.486772 
0.188 0.307007 9.40443e-05 0.486771 0.30694 7.38492e-05 0.486772 
0.189 0.307006 9.6114e-05 0.48677 0.30694 7.38492e-05 0.486772 
0.19 0.307006 9.64213e-05 0.486767 0.30694 7.38492e-05 0.486772 
0.191 0.307007 9.53183e-05 0.486769 0.30694 7.38492e-05 0.486772 
0.192 0.307006 9.63251e-05 0.486768 0.30694 7.38492e-05 0.486772 
0.193 0.307005 9.61739e-05 0.486769 0.30694 7.38492e-05 0.486772 
