time x y z x_d y_d z_d 
0 0.306939 1.37e-05 0.486779 0.306939 1.32071e-05 0.486779 
0.001 0.306939 1.5049e-05 0.486777 0.306939 1.32071e-05 0.486779 
0.002 0.30694 1.4834e-05 0.486775 0.306939 1.32071e-05 0.486779 
0.003 0.306938 1.34528e-05 0.486778 0.306939 1.32071e-05 0.486779 
0.004 0.306938 1.4461e-05 0.486777 0.306939 1.32071e-05 0.486779 
0.005 0.306938 1.31525e-05 0.486778 0.306939 1.32071e-05 0.486779 
0.006 0.306938 1.60796e-05 0.486774 0.306939 1.32071e-05 0.486779 
0.007 0.30694 1.48314e-05 0.486776 0.306939 1.32071e-05 0.486779 
0.008 0.30694 1.39217e-05 0.486772 0.306939 1.32071e-05 0.486779 
0.009 0.30694 1.20663e-05 0.486773 0.306939 1.32071e-05 0.486779 
0.01 0.306941 1.33288e-05 0.486771 0.306939 1.32071e-05 0.486779 
0.011 0.306941 1.22809e-05 0.48677 0.306939 1.32071e-05 0.486779 
0.012 0.306941 1.27758e-05 0.486771 0.306939 1.32071e-05 0.486779 
0.013 0.306942 1.23255e-05 0.48677 0.306939 1.32071e-05 0.486779 
0.014 0.306942 1.29099e-05 0.48677 0.306939 1.32071e-05 0.486779 
0.015 0.306941 1.07965e-05 0.486768 0.306939 1.32071e-05 0.486779 
0.016 0.306941 1.22861e-05 0.486767 0.306939 1.32071e-05 0.486779 
0.017 0.306941 1.31427e-05 0.486767 0.306939 1.32071e-05 0.486779 
0.018 0.306941 1.2404e-05 0.486769 0.306939 1.32071e-05 0.486779 
0.019 0.306941 1.08028e-05 0.486767 0.306939 1.32071e-05 0.486779 
0.02 0.306941 1.25198e-05 0.486766 0.306939 1.32071e-05 0.486779 
0.021 0.306942 1.12352e-05 0.486767 0.306939 1.32071e-05 0.486779 
0.022 0.306941 1.27639e-05 0.486764 0.306939 1.32071e-05 0.486779 
0.023 0.306942 1.29663e-05 0.486767 0.306939 1.32071e-05 0.486779 
0.024 0.306943 9.65466e-06 0.486765 0.306939 1.32071e-05 0.486779 
0.025 0.306944 1.25294e-05 0.486767 0.306939 1.32071e-05 0.486779 
0.026 0.306944 1.31856e-05 0.486764 0.306939 1.32071e-05 0.486779 
0.027 0.306945 1.27087e-05 0.486765 0.306939 1.32071e-05 0.486779 
0.028 0.306945 1.15308e-05 0.486763 0.306939 1.32071e-05 0.486779 
0.029 0.306946 1.22651e-05 0.486764 0.306939 1.32071e-05 0.486779 
0.03 0.306947 9.647e-06 0.48676 0.306939 1.32071e-05 0.486779 
0.031 0.306948 1.20738e-05 0.486761 0.306939 1.32071e-05 0.486779 
0.032 0.306948 1.20694e-05 0.486761 0.306939 1.32071e-05 0.486779 
0.033 0.306949 1.17057e-05 0.486763 0.306939 1.32071e-05 0.486779 
0.034 0.306949 1.28606e-05 0.486761 0.306939 1.32071e-05 0.486779 
0.035 0.30695 1.18397e-05 0.486761 0.306939 1.32071e-05 0.486779 
0.036 0.306951 1.25477e-05 0.486759 0.306939 1.32071e-05 0.486779 
0.037 0.306951 1.32046e-05 0.486757 0.306939 1.32071e-05 0.486779 
0.038 0.306952 1.25389e-05 0.48676 0.306939 1.32071e-05 0.486779 
0.039 0.306953 1.14451e-05 0.48676 0.306939 1.32071e-05 0.486779 
0.04 0.306952 9.26504e-06 0.486761 0.306939 1.32071e-05 0.486779 
0.041 0.306953 9.8796e-06 0.48676 0.306939 1.32071e-05 0.486779 
0.042 0.306954 1.31665e-05 0.486761 0.306939 1.32071e-05 0.486779 
0.043 0.306954 1.10432e-05 0.486757 0.306939 1.32071e-05 0.486779 
0.044 0.306953 1.03371e-05 0.486757 0.306939 1.32071e-05 0.486779 
0.045 0.306954 1.19483e-05 0.486763 0.306939 1.32071e-05 0.486779 
0.046 0.306954 1.23223e-05 0.486761 0.306939 1.32071e-05 0.486779 
0.047 0.306956 1.41177e-05 0.48676 0.306939 1.32071e-05 0.486779 
0.048 0.306956 1.14298e-05 0.486756 0.306939 1.32071e-05 0.486779 
0.049 0.306957 1.16632e-05 0.486759 0.306939 1.32071e-05 0.486779 
0.05 0.306957 1.09754e-05 0.486758 0.306939 1.32071e-05 0.486779 
0.051 0.306958 1.16533e-05 0.486756 0.306939 1.32071e-05 0.486779 
0.052 0.306958 1.24315e-05 0.486757 0.306939 1.32071e-05 0.486779 
0.053 0.306958 1.31e-05 0.486754 0.306939 1.32071e-05 0.486779 
0.054 0.306958 1.25156e-05 0.486754 0.306939 1.32071e-05 0.486779 
0.055 0.306958 1.39998e-05 0.486756 0.306939 1.32071e-05 0.486779 
0.056 0.30696 1.08905e-05 0.486753 0.306939 1.32071e-05 0.486779 
0.057 0.306959 1.12235e-05 0.486754 0.306939 1.32071e-05 0.486779 
0.058 0.30696 1.31424e-05 0.486754 0.306939 1.32071e-05 0.486779 
0.059 0.306961 1.31947e-05 0.486752 0.306939 1.32071e-05 0.486779 
0.06 0.306961 1.25017e-05 0.486754 0.306939 1.32071e-05 0.486779 
0.061 0.306961 1.1639e-05 0.486753 0.306939 1.32071e-05 0.486779 
0.062 0.306961 1.178e-05 0.486752 0.306939 1.32071e-05 0.486779 
0.063 0.306962 1.50759e-05 0.486753 0.306939 1.32071e-05 0.486779 
0.064 0.306962 1.20104e-05 0.486754 0.306939 1.32071e-05 0.486779 
0.065 0.306963 1.15048e-05 0.486754 0.306939 1.32071e-05 0.486779 
0.066 0.306961 1.15496e-05 0.486753 0.306939 1.32071e-05 0.486779 
0.067 0.306963 1.12985e-05 0.486756 0.306939 1.32071e-05 0.486779 
0.068 0.306964 1.31721e-05 0.486756 0.306939 1.32071e-05 0.486779 
0.069 0.306964 1.19176e-05 0.486757 0.306939 1.32071e-05 0.486779 
0.07 0.306965 1.23995e-05 0.486757 0.306939 1.32071e-05 0.486779 
0.071 0.306965 1.25735e-05 0.486757 0.306939 1.32071e-05 0.486779 
0.072 0.306965 9.89822e-06 0.486756 0.306939 1.32071e-05 0.486779 
0.073 0.306965 1.01259e-05 0.486756 0.306939 1.32071e-05 0.486779 
0.074 0.306966 1.06327e-05 0.486756 0.306939 1.32071e-05 0.486779 
0.075 0.306967 1.00894e-05 0.486757 0.306939 1.32071e-05 0.486779 
0.076 0.306967 9.50171e-06 0.486756 0.306939 1.32071e-05 0.486779 
0.077 0.306968 1.01355e-05 0.486755 0.306939 1.32071e-05 0.486779 
0.078 0.306968 1.10401e-05 0.486758 0.306939 1.32071e-05 0.486779 
0.079 0.306969 1.06314e-05 0.486757 0.306939 1.32071e-05 0.486779 
0.08 0.30697 1.13484e-05 0.486757 0.306939 1.32071e-05 0.486779 
0.081 0.306971 1.15701e-05 0.486754 0.306939 1.32071e-05 0.486779 
0.082 0.306972 1.26203e-05 0.486756 0.306939 1.32071e-05 0.486779 
0.083 0.306971 1.06667e-05 0.486754 0.306939 1.32071e-05 0.486779 
0.084 0.306972 9.2744e-06 0.486757 0.306939 1.32071e-05 0.486779 
0.085 0.306973 1.22914e-05 0.486757 0.306939 1.32071e-05 0.486779 
0.086 0.306973 9.75956e-06 0.486758 0.306939 1.32071e-05 0.486779 
0.088 0.306974 1.27235e-05 0.486757 0.306939 1.32071e-05 0.486779 
0.089 0.306975 1.0022e-05 0.486756 0.306939 1.32071e-05 0.486779 
0.09 0.306975 1.00354e-05 0.486756 0.306939 1.32071e-05 0.486779 
0.091 0.306977 1.29315e-05 0.486756 0.306939 1.32071e-05 0.486779 
0.092 0.306976 1.38444e-05 0.486759 0.306939 1.32071e-05 0.486779 
0.093 0.306977 1.06719e-05 0.486757 0.306939 1.32071e-05 0.486779 
0.094 0.306978 1.04812e-05 0.486759 0.306939 1.32071e-05 0.486779 
0.095 0.306978 1.06777e-05 0.486758 0.306939 1.32071e-05 0.486779 
0.096 0.30698 1.13129e-05 0.486761 0.306939 1.32071e-05 0.486779 
0.097 0.306981 9.08476e-06 0.486759 0.306939 1.32071e-05 0.486779 
0.098 0.306981 1.10965e-05 0.48676 0.306939 1.32071e-05 0.486779 
0.099 0.306981 1.20035e-05 0.486762 0.306939 1.32071e-05 0.486779 
0.1 0.306982 9.1388e-06 0.486759 0.306939 1.32071e-05 0.486779 
0.101 0.306983 1.11491e-05 0.486762 0.306939 1.32071e-05 0.486779 
0.102 0.306982 1.06999e-05 0.486759 0.306939 1.32071e-05 0.486779 
0.103 0.306983 1.26724e-05 0.486761 0.306939 1.32071e-05 0.486779 
0.104 0.306984 1.06493e-05 0.486761 0.306939 1.32071e-05 0.486779 
0.105 0.306984 1.31954e-05 0.48676 0.306939 1.32071e-05 0.486779 
0.106 0.306983 1.24143e-05 0.486763 0.306939 1.32071e-05 0.486779 
0.107 0.306985 1.13575e-05 0.48676 0.306939 1.32071e-05 0.486779 
0.108 0.306986 1.06685e-05 0.48676 0.306939 1.32071e-05 0.486779 
0.109 0.306986 1.26242e-05 0.486759 0.306939 1.32071e-05 0.486779 
0.11 0.306987 1.32014e-05 0.486758 0.306939 1.32071e-05 0.486779 
0.111 0.306987 1.06707e-05 0.486762 0.306939 1.32071e-05 0.486779 
0.112 0.306988 1.06711e-05 0.486763 0.306939 1.32071e-05 0.486779 
0.113 0.306987 1.24245e-05 0.486762 0.306939 1.32071e-05 0.486779 
0.114 0.306988 1.28569e-05 0.486764 0.306939 1.32071e-05 0.486779 
0.115 0.306987 1.18163e-05 0.486763 0.306939 1.32071e-05 0.486779 
0.116 0.306988 1.3299e-05 0.486763 0.306939 1.32071e-05 0.486779 
0.117 0.306988 1.34743e-05 0.486763 0.306939 1.32071e-05 0.486779 
0.118 0.306988 1.21907e-05 0.486764 0.306939 1.32071e-05 0.486779 
0.119 0.306988 1.36636e-05 0.486764 0.306939 1.32071e-05 0.486779 
0.12 0.306988 1.15526e-05 0.486764 0.306939 1.32071e-05 0.486779 
0.121 0.306989 1.00722e-05 0.486766 0.306939 1.32071e-05 0.486779 
0.122 0.306988 1.13727e-05 0.486766 0.306939 1.32071e-05 0.486779 
0.123 0.306988 1.14659e-05 0.486762 0.306939 1.32071e-05 0.486779 
0.124 0.306989 1.39088e-05 0.486765 0.306939 1.32071e-05 0.486779 
0.125 0.306989 1.51949e-05 0.486766 0.306939 1.32071e-05 0.486779 
0.126 0.30699 1.1466e-05 0.486768 0.306939 1.32071e-05 0.486779 
0.127 0.30699 1.39707e-05 0.486766 0.306939 1.32071e-05 0.486779 
0.128 0.306989 1.36481e-05 0.486765 0.306939 1.32071e-05 0.486779 
