time x y z x_d y_d z_d 
0 0.306943 1.32559e-05 0.48677 0.306944 1.53059e-05 0.48677 
0.001 0.306943 1.42501e-05 0.486771 0.306944 1.53059e-05 0.48677 
0.002 0.306943 1.55901e-05 0.486772 0.306944 1.53059e-05 0.48677 
0.003 0.306943 1.35647e-05 0.486773 0.306944 1.53059e-05 0.48677 
0.004 0.306944 1.48174e-05 0.486771 0.306944 1.53059e-05 0.48677 
0.005 0.306942 1.40993e-05 0.48677 0.306944 1.53059e-05 0.48677 
0.006 0.306943 1.38765e-05 0.486769 0.306944 1.53059e-05 0.48677 
0.007 0.306943 1.5445e-05 0.486767 0.306944 1.53059e-05 0.48677 
0.008 0.306943 1.38191e-05 0.486767 0.306944 1.53059e-05 0.48677 
0.009 0.306945 1.24364e-05 0.486766 0.306944 1.53059e-05 0.48677 
0.01 0.306947 1.42025e-05 0.486764 0.306944 1.53059e-05 0.48677 
0.011 0.306945 1.31282e-05 0.486765 0.306944 1.53059e-05 0.48677 
0.012 0.306946 1.37029e-05 0.486764 0.306944 1.53059e-05 0.48677 
0.013 0.306947 1.46063e-05 0.486765 0.306944 1.53059e-05 0.48677 
0.014 0.306947 1.36196e-05 0.486761 0.306944 1.53059e-05 0.48677 
0.015 0.306946 1.48448e-05 0.48676 0.306944 1.53059e-05 0.48677 
0.016 0.306945 1.53248e-05 0.486757 0.306944 1.53059e-05 0.48677 
0.017 0.306945 1.08235e-05 0.48676 0.306944 1.53059e-05 0.48677 
0.018 0.306945 1.50987e-05 0.486759 0.306944 1.53059e-05 0.48677 
0.019 0.306946 1.47231e-05 0.486759 0.306944 1.53059e-05 0.48677 
0.02 0.306946 1.26437e-05 0.486757 0.306944 1.53059e-05 0.48677 
0.021 0.306945 1.33164e-05 0.486757 0.306944 1.53059e-05 0.48677 
0.022 0.306945 1.33096e-05 0.486754 0.306944 1.53059e-05 0.48677 
0.023 0.306946 1.40232e-05 0.486756 0.306944 1.53059e-05 0.48677 
0.024 0.306947 1.16569e-05 0.486756 0.306944 1.53059e-05 0.48677 
0.025 0.306948 1.38995e-05 0.486753 0.306944 1.53059e-05 0.48677 
0.026 0.306948 1.30741e-05 0.486755 0.306944 1.53059e-05 0.48677 
0.027 0.306948 1.27346e-05 0.486754 0.306944 1.53059e-05 0.48677 
0.028 0.306949 1.21055e-05 0.486753 0.306944 1.53059e-05 0.48677 
0.029 0.306949 1.09275e-05 0.486751 0.306944 1.53059e-05 0.48677 
0.03 0.306951 9.6915e-06 0.486754 0.306944 1.53059e-05 0.48677 
0.031 0.306951 1.2115e-05 0.486752 0.306944 1.53059e-05 0.48677 
0.032 0.306951 1.30029e-05 0.48675 0.306944 1.53059e-05 0.48677 
0.033 0.306953 1.3014e-05 0.486752 0.306944 1.53059e-05 0.48677 
0.034 0.306953 1.36231e-05 0.48675 0.306944 1.53059e-05 0.48677 
0.035 0.306954 1.49752e-05 0.48675 0.306944 1.53059e-05 0.48677 
0.036 0.306955 1.36291e-05 0.486751 0.306944 1.53059e-05 0.48677 
0.037 0.306955 1.42149e-05 0.48675 0.306944 1.53059e-05 0.48677 
0.038 0.306955 1.26583e-05 0.486751 0.306944 1.53059e-05 0.48677 
0.039 0.306956 1.33514e-05 0.486749 0.306944 1.53059e-05 0.48677 
0.04 0.306955 1.15814e-05 0.486749 0.306944 1.53059e-05 0.48677 
0.041 0.306957 1.24166e-05 0.48675 0.306944 1.53059e-05 0.48677 
0.042 0.306957 1.27805e-05 0.486749 0.306944 1.53059e-05 0.48677 
0.043 0.306958 1.09422e-05 0.486747 0.306944 1.53059e-05 0.48677 
0.044 0.306958 1.17267e-05 0.486748 0.306944 1.53059e-05 0.48677 
0.045 0.306958 1.27715e-05 0.486749 0.306944 1.53059e-05 0.48677 
0.046 0.306958 1.48681e-05 0.48675 0.306944 1.53059e-05 0.48677 
0.047 0.30696 1.10328e-05 0.486749 0.306944 1.53059e-05 0.48677 
0.048 0.30696 1.04404e-05 0.48675 0.306944 1.53059e-05 0.48677 
0.049 0.30696 1.1413e-05 0.486751 0.306944 1.53059e-05 0.48677 
