time x y z x_d y_d z_d 
0 0.30694 -7.10707e-06 0.486771 0.30694 -9.15152e-06 0.486771 
0.001 0.306939 -9.40737e-06 0.486769 0.30694 -9.15152e-06 0.486771 
0.002 0.306939 -9.78341e-06 0.486768 0.30694 -9.15152e-06 0.486771 
0.003 0.306939 -9.49348e-06 0.486767 0.30694 -9.15152e-06 0.486771 
0.004 0.306939 -7.62195e-06 0.486767 0.30694 -9.15152e-06 0.486771 
0.005 0.30694 -1.22859e-05 0.486772 0.30694 -9.15152e-06 0.486771 
0.006 0.306939 -9.97231e-06 0.486769 0.30694 -9.15152e-06 0.486771 
0.007 0.306939 -1.17593e-05 0.486764 0.30694 -9.15152e-06 0.486771 
0.008 0.306941 -1.04376e-05 0.486766 0.30694 -9.15152e-06 0.486771 
0.009 0.306941 -1.13473e-05 0.486765 0.30694 -9.15152e-06 0.486771 
0.01 0.306941 -1.05633e-05 0.486765 0.30694 -9.15152e-06 0.486771 
0.011 0.306941 -9.10096e-06 0.48676 0.30694 -9.15152e-06 0.486771 
0.012 0.306942 -8.33359e-06 0.486762 0.30694 -9.15152e-06 0.486771 
0.013 0.306942 -1.11923e-05 0.486763 0.30694 -9.15152e-06 0.486771 
0.014 0.306941 -1.13458e-05 0.48676 0.30694 -9.15152e-06 0.486771 
0.015 0.306941 -9.29808e-06 0.486758 0.30694 -9.15152e-06 0.486771 
0.016 0.306941 -9.82456e-06 0.486757 0.30694 -9.15152e-06 0.486771 
0.017 0.306941 -1.23753e-05 0.486757 0.30694 -9.15152e-06 0.486771 
0.018 0.30694 -1.19663e-05 0.486756 0.30694 -9.15152e-06 0.486771 
0.019 0.306941 -9.03774e-06 0.486758 0.30694 -9.15152e-06 0.486771 
0.02 0.30694 -1.00913e-05 0.486754 0.30694 -9.15152e-06 0.486771 
0.021 0.306941 -1.15444e-05 0.486757 0.30694 -9.15152e-06 0.486771 
0.022 0.306941 -1.05621e-05 0.486757 0.30694 -9.15152e-06 0.486771 
0.023 0.306941 -1.23024e-05 0.486757 0.30694 -9.15152e-06 0.486771 
0.024 0.306942 -1.25915e-05 0.486756 0.30694 -9.15152e-06 0.486771 
0.025 0.306942 -1.07331e-05 0.486752 0.30694 -9.15152e-06 0.486771 
0.026 0.306942 -1.29276e-05 0.486754 0.30694 -9.15152e-06 0.486771 
0.027 0.306941 -9.40413e-06 0.486752 0.30694 -9.15152e-06 0.486771 
0.028 0.306944 -1.14508e-05 0.486755 0.30694 -9.15152e-06 0.486771 
0.029 0.306944 -1.27221e-05 0.486756 0.30694 -9.15152e-06 0.486771 
0.03 0.306944 -1.34628e-05 0.486752 0.30694 -9.15152e-06 0.486771 
0.031 0.306944 -1.24768e-05 0.486752 0.30694 -9.15152e-06 0.486771 
0.032 0.306946 -1.04955e-05 0.486751 0.30694 -9.15152e-06 0.486771 
0.033 0.306946 -1.21325e-05 0.486752 0.30694 -9.15152e-06 0.486771 
0.034 0.306947 -1.15508e-05 0.48675 0.30694 -9.15152e-06 0.486771 
0.035 0.306947 -1.09256e-05 0.48675 0.30694 -9.15152e-06 0.486771 
0.036 0.306947 -1.15634e-05 0.486751 0.30694 -9.15152e-06 0.486771 
0.037 0.306948 -1.14905e-05 0.48675 0.30694 -9.15152e-06 0.486771 
0.038 0.306948 -1.39026e-05 0.486752 0.30694 -9.15152e-06 0.486771 
0.039 0.306948 -1.07038e-05 0.486749 0.30694 -9.15152e-06 0.486771 
0.04 0.306947 -1.24521e-05 0.486745 0.30694 -9.15152e-06 0.486771 
0.041 0.306949 -1.2921e-05 0.486749 0.30694 -9.15152e-06 0.486771 
0.042 0.306949 -1.14404e-05 0.486748 0.30694 -9.15152e-06 0.486771 
0.043 0.30695 -1.18956e-05 0.486749 0.30694 -9.15152e-06 0.486771 
0.044 0.306951 -1.21367e-05 0.486749 0.30694 -9.15152e-06 0.486771 
0.045 0.306952 -1.16282e-05 0.486751 0.30694 -9.15152e-06 0.486771 
0.046 0.30695 -1.34182e-05 0.486749 0.30694 -9.15152e-06 0.486771 
0.047 0.30695 -1.33281e-05 0.486747 0.30694 -9.15152e-06 0.486771 
0.048 0.306951 -1.17656e-05 0.486746 0.30694 -9.15152e-06 0.486771 
0.049 0.306951 -1.5278e-05 0.486748 0.30694 -9.15152e-06 0.486771 
0.05 0.306951 -1.34818e-05 0.486745 0.30694 -9.15152e-06 0.486771 
0.051 0.306951 -1.32438e-05 0.486749 0.30694 -9.15152e-06 0.486771 
0.055 0.306951 -1.33762e-05 0.486746 0.30694 -9.15152e-06 0.486771 
0.056 0.306953 -1.32338e-05 0.486747 0.30694 -9.15152e-06 0.486771 
0.057 0.306953 -1.20403e-05 0.486746 0.30694 -9.15152e-06 0.486771 
