O_T_EE_00 O_T_EE_01 O_T_EE_02 O_T_EE_03 O_T_EE_04 O_T_EE_05 O_T_EE_06 O_T_EE_07 O_T_EE_08 O_T_EE_09 O_T_EE_10 O_T_EE_11 O_T_EE_12 O_T_EE_13 O_T_EE_14 O_T_EE_15 F_FL_x F_FL_y F_FL_z F_FL_rx F_FL_ry F_FL_rz F_FL_ana_x F_FL_ana_y F_FL_ana_z F_FL_ana_rx F_FL_ana_ry F_FL_ana_rz F_CLBF_x F_CLBF_y F_CLBF_z F_CLBF_rx F_CLBF_ry F_CLBF_rz pos_des_x pos_des_y pos_des_z vel_des_x vel_des_y vel_des_z acc_des_x acc_des_y acc_des_z pos_x pos_y pos_z pos_rx pos_ry pos_rz vel_x vel_y vel_z vel_rx vel_ry vel_rz bodyRPY_des_R bodyRPY_des_P bodyRPY_des_Y bodyRPY_R bodyRPY_P bodyRPY_Y 
0.99999 -0.000123602 -6.78353e-06 0 -0.0001236 -0.99999 0.000290207 0 -6.81946e-06 -0.000290209 -1 0 0.306987 -3.07269e-05 0.486865 1 -0.0808712 -0.0355273 0.0506819 0.00661233 -0.0151348 -0.000262964 -0.0874047 -0.0349071 0.0493181 0.00646693 0.0165996 0.000270853 0.00165367 -5.21447e-05 0.00739508 9.92229e-05 0.000664148 -1.93231e-07 0.306992 -3.51937e-05 0.486881 0 0 0 0 0 0 0.306987 -3.07269e-05 0.486865 0.306987 0.306992 -3.51937e-05 8.13155e-05 0.000333827 -0.000451751 2.72876e-05 0.00140128 0.00323841 3.14129 3.1654e-05 0.000132692 3.1413 -6.81953e-06 0.000123601 
0.99999 -0.000125702 1.58924e-06 0 -0.000125703 -0.99999 0.000288171 0 1.55303e-06 -0.000288174 -1 0 0.306988 -3.10679e-05 0.486866 1 0.0173299 -0.00133601 0.0125674 0.000258096 0.00434163 -7.35258e-05 0.0123842 -0.000629333 0.0114085 0.000100939 -0.00322292 7.44231e-05 -6.81981e-05 2.15077e-06 -0.000304973 -4.09193e-06 -2.739e-05 7.87963e-09 0.306992 -3.51937e-05 0.486881 8.9982e-09 0 -8.9982e-09 1.79946e-05 0 -1.79946e-05 0.306988 -3.10679e-05 0.486866 0.306988 0.306992 -3.51937e-05 8.26286e-05 0.000108856 2.08393e-05 0.000696297 -0.000646907 0.00169682 3.14129 3.1654e-05 0.000132692 3.1413 1.55304e-06 0.000125704 
0.99999 -0.000119497 -9.81975e-07 0 -0.000119496 -0.99999 0.000293336 0 -1.01704e-06 -0.000293338 -1 0 0.306986 -3.0833e-05 0.486866 1 0.162177 -0.00597579 0.100186 0.00555193 0.0375552 -9.82125e-05 0.156991 -0.00554326 0.0988945 0.00544562 -0.0363776 9.17025e-05 0.00185694 -5.8551e-05 0.00830387 0.000111421 0.000745784 -2.18679e-07 0.306992 -3.51937e-05 0.486881 3.59856e-08 0 -3.59856e-08 3.59784e-05 0 -3.59784e-05 0.306986 -3.0833e-05 0.486866 0.306986 0.306992 -3.51937e-05 -0.00064352 -0.00167741 -0.000507237 -0.00994714 0.00066213 -0.00623055 3.14129 3.1654e-05 0.000132692 3.1413 -1.01705e-06 0.000119497 
0.99999 -0.000131012 -5.44399e-06 0 -0.00013101 -0.99999 0.000288874 0 -5.48189e-06 -0.000288876 -1 0 0.306985 -3.24049e-05 0.486863 1 -0.0281073 0.0960169 0.243121 -0.0107845 0.00284606 -5.03048e-05 -0.0338849 0.0966998 0.241583 -0.0109447 -0.00152769 5.11949e-05 0.00736314 -0.000232218 0.0329274 0.000441808 0.0029572 -8.55866e-07 0.306992 -3.51937e-05 0.486881 8.09514e-08 0 -8.09514e-08 5.39514e-05 0 -5.39514e-05 0.306985 -3.24049e-05 0.486863 0.306985 0.306992 -3.51937e-05 -0.000569374 -0.0025182 -0.00201032 -0.00930715 0.00444547 -0.00768491 3.14129 3.1654e-05 0.000132692 3.1413 -5.48194e-06 0.000131012 
0.99999 -0.000120326 -9.28649e-06 0 -0.000120323 -0.99999 0.000288994 0 -9.32136e-06 -0.000288996 -1 0 0.306986 -3.20731e-05 0.486863 1 0.0388289 0.0586492 0.166388 -0.00652383 0.0125254 -0.000282773 0.0325812 0.059334 0.164649 -0.00668642 -0.0110937 0.000283574 0.00494275 -0.000155885 0.0221038 0.000296581 0.00198511 -5.75885e-07 0.306992 -3.51937e-05 0.486881 1.43885e-07 0 -1.43885e-07 7.19136e-05 0 -7.19136e-05 0.306986 -3.20731e-05 0.486863 0.306986 0.306992 -3.51937e-05 -0.000791248 -0.00146985 -0.00134977 -0.00521146 0.00396888 -0.00158152 3.14129 3.1654e-05 0.000132692 3.1413 -9.32144e-06 0.000120324 
0.99999 -0.000126864 -4.35232e-06 0 -0.000126863 -0.99999 0.000295935 0 -4.38991e-06 -0.000295937 -1 0 0.306986 -3.11043e-05 0.486864 1 0.261027 -0.0169274 0.00402578 0.00459315 0.0533859 3.86537e-05 0.255811 -0.0166325 0.00242039 0.00450706 -0.0521816 -5.0893e-05 -0.0013808 4.35377e-05 -0.00617481 -8.28562e-05 -0.00055456 1.64323e-07 0.306992 -3.51937e-05 0.486881 2.24775e-07 0 -2.24775e-07 8.9865e-05 0 -8.9865e-05 0.306986 -3.11043e-05 0.486864 0.306986 0.306992 -3.51937e-05 -0.000836965 -0.000706351 0.000376907 -0.00479822 -0.000657576 -0.00419892 3.14129 3.1654e-05 0.000132692 3.1413 -4.38995e-06 0.000126864 
0.99999 -0.000128885 1.43601e-06 0 -0.000128886 -0.99999 0.000298908 0 1.39749e-06 -0.000298911 -1 0 0.306987 -3.19387e-05 0.486864 1 0.393406 0.00131564 -0.0700718 0.000326442 0.0786275 0.000173232 0.389355 0.00143312 -0.0715349 0.000277409 -0.0776777 -0.000193587 -0.00442868 0.000139628 -0.0198045 -0.000265752 -0.00177867 5.30811e-07 0.306992 -3.51937e-05 0.486881 3.23611e-07 0 -3.23611e-07 0.000107806 0 -0.000107806 0.306987 -3.19387e-05 0.486864 0.306987 0.306992 -3.51937e-05 -0.000816836 -0.000607606 0.00120916 -0.00310953 -0.003602 -0.0039808 3.14129 3.1654e-05 0.000132692 3.14129 1.39751e-06 0.000128887 
0.99999 -0.000127323 -1.51264e-06 0 -0.000127323 -0.99999 0.0003067 0 -1.5517e-06 -0.000306703 -1 0 0.306988 -3.27231e-05 0.486863 1 -0.0299895 0.00330554 0.0577868 0.00298735 -0.00317368 -0.000265359 -0.0343385 0.00300768 0.0561921 0.00301528 0.00419308 0.000271228 0.00121555 -3.83153e-05 0.00543594 7.29485e-05 0.000488199 -1.49707e-07 0.306992 -3.51937e-05 0.486881 4.40383e-07 0 -4.40383e-07 0.000125736 0 -0.000125736 0.306988 -3.27231e-05 0.486863 0.306988 0.306992 -3.51937e-05 -5.78913e-06 -0.0014523 -0.000332653 -0.00826903 0.000855585 -0.00244124 3.14129 3.1654e-05 0.000132692 3.14129 -1.55172e-06 0.000127324 
0.99999 -0.000129306 -4.30839e-06 0 -0.000129304 -0.99999 0.000308578 0 -4.34833e-06 -0.000308581 -1 0 0.306988 -3.50481e-05 0.486862 1 0.109734 0.0725647 -0.0060866 -0.0100607 0.0229242 -0.000141323 0.105095 0.0721706 -0.00783782 -0.0100175 -0.0218338 0.000139266 -0.00135829 4.28187e-05 -0.00607433 -8.15194e-05 -0.000545526 1.68534e-07 0.306992 -3.51937e-05 0.486881 5.75079e-07 0 -5.75079e-07 0.000143655 0 -0.000143655 0.306988 -3.50481e-05 0.486862 0.306988 0.306992 -3.51937e-05 -0.00024904 -0.00179045 0.000370452 -0.00631824 -0.000876096 -0.0024954 3.14129 3.1654e-05 0.000132692 3.14128 -4.34837e-06 0.000129305 
0.99999 -0.000126285 -6.41764e-07 0 -0.000126284 -0.99999 0.000317134 0 -6.8182e-07 -0.000317137 -1 0 0.306989 -3.63034e-05 0.486862 1 0.123905 0.0156072 0.0281535 0.000204349 0.0275234 -0.000307518 0.120089 0.0147395 0.0265007 0.000340683 -0.0266139 0.000305444 -0.000424371 1.33759e-05 -0.00189782 -2.54718e-05 -0.00017044 5.40207e-08 0.306992 -3.51937e-05 0.486881 7.27688e-07 0 -7.27688e-07 0.000161563 0 -0.000161563 0.306989 -3.63034e-05 0.486862 0.306989 0.306992 -3.51937e-05 -0.000221013 -0.00124869 0.00011569 -0.00635815 -0.00114606 -9.44699e-05 3.14129 3.1654e-05 0.000132692 3.14128 -6.81827e-07 0.000126286 
