O_T_EE_00 O_T_EE_01 O_T_EE_02 O_T_EE_03 O_T_EE_04 O_T_EE_05 O_T_EE_06 O_T_EE_07 O_T_EE_08 O_T_EE_09 O_T_EE_10 O_T_EE_11 O_T_EE_12 O_T_EE_13 O_T_EE_14 O_T_EE_15 F_FL_x F_FL_y F_FL_z F_FL_rx F_FL_ry F_FL_rz F_CLBF_x F_CLBF_y F_CLBF_z F_CLBF_rx F_CLBF_ry F_CLBF_rz pos_des_x pos_des_y pos_des_z vel_des_x vel_des_y vel_des_z acc_des_x acc_des_y acc_des_z pos_x pos_y pos_z error_x error_y error_z error_rx error_ry error_rz vel_x vel_y vel_z bodyRPY_R bodyRPY_P bodyRPY_Y bodyRPY_des_R bodyRPY_des_P bodyRPY_des_Y F_FL_ana_x F_FL_ana_y F_FL_ana_z F_FL_ana_rx F_FL_ana_ry F_FL_ana_rz
0.99999 -9.27744e-05 -8.96409e-05 0 -9.27477e-05 -0.99999 0.000296968 0 -8.96693e-05 -0.000296962 -1 0 0.306979 -1.81866e-05 0.486846 1 0.013489 -0.00783635 -0.0298234 0.00110757 0.00173632 9.97791e-07 -0.00176403 5.55397e-05 -0.00788991 -0.00010584 -0.000708422 2.19523e-07 0.306979 -2.22512e-05 0.486845 0 0 0 0 0 0 0.306979 -1.81866e-05 0.486846 -2.80089e-07 4.06459e-06 1.06017e-06 2.83218e-06 -3.77339e-07 9.82479e-06 2.30956e-05 4.23815e-05 0.000481843 3.1413 -8.96701e-05 9.27486e-05 3.14129 -9.04307e-05 0.000112398 0.0135041 -0.00779572 -0.0298238 0.00110025 -0.00173903 -1.15091e-06 
0.99999 -9.0368e-05 -8.93752e-05 0 -9.03421e-05 -0.99999 0.000290733 0 -8.94023e-05 -0.000290728 -1 0 0.306978 -1.77511e-05 0.486847 1 0.0528322 -0.010229 -0.0291459 0.00140033 0.0094902 -2.44394e-06 -0.00187428 5.90209e-05 -0.00838292 -0.000112447 -0.000752693 2.28523e-07 0.306979 -2.22512e-05 0.486845 8.9982e-09 0 -8.9982e-09 1.79946e-05 0 -1.79946e-05 0.306978 -1.77511e-05 0.486847 -1.13655e-06 4.50016e-06 1.63213e-06 5.94965e-06 -5.10511e-07 1.10277e-05 -0.000270067 0.000170912 0.000511948 3.1413 -8.94031e-05 9.03429e-05 3.14129 -9.04307e-05 0.000112398 0.0528509 -0.0101435 -0.0291493 0.00138448 -0.00949322 -3.36713e-08 
0.99999 -8.74468e-05 -9.15979e-05 0 -8.74201e-05 -0.99999 0.000291084 0 -9.16243e-05 -0.000291079 -1 0 0.306979 -1.7221e-05 0.486845 1 -0.274179 0.00570136 0.0564839 -0.000636281 -0.0534935 -7.12692e-06 0.00490383 -0.00015442 0.0219336 0.000294213 0.00196935 -5.99244e-07 0.306979 -2.22512e-05 0.486845 3.59856e-08 0 -3.59856e-08 3.59784e-05 0 -3.59784e-05 0.306979 -1.7221e-05 0.486845 2.50489e-07 5.03018e-06 -3.28889e-07 5.77406e-06 6.00899e-07 1.24883e-05 0.00133763 6.44812e-05 -0.00133918 3.1413 -9.16251e-05 8.7421e-05 3.14129 -9.04307e-05 0.000112398 -0.27421 0.00578507 0.0564706 -0.000651947 0.0535016 2.3279e-05 
0.99999 -9.01453e-05 -9.16333e-05 0 -9.01186e-05 -0.99999 0.000291522 0 -9.16605e-05 -0.000291517 -1 0 0.306978 -1.88309e-05 0.486846 1 -0.20749 0.0159668 0.0699777 -0.00252401 -0.0399731 2.14482e-05 0.00543156 -0.000171051 0.0242936 0.000325878 0.00218127 -6.64694e-07 0.306979 -2.22512e-05 0.486845 8.09514e-08 0 -8.09514e-08 5.39514e-05 0 -5.39514e-05 0.306978 -1.88309e-05 0.486846 -8.19563e-07 3.42033e-06 4.37856e-07 5.55502e-06 6.18624e-07 1.11391e-05 0.000784813 9.71977e-05 -0.00148328 3.1413 -9.16614e-05 9.01195e-05 3.14129 -9.04307e-05 0.000112398 -0.207522 0.0160473 0.0699646 -0.00253913 0.0399813 -9.11196e-06 
0.99999 -9.65643e-05 -9.06584e-05 0 -9.65381e-05 -0.99999 0.000289443 0 -9.06873e-05 -0.000289437 -1 0 0.306977 -1.88789e-05 0.486846 1 -0.0260546 0.00170651 -0.043227 -0.00146286 -0.00730753 0.000107842 -0.00198281 6.24442e-05 -0.00886832 -0.000118958 -0.000796276 2.40879e-07 0.306979 -2.22512e-05 0.486845 1.43885e-07 0 -1.43885e-07 7.19136e-05 0 -7.19136e-05 0.306977 -1.88789e-05 0.486846 -2.18792e-06 3.37233e-06 9.46611e-07 6.59444e-06 1.31043e-07 7.92946e-06 0.000125426 0.000469969 0.000541453 3.1413 -9.06881e-05 9.6539e-05 3.14129 -9.04307e-05 0.000112398 -0.0260654 0.00180169 -0.0432372 -0.00148082 0.00731115 -0.000105383 
0.99999 -9.40856e-05 -9.40888e-05 0 -9.4058e-05 -0.99999 0.000294273 0 -9.41174e-05 -0.000294267 -1 0 0.306978 -1.9497e-05 0.486843 1 0.0294181 -0.0084666 -0.0437095 0.00054931 0.00420258 4.90342e-05 -0.00252963 7.96602e-05 -0.0113144 -0.000151778 -0.00101588 3.12726e-07 0.306979 -2.22512e-05 0.486845 2.24775e-07 0 -2.24775e-07 8.9865e-05 0 -8.9865e-05 0.306978 -1.9497e-05 0.486843 -1.40282e-06 2.75425e-06 -1.769e-06 4.17957e-06 1.84647e-06 9.16902e-06 -6.46146e-05 0.000471795 0.000690753 3.1413 -9.41183e-05 9.40589e-05 3.14129 -9.04307e-05 0.000112398 0.0293318 -0.00840504 -0.0437319 0.000537518 -0.00418246 -4.99075e-05 
0.99999 -9.683e-05 -8.3443e-05 0 -9.68052e-05 -0.99999 0.000297884 0 -8.34726e-05 -0.000297878 -1 0 0.306979 -2.04417e-05 0.486845 1 0.0898236 0.0116395 -0.0938797 -0.00332438 0.0149431 8.36234e-05 -0.00578786 0.000182257 -0.0258871 -0.000347281 -0.00232439 7.20282e-07 0.306979 -2.22512e-05 0.486845 3.23611e-07 0 -3.23611e-07 0.000107806 0 -0.000107806 0.306979 -2.04417e-05 0.486845 -3.20592e-07 1.80948e-06 2.92234e-07 2.37394e-06 -3.47624e-06 7.797e-06 -0.000128355 0.000113755 0.00158084 3.14129 -8.34734e-05 9.68061e-05 3.14129 -9.04307e-05 0.000112398 0.0899787 0.0116714 -0.0938513 -0.0033295 -0.0149771 -8.75009e-05 
0.99999 -9.70517e-05 -8.75789e-05 0 -9.7025e-05 -0.99999 0.00030484 0 -8.76093e-05 -0.000304835 -1 0 0.306979 -2.03815e-05 0.486843 1 0.0945365 -0.00685203 -0.0136573 0.0010348 0.0189301 3.63802e-05 -0.00147957 4.65812e-05 -0.00661778 -8.87842e-05 -0.000594193 1.8862e-07 0.306979 -2.22512e-05 0.486845 4.40383e-07 0 -4.40383e-07 0.000125736 0 -0.000125736 0.306979 -2.03815e-05 0.486843 2.32999e-07 1.86972e-06 -2.12004e-06 -1.10418e-06 -1.40792e-06 7.68648e-06 -0.000346431 0.000133939 0.000403693 3.14129 -8.76102e-05 9.70259e-05 3.14129 -9.04307e-05 0.000112398 0.0946011 -0.00686885 -0.0136429 0.00103862 -0.0189444 -4.17712e-05 
0.99999 -9.42114e-05 -7.74104e-05 0 -9.41878e-05 -0.99999 0.000304307 0 -7.74398e-05 -0.000304303 -1 0 0.306981 -2.07343e-05 0.486845 1 -0.0990991 -0.0107494 -0.0916097 0.00100692 -0.0214942 9.14608e-05 -0.00511958 0.000161176 -0.0228984 -0.0003072 -0.00205604 6.485e-07 0.306979 -2.22512e-05 0.486845 5.75079e-07 0 -5.75079e-07 0.000143655 0 -0.000143655 0.306981 -2.07343e-05 0.486845 1.77018e-06 1.51694e-06 -1.66421e-07 -8.38173e-07 -6.49219e-06 9.10659e-06 0.00155811 0.000216017 0.00139801 3.14129 -7.74406e-05 9.41888e-05 3.14129 -9.04307e-05 0.000112398 -0.0988053 -0.0107659 -0.0915494 0.0010117 0.0214287 -8.45586e-05 
0.99999 -9.61255e-05 -9.16919e-05 0 -9.60972e-05 -0.99999 0.000308765 0 -9.17225e-05 -0.000308759 -1 0 0.306981 -2.07828e-05 0.486841 1 -0.211582 -0.0197904 0.06793 0.00426648 -0.0396617 -9.9592e-06 0.0047962 -0.000150973 0.021453 0.00028782 0.00192616 -6.20158e-07 0.306979 -2.22512e-05 0.486845 7.27688e-07 0 -7.27688e-07 0.000161563 0 -0.000161563 0.306981 -2.07828e-05 0.486841 1.95793e-06 1.46846e-06 -3.87791e-06 -3.06636e-06 6.48807e-07 8.14975e-06 0.00123583 0.000209173 -0.00131056 3.14128 -9.17234e-05 9.60981e-05 3.14129 -9.04307e-05 0.000112398 -0.211608 -0.0198341 0.0679282 0.00427507 0.0396674 2.24315e-05 
