O_T_EE_00 O_T_EE_01 O_T_EE_02 O_T_EE_03 O_T_EE_04 O_T_EE_05 O_T_EE_06 O_T_EE_07 O_T_EE_08 O_T_EE_09 O_T_EE_10 O_T_EE_11 O_T_EE_12 O_T_EE_13 O_T_EE_14 O_T_EE_15 F_FL_x F_FL_y F_FL_z F_FL_rx F_FL_ry F_FL_rz F_CLBF_x F_CLBF_y F_CLBF_z F_CLBF_rx F_CLBF_ry F_CLBF_rz pos_des_x pos_des_y pos_des_z vel_des_x vel_des_y vel_des_z acc_des_x acc_des_y acc_des_z pos_x pos_y pos_z error_x error_y error_z error_rx error_ry error_rz vel_x vel_y vel_z bodyRPY_R bodyRPY_P bodyRPY_Y bodyRPY_des_R bodyRPY_des_P bodyRPY_des_Y F_FL_ana_x F_FL_ana_y F_FL_ana_z F_FL_ana_rx F_FL_ana_ry F_FL_ana_rz
0.99999 -7.8886e-05 -5.96309e-05 0 -7.88689e-05 -0.99999 0.000286877 0 -5.96541e-05 -0.000286876 -1 0 0.306989 -1.50127e-05 0.486845 1 0.0254329 0.00665577 0.0283435 -0.00098815 0.0061076 -6.02871e-05 0.00122949 -3.87186e-05 0.00549944 7.37633e-05 0.000493794 -1.45859e-07 0.306997 -1.76397e-05 0.486861 0 0 0 0 0 0 0.306989 -1.50127e-05 0.486845 -7.74907e-06 2.62703e-06 -1.66155e-05 6.2605e-06 2.10156e-05 3.98075e-06 -0.000156545 7.00845e-05 -0.000336055 3.14131 -5.96547e-05 7.88697e-05 3.14129 -1.76251e-05 8.68435e-05 0.0225755 0.00696959 0.0277437 -0.00106002 -0.0054666 5.98496e-05 
0.99999 -8.15085e-05 -6.15019e-05 0 -8.14908e-05 -0.99999 0.000287411 0 -6.15259e-05 -0.000287409 -1 0 0.306988 -1.61332e-05 0.486845 1 0.0625826 0.00507503 0.0142325 -0.000715109 0.0126895 -6.42364e-05 0.000348833 -1.09856e-05 0.0015603 2.09284e-05 0.000140099 -4.14962e-08 0.306997 -1.76397e-05 0.486861 8.9982e-09 0 -8.9982e-09 1.79946e-05 0 -1.79946e-05 0.306988 -1.61332e-05 0.486845 -9.05552e-06 1.5065e-06 -1.62313e-05 5.99396e-06 2.19511e-05 2.6695e-06 -0.000539634 -9.60047e-05 -9.58851e-05 3.14131 -6.15265e-05 8.14916e-05 3.14129 -1.76251e-05 8.68435e-05 0.0595991 0.00537921 0.0136082 -0.000785833 -0.0120205 6.17453e-05 
0.99999 -9.01013e-05 -5.80639e-05 0 -9.00846e-05 -0.99999 0.000287399 0 -5.80904e-05 -0.000287396 -1 0 0.306989 -1.63101e-05 0.486846 1 -0.305501 0.0242189 0.106396 -0.00350953 -0.0596385 4.97312e-05 0.00826745 -0.000260379 0.0369794 0.000496014 0.00332041 -9.81759e-07 0.306997 -1.76397e-05 0.486861 3.59856e-08 0 -3.59856e-08 3.59784e-05 0 -3.59784e-05 0.306989 -1.63101e-05 0.486846 -7.82667e-06 1.3296e-06 -1.51144e-05 5.99992e-06 2.02321e-05 -1.6269e-06 0.000687924 -0.000277591 -0.00225758 3.14131 -5.80909e-05 9.00855e-05 3.14129 -1.76251e-05 8.68435e-05 -0.308253 0.0245197 0.105819 -0.00357915 0.0602553 -3.21454e-05 
0.99999 -8.32182e-05 -5.13877e-05 0 -8.32034e-05 -0.99999 0.000287106 0 -5.14121e-05 -0.000287104 -1 0 0.306989 -1.43995e-05 0.486848 1 -0.0671746 -0.0216905 -0.0268589 0.00278321 -0.0147958 2.63453e-05 -0.0011014 3.46824e-05 -0.00492639 -6.60762e-05 -0.000442353 1.30229e-07 0.306997 -1.76397e-05 0.486861 8.09514e-08 0 -8.09514e-08 5.39514e-05 0 -5.39514e-05 0.306989 -1.43995e-05 0.486848 -7.58572e-06 3.24016e-06 -1.36963e-05 6.1461e-06 1.6894e-05 1.81468e-06 0.000435542 0.000848587 0.000300805 3.14131 -5.14126e-05 8.32042e-05 3.14129 -1.76251e-05 8.68435e-05 -0.0694744 -0.0213901 -0.0273456 0.00271603 0.0153122 -2.16098e-05 
0.99999 -7.52899e-05 -5.17242e-05 0 -7.52751e-05 -0.99999 0.000286277 0 -5.17462e-05 -0.000286275 -1 0 0.306988 -1.43282e-05 0.486848 1 -0.106617 0.00618482 0.0180393 -0.00193104 -0.0221411 -5.42626e-05 0.00201573 -6.34748e-05 0.00901597 0.000120928 0.000809569 -2.37707e-07 0.306997 -1.76397e-05 0.486861 1.43885e-07 0 -1.43885e-07 7.19136e-05 0 -7.19136e-05 0.306988 -1.43282e-05 0.486848 -8.24659e-06 3.31144e-06 -1.37063e-05 6.56061e-06 1.70622e-05 5.7788e-06 0.000191269 0.000714359 -0.000550802 3.14131 -5.17467e-05 7.52759e-05 3.14129 -1.76251e-05 8.68435e-05 -0.10894 0.00650354 0.0175463 -0.00200135 0.0226631 6.19971e-05 
0.99999 -8.31311e-05 -5.33876e-05 0 -8.31156e-05 -0.99999 0.000289753 0 -5.34122e-05 -0.000289751 -1 0 0.306989 -1.54668e-05 0.486846 1 0.0482356 0.0164199 -0.0490278 -0.00349727 0.0122593 0.000264166 -0.00467501 0.000147215 -0.0209108 -0.000280482 -0.00187761 5.58288e-07 0.306997 -1.76397e-05 0.486861 2.24775e-07 0 -2.24775e-07 8.9865e-05 0 -8.9865e-05 0.306989 -1.54668e-05 0.486846 -8.01528e-06 2.17292e-06 -1.57586e-05 4.82253e-06 1.7894e-05 1.85829e-06 0.00184463 0.000362883 0.00127686 3.1413 -5.34127e-05 8.31164e-05 3.14129 -1.76251e-05 8.68435e-05 0.0458036 0.0166651 -0.0495365 -0.00355443 -0.011714 -0.000266673 
0.99999 -7.4155e-05 -5.24663e-05 0 -7.41394e-05 -0.99999 0.000296557 0 -5.24888e-05 -0.000296556 -1 0 0.306988 -1.48192e-05 0.486845 1 0.15548 -0.0292722 -0.0506791 0.00470808 0.0332003 3.25359e-05 -0.00525591 0.000165459 -0.0235089 -0.000315346 -0.00211092 6.41722e-07 0.306997 -1.76397e-05 0.486861 3.23611e-07 0 -3.23611e-07 0.000107806 0 -0.000107806 0.306988 -1.48192e-05 0.486845 -8.77143e-06 2.82051e-06 -1.59038e-05 1.42059e-06 1.74337e-05 6.34648e-06 0.000933685 0.000770536 0.00143547 3.1413 -5.24893e-05 7.41401e-05 3.14129 -1.76251e-05 8.68435e-05 0.153119 -0.0291749 -0.0511613 0.00468013 -0.0326721 -4.05972e-05 
0.99999 -8.16539e-05 -5.17278e-05 0 -8.16385e-05 -0.99999 0.000297887 0 -5.17526e-05 -0.000297886 -1 0 0.30699 -1.82064e-05 0.486844 1 0.0775049 0.0423044 -0.00417321 -0.00730943 0.0184662 0.000179939 -0.00194893 6.13663e-05 -0.00871757 -0.000116943 -0.000782754 2.38915e-07 0.306997 -1.76397e-05 0.486861 4.40383e-07 0 -4.40383e-07 0.000125736 0 -0.000125736 0.30699 -1.82064e-05 0.486844 -6.35503e-06 -5.66686e-07 -1.76642e-05 7.55407e-07 1.70645e-05 2.59701e-06 0.000964273 -0.000287076 0.00053195 3.14129 -5.17531e-05 8.16393e-05 3.14129 -1.76251e-05 8.68435e-05 0.0751948 0.0423721 -0.0046426 -0.00733196 -0.0179498 -0.000183639 
0.99999 -7.65443e-05 -4.94792e-05 0 -7.65292e-05 -0.99999 0.000306267 0 -4.95031e-05 -0.000306266 -1 0 0.306991 -1.79974e-05 0.486845 1 0.0850303 -0.00827791 -0.00252949 0.0019409 0.0195907 2.97957e-05 -0.00180257 5.67405e-05 -0.00806286 -0.000108167 -0.000723972 2.26795e-07 0.306997 -1.76397e-05 0.486861 5.75079e-07 0 -5.75079e-07 0.000143655 0 -0.000143655 0.306991 -1.79974e-05 0.486845 -5.52631e-06 -3.57756e-07 -1.68113e-05 -3.43454e-06 1.59405e-05 5.15195e-06 0.000620877 -1.23271e-05 0.000491833 3.14129 -4.95036e-05 7.65299e-05 3.14129 -1.76251e-05 8.68435e-05 0.0828825 -0.00839361 -0.00295104 0.00195454 -0.0191123 -3.35863e-05 
0.99999 -8.19284e-05 -4.94606e-05 0 -8.19133e-05 -0.99999 0.000305037 0 -4.9486e-05 -0.000305036 -1 0 0.306993 -2.03466e-05 0.486843 1 0.0321973 0.0333953 0.0533646 -0.00490177 0.0100663 8.49049e-05 0.00194143 -6.11274e-05 0.00868422 0.000116507 0.000779753 -2.43309e-07 0.306997 -1.76397e-05 0.486861 7.27688e-07 0 -7.27688e-07 0.000161563 0 -0.000161563 0.306993 -2.03466e-05 0.486843 -4.06602e-06 -2.70695e-06 -1.84206e-05 -2.81949e-06 1.59312e-05 2.45987e-06 0.000417885 -0.000536865 -0.000531214 3.14129 -4.94865e-05 8.19141e-05 3.14129 -1.76251e-05 8.68435e-05 0.030049 0.0333061 0.0529408 -0.00489354 -0.00958767 -8.59796e-05 
