O_T_EE_00 O_T_EE_01 O_T_EE_02 O_T_EE_03 O_T_EE_04 O_T_EE_05 O_T_EE_06 O_T_EE_07 O_T_EE_08 O_T_EE_09 O_T_EE_10 O_T_EE_11 O_T_EE_12 O_T_EE_13 O_T_EE_14 O_T_EE_15 F_FL_x F_FL_y F_FL_z F_FL_rx F_FL_ry F_FL_rz F_CLBF_x F_CLBF_y F_CLBF_z F_CLBF_rx F_CLBF_ry F_CLBF_rz pos_des_x pos_des_y pos_des_z vel_des_x vel_des_y vel_des_z acc_des_x acc_des_y acc_des_z pos_x pos_y pos_z error_x error_y error_z error_rx error_ry error_rz vel_x vel_y vel_z bodyRPY_Y bodyRPY_P bodyRPY_R bodyRPY_des_Y bodyRPY_des_P bodyRPY_des_R F_FL_x F_FL_y F_FL_z F_FL_rx F_FL_ry F_FL_rz
0.99999 -0.00014325 5.28843e-06 0 -0.000143252 -0.99999 0.000305815 0 5.24467e-06 -0.000305819 -1 0 0.306989 -2.46816e-05 0.486858 1 -0.00975455 0.0206806 0.0119401 -0.00332127 -0.00123323 3.45199e-05 0.000431184 -1.35838e-05 0.00192833 2.58741e-05 0.000173181 -5.278e-08 0.306987 -1.85442e-05 0.486872 3.58561e-06 0 -3.58561e-06 0.000357843 0 -0.000357843 0.306989 -2.46816e-05 0.486858 1.83599e-06 -6.13739e-06 -1.38079e-05 -3.10142e-06 1.32229e-05 -2.81062e-06 0.000147372 -0.000359723 -0.000121714 3.14129 5.24472e-06 0.000143253 3.14129 3.16927e-05 0.00013764 -0.0100515 0.0206628 0.0118819 -0.00331918 0.00129927 -3.40462e-05 
0.99999 -0.000133532 1.54592e-06 0 -0.000133532 -0.99999 0.00030863 0 1.50472e-06 -0.000308633 -1 0 0.306989 -2.40764e-05 0.486857 1 -0.0817316 -0.000708855 0.0104528 0.000498688 -0.0149867 -9.58707e-06 0.000462266 -1.45612e-05 0.00206736 2.774e-05 0.000185664 -5.72087e-08 0.306987 -1.85442e-05 0.486872 3.95235e-06 0 -3.95235e-06 0.000375622 0 -0.000375622 0.306989 -2.40764e-05 0.486857 1.30274e-06 -5.53221e-06 -1.52106e-05 -4.50884e-06 1.50943e-05 2.04864e-06 0.000909716 -5.51787e-05 -0.000130617 3.14128 1.50474e-06 0.000133533 3.14129 3.16927e-05 0.00013764 -0.0820701 -0.000736174 0.0103871 0.000502521 0.0150619 1.45182e-05 
0.99999 -0.000132873 7.52998e-06 0 -0.000132875 -0.99999 0.000312588 0 7.48852e-06 -0.000312592 -1 0 0.30699 -2.3717e-05 0.486858 1 -0.0755543 -0.0210551 -0.0257265 0.00349458 -0.0153602 1.71747e-06 -0.00144321 4.54549e-05 -0.00645432 -8.66074e-05 -0.000579656 1.80392e-07 0.306987 -1.85442e-05 0.486872 4.33685e-06 0 -4.33685e-06 0.00039339 0 -0.00039339 0.30699 -2.3717e-05 0.486858 2.33738e-06 -5.17279e-06 -1.36134e-05 -6.48797e-06 1.21025e-05 2.37808e-06 0.000819142 0.000294561 0.000389827 3.14128 7.48859e-06 0.000132876 3.14129 3.16927e-05 0.00013764 -0.0758246 -0.0210977 -0.0257772 0.00350164 0.0154201 3.43349e-06 
0.99999 -0.000136821 1.21378e-05 0 -0.000136824 -0.99999 0.000314935 0 1.20949e-05 -0.00031494 -1 0 0.306991 -2.39759e-05 0.486859 1 -0.0694779 -0.00110329 -0.0462586 -0.000172853 -0.0151139 4.38881e-05 -0.00251948 7.93436e-05 -0.0112676 -0.000151196 -0.00101194 3.16609e-07 0.306987 -1.85442e-05 0.486872 4.73912e-06 0 -4.73912e-06 0.000411148 0 -0.000411148 0.306991 -2.39759e-05 0.486859 3.88004e-06 -5.43172e-06 -1.2712e-05 -7.66207e-06 9.79879e-06 4.04052e-07 0.000723403 -4.25659e-05 0.000683347 3.14128 1.2095e-05 0.000136826 3.14129 3.16927e-05 0.00013764 -0.0696958 -0.00115514 -0.046298 -0.000163834 0.015162 -3.88657e-05 
0.99999 -0.000137122 3.92312e-06 0 -0.000137123 -0.99999 0.000315292 0 3.87993e-06 -0.000315296 -1 0 0.306991 -2.44868e-05 0.486856 1 -0.142045 0.000948193 0.0120625 0.00016713 -0.0268463 5.29569e-05 0.000830842 -2.61659e-05 0.00371581 4.98617e-05 0.000333704 -1.04929e-07 0.306987 -1.85442e-05 0.486872 5.15915e-06 0 -5.15915e-06 0.000428895 0 -0.000428895 0.306991 -2.44868e-05 0.486856 3.75702e-06 -5.94261e-06 -1.61669e-05 -7.8401e-06 1.39062e-05 2.53472e-07 0.00134382 -3.51931e-05 -0.000232362 3.14128 3.87996e-06 0.000137124 3.14129 3.16927e-05 0.00013764 -0.142355 0.000896457 0.0120045 0.000175727 0.026915 -4.4186e-05 
0.99999 -0.000132363 8.28062e-06 0 -0.000132365 -0.99999 0.000320377 0 8.23829e-06 -0.000320382 -1 0 0.306992 -2.45126e-05 0.486857 1 -0.075785 -0.0178781 -0.0342428 0.00280367 -0.0156404 9.85472e-05 -0.00194134 6.11304e-05 -0.00868223 -0.000116511 -0.000779732 2.48639e-07 0.306987 -1.85442e-05 0.486872 5.59691e-06 0 -5.59691e-06 0.000446631 0 -0.000446631 0.306992 -2.45126e-05 0.486857 4.38077e-06 -5.96839e-06 -1.46734e-05 -1.03829e-05 1.17277e-05 2.6329e-06 0.000850844 0.000243615 0.000524612 3.14127 8.23837e-06 0.000132367 3.14129 3.16927e-05 0.00013764 -0.0760453 -0.0179489 -0.0342892 0.00281618 0.0156978 -9.3109e-05 
0.99999 -0.000129655 4.9033e-06 0 -0.000129656 -0.99999 0.000316888 0 4.86226e-06 -0.000316891 -1 0 0.306992 -2.6672e-05 0.486855 1 -0.161955 0.0347586 0.0555032 -0.00535031 -0.0299109 6.37825e-05 0.00359435 -0.000113203 0.0160754 0.000215719 0.00144367 -4.56035e-07 0.306987 -1.85442e-05 0.486872 6.0524e-06 0 -6.0524e-06 0.000464356 0 -0.000464356 0.306992 -2.6672e-05 0.486855 4.9605e-06 -8.12775e-06 -1.66748e-05 -8.63781e-06 1.34162e-05 3.98708e-06 0.0011044 -0.000467651 -0.000987695 3.14128 4.8623e-06 0.000129657 3.14129 3.16927e-05 0.00013764 -0.162254 0.034701 0.055448 -0.00534045 0.0299771 -5.39029e-05 
0.99999 -0.00013461 7.24601e-06 0 -0.000134612 -0.99999 0.000322257 0 7.2027e-06 -0.000322262 -1 0 0.306994 -2.69311e-05 0.486855 1 -0.166876 0.0116551 0.0495775 -0.00143544 -0.0310914 8.17839e-05 0.00327713 -0.000103208 0.0146569 0.000196697 0.00131627 -4.22401e-07 0.306987 -1.85442e-05 0.486872 6.52562e-06 0 -6.52562e-06 0.00048207 0 -0.00048207 0.306994 -2.69311e-05 0.486855 6.71493e-06 -8.38688e-06 -1.72247e-05 -1.13228e-05 1.22452e-05 1.50928e-06 0.00113065 -0.000145768 -0.000901583 3.14127 7.20277e-06 0.000134614 3.14129 3.16927e-05 0.00013764 -0.167148 0.0115777 0.0495294 -0.00142173 0.0311513 -7.13797e-05 
0.99999 -0.0001355 1.01832e-05 0 -0.000135503 -0.99999 0.000325216 0 1.01392e-05 -0.000325221 -1 0 0.306995 -2.47458e-05 0.486856 1 -0.0988778 -0.0435284 -0.00586865 0.0073707 -0.0196404 7.05919e-05 -9.74259e-05 3.06739e-06 -0.00043573 -5.84748e-06 -3.91315e-05 1.26564e-08 0.306987 -1.85442e-05 0.486872 7.01654e-06 0 -7.01654e-06 0.000499774 0 -0.000499774 0.306995 -2.47458e-05 0.486856 7.0692e-06 -6.20156e-06 -1.58742e-05 -1.28024e-05 1.07768e-05 1.06446e-06 0.000747327 0.000714194 2.13297e-05 3.14127 1.01393e-05 0.000135504 3.14129 3.16927e-05 0.00013764 -0.0991157 -0.043617 -0.00590903 0.00738668 0.0196926 -6.37336e-05 
0.99999 -0.000134609 1.84386e-05 0 -0.000134615 -0.99999 0.000321195 0 1.83956e-05 -0.000321201 -1 0 0.306996 -2.87588e-05 0.486856 1 -0.179593 0.0500925 0.0531222 -0.00811966 -0.0336491 7.79452e-05 0.00362629 -0.000114227 0.0162183 0.000217657 0.00145653 -4.63471e-07 0.306987 -1.85442e-05 0.486872 7.52516e-06 0 -7.52516e-06 0.000517467 0 -0.000517467 0.306996 -2.87588e-05 0.486856 8.31003e-06 -1.02146e-05 -1.57771e-05 -1.07926e-05 6.6488e-06 1.50972e-06 0.00117952 -0.000610763 -0.000997885 3.14127 1.83958e-05 0.000134616 3.14129 3.16927e-05 0.00013764 -0.179739 0.050017 0.0530993 -0.00810578 0.0336809 -6.69594e-05 
