O_T_EE_00 O_T_EE_01 O_T_EE_02 O_T_EE_03 O_T_EE_04 O_T_EE_05 O_T_EE_06 O_T_EE_07 O_T_EE_08 O_T_EE_09 O_T_EE_10 O_T_EE_11 O_T_EE_12 O_T_EE_13 O_T_EE_14 O_T_EE_15 F_FL_x F_FL_y F_FL_z F_FL_rx F_FL_ry F_FL_rz F_CLBF_x F_CLBF_y F_CLBF_z F_CLBF_rx F_CLBF_ry F_CLBF_rz pos_des_x pos_des_y pos_des_z vel_des_x vel_des_y vel_des_z acc_des_x acc_des_y acc_des_z pos_x pos_y pos_z error_x error_y error_z error_rx error_ry error_rz vel_x vel_y vel_z bodyRPY_R bodyRPY_P bodyRPY_Y bodyRPY_des_R bodyRPY_des_P bodyRPY_des_Y F_FL_ana_x F_FL_ana_y F_FL_ana_z F_FL_ana_rx F_FL_ana_ry F_FL_ana_rz
0.99999 -0.000129035 -8.48104e-05 0 -0.000129008 -0.99999 0.000315103 0 -8.48518e-05 -0.000315095 -1 0 0.306989 -2.92699e-05 0.486838 1 -0.355031 0.0362596 0.0937126 -0.00510639 -0.0673826 4.77661e-05 0.00702278 -0.000221225 0.031415 0.000421572 0.00282049 -9.23115e-07 0.306985 -2.69027e-05 0.486841 8.98201e-07 0 -8.98201e-07 0.00017946 0 -0.00017946 0.306989 -2.92699e-05 0.486838 3.86319e-06 -2.36715e-06 -3.24404e-06 -3.22439e-06 -6.72724e-06 -8.86397e-07 0.00212155 -0.000604183 -0.00191881 3.14128 -8.48527e-05 0.000129009 3.14128 -9.83069e-05 0.000127232 -0.354878 0.0362341 0.0937454 -0.00510085 0.0673483 -2.61322e-05 
0.99999 -0.000121147 -8.45923e-05 0 -0.00012112 -0.99999 0.000319872 0 -8.46318e-05 -0.000319864 -1 0 0.306989 -2.79367e-05 0.486839 1 -0.252585 -0.0102475 0.0468581 0.00241518 -0.0489207 -4.67248e-05 0.00397895 -0.000125314 0.0177989 0.000238857 0.00159802 -5.30577e-07 0.306985 -2.69027e-05 0.486841 1.08661e-06 0 -1.08661e-06 0.000197347 0 -0.000197347 0.306989 -2.79367e-05 0.486839 3.95744e-06 -1.03399e-06 -1.73232e-06 -5.6088e-06 -6.83601e-06 3.05772e-06 0.00142084 5.19235e-05 -0.00108785 3.14127 -8.46327e-05 0.000121121 3.14128 -9.83069e-05 0.000127232 -0.252428 -0.0102903 0.0468931 0.00242411 0.0488854 6.23001e-05 
0.99999 -0.000119626 -9.00381e-05 0 -0.000119597 -0.99999 0.000322873 0 -9.00776e-05 -0.000322865 -1 0 0.306988 -2.87602e-05 0.486837 1 -0.131145 0.0122873 0.0832145 -0.00114958 -0.0231558 4.30039e-05 0.00526044 -0.000165665 0.0235317 0.000315802 0.00211268 -7.09486e-07 0.306985 -2.69027e-05 0.486841 1.29289e-06 0 -1.29289e-06 0.000215223 0 -0.000215223 0.306988 -2.87602e-05 0.486837 3.12961e-06 -1.85752e-06 -4.06779e-06 -7.10905e-06 -4.11293e-06 3.81866e-06 0.000634196 -0.000251402 -0.00143803 3.14127 -9.00784e-05 0.000119598 3.14128 -9.83069e-05 0.000127232 -0.131049 0.0122347 0.0832381 -0.001139 0.023134 -3.52123e-05 
0.99999 -0.00011901 -0.000104828 0 -0.000118977 -0.99999 0.000320661 0 -0.000104867 -0.000320652 -1 0 0.306988 -2.77845e-05 0.486833 1 -0.124262 -0.0211647 0.12603 0.00488413 -0.0204733 1.07584e-05 0.007644 -0.000240732 0.0341958 0.000458902 0.00306995 -1.03085e-06 0.306985 -2.69027e-05 0.486841 1.51705e-06 0 -1.51705e-06 0.000233088 0 -0.000233088 0.306988 -2.77845e-05 0.486833 3.20811e-06 -8.8176e-07 -8.05947e-06 -6.00226e-06 3.28194e-06 4.12624e-06 0.000389702 0.000379533 -0.00208917 3.14127 -0.000104868 0.000118978 3.14128 -9.83069e-05 0.000127232 -0.124334 -0.0212068 0.126019 0.00489199 0.0204888 -4.43091e-06 
0.99999 -0.000111073 -0.000104317 0 -0.000111039 -0.99999 0.000323457 0 -0.000104354 -0.000323449 -1 0 0.306988 -2.7588e-05 0.486834 1 -0.10097 -0.0186955 0.060987 0.00372726 -0.0182696 -1.58462e-05 0.00395243 -0.000124462 0.0176813 0.000237286 0.00158735 -5.37329e-07 0.306985 -2.69027e-05 0.486841 1.75906e-06 0 -1.75906e-06 0.000250943 0 -0.000250943 0.306988 -2.7588e-05 0.486834 3.4609e-06 -6.85285e-07 -7.24066e-06 -7.40045e-06 3.0264e-06 8.09518e-06 0.000370253 0.00038086 -0.00108138 3.14127 -0.000104355 0.00011104 3.14128 -9.83069e-05 0.000127232 -0.101035 -0.0187478 0.0609783 0.00373717 0.0182837 2.17841e-05 
0.99999 -0.000115439 -0.000106933 0 -0.000115405 -0.99999 0.000319985 0 -0.000106971 -0.000319976 -1 0 0.306989 -2.75197e-05 0.486834 1 -0.0681269 -0.0109871 0.000470665 0.00167808 -0.0138747 3.63269e-05 0.000421717 -1.32812e-05 0.00188657 2.53173e-05 0.000169367 -5.68094e-08 0.306985 -2.69027e-05 0.486841 2.29663e-06 0 -2.29663e-06 0.000286619 0 -0.000286619 0.306989 -2.75197e-05 0.486834 3.85633e-06 -6.16945e-07 -7.0975e-06 -5.66414e-06 4.33449e-06 5.91201e-06 0.000318162 0.000303924 -0.000117623 3.14127 -0.000106972 0.000115406 3.14128 -9.83069e-05 0.000127232 -0.0682223 -0.0110264 0.000454791 0.00168533 0.0138956 -3.17349e-05 
0.99999 -0.000115433 -0.000106754 0 -0.000115399 -0.99999 0.000321083 0 -0.000106792 -0.000321074 -1 0 0.306988 -2.92479e-05 0.486833 1 -0.0119929 0.0117254 0.0180682 -0.00195175 -0.00184667 2.30615e-05 0.0010193 -3.21026e-05 0.00455989 6.11941e-05 0.000409365 -1.37748e-07 0.306985 -2.69027e-05 0.486841 2.59216e-06 0 -2.59216e-06 0.000304441 0 -0.000304441 0.306988 -2.92479e-05 0.486833 3.3066e-06 -2.34516e-06 -7.65775e-06 -6.21302e-06 4.24508e-06 5.91482e-06 -5.89383e-07 -7.28661e-05 -0.00028112 3.14127 -0.000106793 0.0001154 3.14128 -9.83069e-05 0.000127232 -0.0120861 0.0116821 0.0180531 -0.00194373 0.0018671 -2.19181e-05 
0.99999 -0.000111683 -0.000109107 0 -0.000111648 -0.99999 0.000323056 0 -0.000109145 -0.000323047 -1 0 0.306989 -2.89111e-05 0.486833 1 -0.0403611 -0.00600493 0.0274895 0.00125249 -0.00716119 -1.20903e-05 0.00167156 -5.26391e-05 0.00747788 0.000100354 0.000671322 -2.2745e-07 0.306985 -2.69027e-05 0.486841 2.90551e-06 0 -2.90551e-06 0.000322252 0 -0.000322252 0.306989 -2.89111e-05 0.486833 3.75426e-06 -2.00838e-06 -8.43007e-06 -7.19967e-06 5.42175e-06 7.78984e-06 0.000154071 0.000162522 -0.0004596 3.14127 -0.000109146 0.000111649 3.14128 -9.83069e-05 0.000127232 -0.0404804 -0.00605493 0.0274697 0.00126173 0.00718738 1.46961e-05 
0.99999 -0.000118877 -0.00011044 0 -0.000118841 -0.99999 0.000326165 0 -0.00011048 -0.000326155 -1 0 0.306988 -2.84099e-05 0.486832 1 -0.0263085 -0.0203115 0.0451542 0.00398887 -0.00349108 3.14076e-06 0.00247587 -7.79584e-05 0.0110762 0.000148647 0.000994347 -3.40177e-07 0.306985 -2.69027e-05 0.486841 3.23667e-06 0 -3.23667e-06 0.000340053 0 -0.000340053 0.306988 -2.84099e-05 0.486832 3.68759e-06 -1.50719e-06 -9.51311e-06 -8.75372e-06 6.08827e-06 4.19309e-06 9.37667e-05 0.000307338 -0.000679632 3.14127 -0.000110481 0.000118842 3.14128 -9.83069e-05 0.000127232 -0.0264422 -0.0203725 0.0451325 0.00400007 0.00352035 -2.08253e-06 
0.99999 -0.000115527 -0.00010612 0 -0.000115493 -0.99999 0.000325253 0 -0.000106159 -0.000325244 -1 0 0.306989 -2.82295e-05 0.486833 1 -0.0356761 -0.0159538 0.0255664 0.00300368 -0.00601257 8.5306e-06 0.00143758 -4.52669e-05 0.00643119 8.63086e-05 0.000577358 -1.96628e-07 0.306985 -2.69027e-05 0.486841 3.58561e-06 0 -3.58561e-06 0.000357843 0 -0.000357843 0.306989 -2.82295e-05 0.486833 4.42677e-06 -1.32676e-06 -8.33825e-06 -8.298e-06 3.92823e-06 5.86811e-06 0.00023407 0.000274882 -0.000396374 3.14127 -0.00010616 0.000115494 3.14128 -9.83069e-05 0.000127232 -0.0357613 -0.0160122 0.0255542 0.00301463 0.00603106 -6.51522e-06 
0.99999 -0.000124157 -0.000104709 0 -0.000124123 -0.99999 0.000329846 0 -0.000104751 -0.000329836 -1 0 0.30699 -2.98123e-05 0.486832 1 0.0126508 0.0299341 0.034735 -0.00460068 0.00404267 3.05898e-05 0.00164158 -5.1692e-05 0.00734383 9.8564e-05 0.000659289 -2.2742e-07 0.306985 -2.69027e-05 0.486841 3.95235e-06 0 -3.95235e-06 0.000375622 0 -0.000375622 0.30699 -2.98123e-05 0.486832 4.77674e-06 -2.90961e-06 -8.9455e-06 -1.05948e-05 3.22278e-06 1.55322e-06 -8.03288e-05 -0.000573123 -0.000452469 3.14126 -0.000104752 0.000124124 3.14128 -9.83069e-05 0.000127232 0.0125823 0.0298589 0.0347276 -0.00458652 -0.00402814 -3.11521e-05 
0.99999 -0.000128034 -9.85074e-05 0 -0.000128002 -0.99999 0.000330013 0 -9.85506e-05 -0.000330003 -1 0 0.30699 -3.18899e-05 0.486834 1 0.00922924 0.0587516 -0.0282115 -0.0103351 0.000996923 7.45649e-05 -0.00176886 5.57063e-05 -0.00791315 -0.000106208 -0.000710412 2.44525e-07 0.306985 -2.69027e-05 0.486841 4.33685e-06 0 -4.33685e-06 0.00039339 0 -0.00039339 0.30699 -3.18899e-05 0.486834 5.25079e-06 -4.98724e-06 -7.58189e-06 -1.06785e-05 1.22231e-07 -3.85217e-07 8.04682e-05 -0.00092716 0.000478903 3.14126 -9.85516e-05 0.000128003 3.14128 -9.83069e-05 0.000127232 0.00923068 0.0586747 -0.0282048 -0.0103204 -0.000998015 -7.36737e-05 
0.99999 -0.000124165 -0.000105286 0 -0.00012413 -0.99999 0.000334953 0 -0.000105329 -0.000334943 -1 0 0.306991 -3.22823e-05 0.486831 1 -0.0618679 0.0265154 0.0097712 -0.00431373 -0.0118716 1.75812e-05 0.000688224 -2.16722e-05 0.00307894 4.13268e-05 0.000276406 -9.67799e-08 0.306985 -2.69027e-05 0.486841 4.73912e-06 0 -4.73912e-06 0.000411148 0 -0.000411148 0.306991 -3.22823e-05 0.486831 6.65299e-06 -5.37963e-06 -1.00816e-05 -1.31482e-05 3.51187e-06 1.5495e-06 0.000409555 -0.000482046 -0.000192913 3.14126 -0.00010533 0.000124131 3.14128 -9.83069e-05 0.000127232 -0.0619419 0.0264219 0.00976416 -0.00429608 0.0118871 -1.28078e-05 
0.99999 -0.000119266 -0.000111522 0 -0.000119228 -0.99999 0.000339879 0 -0.000111563 -0.000339869 -1 0 0.306991 -3.20002e-05 0.486828 1 -0.0896834 -0.0242455 0.0423634 0.00483824 -0.0155263 -1.23201e-05 0.0023457 -7.38545e-05 0.0104943 0.000140865 0.000942085 -3.3536e-07 0.306985 -2.69027e-05 0.486841 5.15915e-06 0 -5.15915e-06 0.000428895 0 -0.000428895 0.306991 -3.20002e-05 0.486828 6.07411e-06 -5.09749e-06 -1.29062e-05 -1.56108e-05 6.62996e-06 3.99962e-06 0.000811579 0.000317071 -0.000646073 3.14125 -0.000111564 0.000119229 3.14128 -9.83069e-05 0.000127232 -0.0898266 -0.0243557 0.0423439 0.00485884 0.0155571 1.75534e-05 
0.99999 -0.000120942 -0.000115094 0 -0.000120903 -0.99999 0.000338347 0 -0.000115136 -0.000338337 -1 0 0.306991 -3.19506e-05 0.486827 1 -0.0543392 -0.00822195 0.0312338 0.00178754 -0.00924879 1.01792e-06 0.0016776 -5.28173e-05 0.00750542 0.000100742 0.00067376 -2.39165e-07 0.306985 -2.69027e-05 0.486841 5.59691e-06 0 -5.59691e-06 0.000446631 0 -0.000446631 0.306991 -3.19506e-05 0.486827 6.18455e-06 -5.0479e-06 -1.37597e-05 -1.48448e-05 8.4162e-06 3.16141e-06 0.000469883 0.000177726 -0.000464051 3.14125 -0.000115138 0.000120904 3.14128 -9.83069e-05 0.000127232 -0.0545231 -0.00832603 0.0312056 0.00180677 0.00928878 2.37991e-06 
0.99999 -0.000118961 -0.00011406 0 -0.000118922 -0.99999 0.000340854 0 -0.000114102 -0.000340844 -1 0 0.306992 -3.043e-05 0.486828 1 -0.167896 -0.0229274 0.0429921 0.00441268 -0.0317613 2.11328e-07 0.0030378 -9.56247e-05 0.0135909 0.000182424 0.00122005 -4.35953e-07 0.306985 -2.69027e-05 0.486841 6.0524e-06 0 -6.0524e-06 0.000464356 0 -0.000464356 0.306992 -3.043e-05 0.486828 7.26071e-06 -3.52727e-06 -1.33522e-05 -1.60981e-05 7.89913e-06 4.15201e-06 0.00105304 0.000390463 -0.00083602 3.14125 -0.000114103 0.000118923 3.14128 -9.83069e-05 0.000127232 -0.168067 -0.0230407 0.0429671 0.00443375 0.0317985 1.06341e-05 
0.99999 -0.000120594 -0.000115754 0 -0.000120555 -0.99999 0.000341506 0 -0.000115796 -0.000341496 -1 0 0.306992 -3.2979e-05 0.486828 1 -0.181206 0.0195578 0.0768056 -0.00258207 -0.0335976 -5.22208e-06 0.00514119 -0.000161863 0.0230012 0.000308748 0.00206481 -7.39666e-07 0.306985 -2.69027e-05 0.486841 6.52562e-06 0 -6.52562e-06 0.00048207 0 -0.00048207 0.306992 -3.2979e-05 0.486828 6.95367e-06 -6.07629e-06 -1.28395e-05 -1.64242e-05 8.74615e-06 3.33533e-06 0.000910903 -0.000225677 -0.00141095 3.14125 -0.000115797 0.000120556 3.14128 -9.83069e-05 0.000127232 -0.181396 0.0194424 0.076777 -0.0025607 0.033639 1.75088e-05 
0.99999 -0.000123543 -0.000112175 0 -0.000123505 -0.99999 0.00034355 0 -0.000112219 -0.00034354 -1 0 0.306993 -3.39664e-05 0.486829 1 -0.239516 0.017441 0.0890392 -0.00215372 -0.0447184 2.96071e-05 0.00612169 -0.000192751 0.0273879 0.000367649 0.00245861 -8.84465e-07 0.306985 -2.69027e-05 0.486841 7.01654e-06 0 -7.01654e-06 0.000499774 0 -0.000499774 0.306993 -3.39664e-05 0.486829 7.79013e-06 -7.0637e-06 -1.23426e-05 -1.74465e-05 6.95687e-06 1.86105e-06 0.00129643 -0.000134335 -0.00167919 3.14125 -0.00011222 0.000123506 3.14128 -9.83069e-05 0.000127232 -0.239666 0.0173177 0.0890194 -0.00213068 0.0447506 -1.35303e-05 
0.99999 -0.000120943 -0.000119004 0 -0.000120902 -0.99999 0.000346016 0 -0.000119047 -0.000346005 -1 0 0.306993 -3.36712e-05 0.486827 1 -0.310947 -0.000672749 0.140006 0.00151615 -0.0573652 -1.32256e-05 0.00938682 -0.00029552 0.0419969 0.000563762 0.00376997 -1.36929e-06 0.306985 -2.69027e-05 0.486841 7.52516e-06 0 -7.52516e-06 0.000517467 0 -0.000517467 0.306993 -3.36712e-05 0.486827 8.49531e-06 -6.76854e-06 -1.41518e-05 -1.86787e-05 1.03713e-05 3.16138e-06 0.00152915 0.000123845 -0.00257131 3.14125 -0.000119048 0.000120903 3.14128 -9.83069e-05 0.000127232 -0.311173 -0.000803778 0.139972 0.00154036 0.0574144 3.34643e-05 
0.99999 -0.000116752 -0.000123474 0 -0.000116709 -0.99999 0.000346151 0 -0.000123516 -0.00034614 -1 0 0.306994 -3.6092e-05 0.486825 1 -0.232994 0.0795293 0.131926 -0.0117536 -0.0418414 -7.62658e-05 0.00834798 -0.000262848 0.03735 0.000501396 0.00335275 -1.22041e-06 0.306985 -2.69027e-05 0.486841 8.05147e-06 0 -8.05147e-06 0.00053515 0 -0.00053515 0.306994 -3.6092e-05 0.486825 8.8992e-06 -9.18926e-06 -1.61624e-05 -1.87462e-05 1.26065e-05 5.25709e-06 0.00112188 -0.00152711 -0.00228827 3.14125 -0.000123517 0.00011671 3.14128 -9.83069e-05 0.000127232 -0.233271 0.0793986 0.131882 -0.0117297 0.0419018 9.28574e-05 
0.99999 -0.000122573 -0.000119601 0 -0.000122531 -0.99999 0.000347114 0 -0.000119645 -0.000347103 -1 0 0.306996 -3.43403e-05 0.486826 1 -0.236573 0.0754362 0.0501701 -0.0121162 -0.0456273 4.43963e-05 0.0039092 -0.00012307 0.0174904 0.000234792 0.00157005 -5.72117e-07 0.306985 -2.69027e-05 0.486841 8.59546e-06 0 -8.59546e-06 0.000552821 0 -0.000552821 0.306996 -3.43403e-05 0.486826 1.13599e-05 -7.43761e-06 -1.50308e-05 -1.92279e-05 1.06702e-05 2.34658e-06 0.00127876 -0.00139552 -0.00107664 3.14125 -0.000119646 0.000122532 3.14128 -9.83069e-05 0.000127232 -0.236806 0.0753014 0.0501346 -0.0120913 0.0456779 -2.65489e-05 
0.99999 -0.000126187 -0.000122366 0 -0.000126145 -0.99999 0.000347034 0 -0.000122411 -0.000347022 -1 0 0.306996 -3.61055e-05 0.486824 1 -0.137448 0.0761705 0.0808097 -0.0118516 -0.0243583 2.47803e-05 0.00491046 -0.000154614 0.0219707 0.000294943 0.00197219 -7.19302e-07 0.306985 -2.69027e-05 0.486841 9.15711e-06 0 -9.15711e-06 0.000570482 0 -0.000570482 0.306996 -3.61055e-05 0.486824 1.14519e-05 -9.20279e-06 -1.74423e-05 -1.91878e-05 1.20528e-05 5.39243e-07 0.000721727 -0.00140476 -0.00135072 3.14125 -0.000122413 0.000126146 3.14128 -9.83069e-05 0.000127232 -0.137712 0.0760363 0.0807679 -0.011827 0.0244159 -1.43564e-05 
0.99999 -0.000115004 -0.000118771 0 -0.000114963 -0.99999 0.000349945 0 -0.000118812 -0.000349935 -1 0 0.306996 -3.32312e-05 0.486824 1 -0.0509559 0.0043939 0.0283058 -0.000155494 -0.00883757 -4.47259e-05 0.0014869 -4.68026e-05 0.00665273 8.93068e-05 0.000597186 -2.19228e-07 0.306985 -2.69027e-05 0.486841 9.73642e-06 0 -9.73642e-06 0.000588132 0 -0.000588132 0.306996 -3.32312e-05 0.486824 1.14266e-05 -6.32851e-06 -1.66505e-05 -2.06434e-05 1.02549e-05 6.131e-06 0.000343729 -0.000232939 -0.000416194 3.14124 -0.000118813 0.000114964 3.14128 -9.83069e-05 0.000127232 -0.0511789 0.00424869 0.0282732 -0.000128482 0.00888588 4.85332e-05 
