O_T_EE_00 O_T_EE_01 O_T_EE_02 O_T_EE_03 O_T_EE_04 O_T_EE_05 O_T_EE_06 O_T_EE_07 O_T_EE_08 O_T_EE_09 O_T_EE_10 O_T_EE_11 O_T_EE_12 O_T_EE_13 O_T_EE_14 O_T_EE_15 F_FL_x F_FL_y F_FL_z F_FL_rx F_FL_ry F_FL_rz F_CLBF_x F_CLBF_y F_CLBF_z F_CLBF_rx F_CLBF_ry F_CLBF_rz pos_des_x pos_des_y pos_des_z vel_des_x vel_des_y vel_des_z acc_des_x acc_des_y acc_des_z pos_x pos_y pos_z error_x error_y error_z error_rx error_ry error_rz vel_x vel_y vel_z bodyRPY_Y bodyRPY_P bodyRPY_R bodyRPY_des_Y bodyRPY_des_P bodyRPY_des_R F_FL_ana_x F_FL_ana_y F_FL_ana_z F_FL_ana_rx F_FL_ana_ry F_FL_ana_rz
0.99999 -0.000118939 -1.37328e-05 0 -0.000118935 -0.99999 0.000304776 0 -1.37692e-05 -0.000304777 -1 0 0.306992 -1.72474e-05 0.486852 1 0.0364145 -0.0112831 0.0298772 0.00226843 0.00890382 3.80368e-05 0.00106819 -3.36276e-05 0.00477758 6.40935e-05 0.000429033 -1.31508e-07 0.306993 -1.71263e-05 0.486868 2.29663e-06 0 -2.29663e-06 0.000286619 0 -0.000286619 0.306992 -1.72474e-05 0.486852 -1.08407e-06 -1.21102e-07 -1.5738e-05 -4.67099e-06 1.59675e-05 1.886e-06 -6.94548e-05 0.000206 -0.000294273 3.14129 -1.37693e-05 0.000118936 3.1413 1.81651e-05 0.000122718 0.0360564 -0.0113113 0.0298077 0.00227234 -0.00882417 -4.04694e-05 
0.99999 -0.000110427 -1.48373e-05 0 -0.000110422 -0.99999 0.000303136 0 -1.48709e-05 -0.000303137 -1 0 0.306993 -1.74856e-05 0.486852 1 -0.0233452 -0.0121761 0.0276446 0.00238835 -0.00324309 -4.22311e-05 0.00129517 -4.07773e-05 0.00579283 7.77133e-05 0.000520199 -1.58685e-07 0.306993 -1.71263e-05 0.486868 2.59216e-06 0 -2.59216e-06 0.000304441 0 -0.000304441 0.306993 -1.74856e-05 0.486852 -1.37325e-07 -3.59335e-07 -1.65484e-05 -3.85104e-06 1.65196e-05 6.14217e-06 0.000288584 0.000274603 -0.00035655 3.14129 -1.4871e-05 0.000110423 3.1413 1.81651e-05 0.000122718 -0.0237161 -0.0121982 0.027572 0.00239113 0.00332566 4.36064e-05 
0.99999 -0.00012705 -2.0997e-05 0 -0.000127044 -0.99999 0.000303269 0 -2.10358e-05 -0.000303269 -1 0 0.306992 -1.84771e-05 0.48685 1 -0.0872996 0.00826072 0.106785 -0.000323752 -0.0134777 3.75799e-05 0.00614303 -0.000193425 0.027476 0.00036861 0.00246731 -7.55205e-07 0.306993 -1.71263e-05 0.486868 2.90551e-06 0 -2.90551e-06 0.000322252 0 -0.000322252 0.306992 -1.84771e-05 0.48685 -5.34441e-07 -1.35082e-06 -1.78195e-05 -3.91686e-06 1.95995e-05 -2.16954e-06 0.00035596 -7.75075e-05 -0.00168045 3.14129 -2.1036e-05 0.000127045 3.1413 1.81651e-05 0.000122718 -0.08774 0.00823918 0.106699 -0.00032155 0.0135757 -3.32712e-05 
0.99999 -0.00012827 -1.27617e-05 0 -0.000128266 -0.99999 0.000302557 0 -1.28006e-05 -0.000302558 -1 0 0.306994 -1.95814e-05 0.486852 1 -0.120045 0.028527 0.0314349 -0.00456993 -0.0226082 6.02106e-05 0.00211197 -6.65062e-05 0.00944611 0.000126727 0.000848265 -2.58011e-07 0.306993 -1.71263e-05 0.486868 3.23667e-06 0 -3.23667e-06 0.000340053 0 -0.000340053 0.306994 -1.95814e-05 0.486852 1.19017e-06 -2.45511e-06 -1.591e-05 -3.56156e-06 1.54818e-05 -2.77952e-06 0.000812169 -0.000398155 -0.000580184 3.14129 -1.28007e-05 0.000128268 3.1413 1.81651e-05 0.000122718 -0.120393 0.0285066 0.0313668 -0.00456757 0.0226855 -5.31647e-05 
0.99999 -0.000123331 -2.05696e-05 0 -0.000123325 -0.99999 0.000304344 0 -2.06073e-05 -0.000304344 -1 0 0.306994 -1.87897e-05 0.486849 1 -0.106382 0.000255064 0.0715778 0.000775988 -0.0184245 -8.43585e-06 0.0042121 -0.000132627 0.0188399 0.000252754 0.00169178 -5.19538e-07 0.306993 -1.71263e-05 0.486868 3.58561e-06 0 -3.58561e-06 0.000357843 0 -0.000357843 0.306994 -1.87897e-05 0.486849 1.0459e-06 -1.66342e-06 -1.90895e-05 -4.45455e-06 1.93859e-05 -3.09897e-07 0.000618589 4.42403e-06 -0.00115402 3.14129 -2.06075e-05 0.000123326 3.1413 1.81651e-05 0.000122718 -0.106817 0.000229589 0.0714925 0.000779006 0.0185214 1.43053e-05 
0.99999 -0.000115981 -8.59856e-06 0 -0.000115979 -0.99999 0.000307806 0 -8.63434e-06 -0.000307808 -1 0 0.306995 -1.99453e-05 0.486853 1 -0.0352579 0.00951055 -0.0354967 -0.0019611 -0.00830213 -1.64959e-05 -0.00198502 6.24979e-05 -0.00887826 -0.000119114 -0.000797282 2.46198e-07 0.306993 -1.71263e-05 0.486868 3.95235e-06 0 -3.95235e-06 0.000375622 0 -0.000375622 0.306995 -1.99453e-05 0.486853 1.88272e-06 -2.81898e-06 -1.47298e-05 -6.18637e-06 1.34005e-05 3.3649e-06 0.000328163 -0.00015716 0.000538231 3.14128 -8.63442e-06 0.00011598 3.1413 1.81651e-05 0.000122718 -0.0355576 0.00947056 -0.0355535 -0.00195464 0.00836861 1.94281e-05 
0.99999 -0.000115136 -1.12584e-05 0 -0.000115132 -0.99999 0.000311133 0 -1.12943e-05 -0.000311135 -1 0 0.306995 -1.92165e-05 0.48685 1 -0.00107279 -0.000532053 0.0628362 0.000884761 0.00238884 -4.38863e-05 0.00313186 -9.85973e-05 0.0140081 0.000187943 0.00125792 -3.93113e-07 0.306993 -1.71263e-05 0.486868 4.33685e-06 0 -4.33685e-06 0.00039339 0 -0.00039339 0.306995 -1.92165e-05 0.48685 2.18948e-06 -2.09024e-06 -1.79158e-05 -7.84983e-06 1.47307e-05 3.78781e-06 -5.42433e-06 -1.90384e-05 -0.000859801 3.14128 -1.12945e-05 0.000115133 3.1413 1.81651e-05 0.000122718 -0.00140177 -0.000583566 0.0627745 0.000893309 -0.00231594 4.35521e-05 
0.99999 -0.000121905 -8.25178e-06 0 -0.000121902 -0.99999 0.00031429 0 -8.29018e-06 -0.000314292 -1 0 0.306996 -1.93662e-05 0.486852 1 -0.0483127 -0.0129821 0.00244541 0.00235969 -0.00951939 -1.59381e-06 0.000157154 -4.94712e-06 0.000702907 9.43104e-06 6.31213e-05 -1.98973e-08 0.306993 -1.71263e-05 0.486868 4.73912e-06 0 -4.73912e-06 0.000411148 0 -0.000411148 0.306996 -1.93662e-05 0.486852 3.36976e-06 -2.23993e-06 -1.61517e-05 -9.42827e-06 1.32276e-05 4.03221e-07 0.000294508 0.000115931 -4.87933e-05 3.14128 -8.29025e-06 0.000121903 3.1413 1.81651e-05 0.000122718 -0.0486073 -0.0130455 0.00239157 0.0023706 0.00958445 4.90081e-06 
0.99999 -0.000111166 -1.00294e-05 0 -0.000111163 -0.99999 0.000316515 0 -1.00647e-05 -0.000316517 -1 0 0.306997 -1.96247e-05 0.486851 1 -0.0140623 0.0178795 0.0124512 -0.00237277 -0.00239586 -0.000122948 0.000498187 -1.56805e-05 0.00222828 2.98973e-05 0.000200098 -6.35729e-08 0.306993 -1.71263e-05 0.486868 5.15915e-06 0 -5.15915e-06 0.000428895 0 -0.000428895 0.306997 -1.96247e-05 0.486851 3.79822e-06 -2.49845e-06 -1.67685e-05 -1.05411e-05 1.41165e-05 5.77273e-06 -1.50728e-05 -0.000698044 -0.000141703 3.14128 -1.00648e-05 0.000111164 3.1413 1.81651e-05 0.000122718 -0.0143764 0.0178084 0.0123941 -0.00236036 0.00246522 0.000124255 
0.99999 -0.000110204 -6.01441e-06 0 -0.000110202 -0.99999 0.000320195 0 -6.04975e-06 -0.000320197 -1 0 0.306997 -2.09085e-05 0.486852 1 -0.0936347 0.0322851 0.045117 -0.00452087 -0.0171452 -0.000122222 0.00276811 -8.71303e-05 0.012381 0.00016613 0.00111182 -3.56667e-07 0.306993 -1.71263e-05 0.486868 5.59691e-06 0 -5.59691e-06 0.000446631 0 -0.000446631 0.306997 -2.09085e-05 0.486852 3.99407e-06 -3.78224e-06 -1.60161e-05 -1.2381e-05 1.21092e-05 6.25354e-06 0.000417992 -0.000880243 -0.000761712 3.14127 -6.04981e-06 0.000110203 3.1413 1.81651e-05 0.000122718 -0.0939028 0.0322001 0.0450703 -0.00450558 0.0172041 0.000128294 
0.99999 -0.000125383 -6.43856e-06 0 -0.000125381 -0.99999 0.000316279 0 -6.47828e-06 -0.000316281 -1 0 0.306998 -2.30401e-05 0.48685 1 -0.163853 0.0642417 0.0311341 -0.0104342 -0.0308989 7.94433e-05 0.00212357 -6.68566e-05 0.00949837 0.000127448 0.000852949 -2.70337e-07 0.306993 -1.71263e-05 0.486868 6.0524e-06 0 -6.0524e-06 0.000464356 0 -0.000464356 0.306998 -2.30401e-05 0.48685 4.98439e-06 -5.91387e-06 -1.763e-05 -1.04228e-05 1.23211e-05 -1.33595e-06 0.00127541 -0.00110275 -0.00058622 3.14128 -6.47834e-06 0.000125382 3.1413 1.81651e-05 0.000122718 -0.164127 0.0641708 0.031085 -0.0104218 0.0309593 -6.93094e-05 
0.99999 -0.000119275 -7.89326e-06 0 -0.000119272 -0.99999 0.000321682 0 -7.93171e-06 -0.000321684 -1 0 0.306999 -2.06634e-05 0.48685 1 -0.205122 0.0412129 -0.0907378 -0.0073829 -0.043943 -1.27568e-05 -0.00433279 0.000136372 -0.0193801 -0.000260046 -0.00174031 5.61348e-07 0.306993 -1.71263e-05 0.486868 6.52562e-06 0 -6.52562e-06 0.00048207 0 -0.00048207 0.306999 -2.06634e-05 0.48685 6.42256e-06 -3.53709e-06 -1.78722e-05 -1.31244e-05 1.30487e-05 1.71826e-06 0.00160065 -0.00112827 0.00117706 3.14127 -7.93178e-06 0.000119273 3.1413 1.81651e-05 0.000122718 -0.205411 0.0411228 -0.0907883 -0.00736683 0.0440065 2.73962e-05 
0.99999 -0.000119245 -1.04626e-05 0 -0.000119242 -0.99999 0.000323248 0 -1.05012e-05 -0.00032325 -1 0 0.307 -2.16698e-05 0.486848 1 -0.232892 0.030517 0.0436677 -0.00428551 -0.04471 -3.69388e-05 0.00329421 -0.000103685 0.0147351 0.000197722 0.00132316 -4.29365e-07 0.306993 -1.71263e-05 0.486868 7.01654e-06 0 -7.01654e-06 0.000499774 0 -0.000499774 0.307 -2.16698e-05 0.486848 7.2506e-06 -4.54354e-06 -1.9943e-05 -1.39075e-05 1.43335e-05 1.73286e-06 0.00144103 -0.000798114 -0.00090689 3.14127 -1.05013e-05 0.000119243 3.1413 1.81651e-05 0.000122718 -0.233209 0.0304217 0.0436119 -0.00426856 0.0447799 5.19106e-05 
0.99999 -0.000122272 -1.76092e-06 0 -0.000122272 -0.99999 0.00032358 0 -1.8005e-06 -0.000323583 -1 0 0.307001 -2.25779e-05 0.486852 1 -0.172861 0.0516103 -0.0443342 -0.00903105 -0.0361234 2.43987e-05 -0.00176992 5.57152e-05 -0.00791664 -0.000106233 -0.000710912 2.30017e-07 0.306993 -1.71263e-05 0.486868 7.52516e-06 0 -7.52516e-06 0.000517467 0 -0.000517467 0.307001 -2.25779e-05 0.486852 8.03869e-06 -5.4516e-06 -1.653e-05 -1.40737e-05 9.9827e-06 2.19422e-07 0.00118861 -0.00101852 0.000475952 3.14127 -1.80052e-06 0.000122273 3.1413 1.81651e-05 0.000122718 -0.17308 0.0515123 -0.0443701 -0.0090132 0.0361714 -1.23054e-05 
0.99999 -0.000123965 2.90946e-06 0 -0.000123966 -0.99999 0.00032179 0 2.8696e-06 -0.000321793 -1 0 0.307003 -2.35953e-05 0.486851 1 -0.156383 0.113525 -0.0383212 -0.0197384 -0.0325639 0.000116356 -0.00151806 4.77913e-05 -0.00679017 -9.11157e-05 -0.000609756 1.95779e-07 0.306993 -1.71263e-05 0.486868 8.05147e-06 0 -8.05147e-06 0.00053515 0 -0.00053515 0.307003 -2.35953e-05 0.486851 9.89946e-06 -6.46906e-06 -1.65612e-05 -1.31791e-05 7.64741e-06 -6.2703e-07 0.00111871 -0.00185877 0.000406648 3.14127 2.86962e-06 0.000123967 3.1413 1.81651e-05 0.000122718 -0.15655 0.113433 -0.038347 -0.0197214 0.0326003 -0.000105613 
0.99999 -0.000112465 8.32671e-06 0 -0.000112468 -0.99999 0.000327874 0 8.28991e-06 -0.000327878 -1 0 0.307003 -2.06534e-05 0.486852 1 -0.0766811 0.0120629 -0.0374832 -0.00226078 -0.0165236 -5.8613e-06 -0.00194117 6.10863e-05 -0.00868265 -0.000116511 -0.000779713 2.54466e-07 0.306993 -1.71263e-05 0.486868 8.59546e-06 0 -8.59546e-06 0.000552821 0 -0.000552821 0.307003 -2.06534e-05 0.486852 1.03124e-05 -3.52715e-06 -1.56162e-05 -1.62214e-05 4.93907e-06 5.12271e-06 0.000605336 -0.000324543 0.000521649 3.14126 8.28999e-06 0.000112469 3.1413 1.81651e-05 0.000122718 -0.076786 0.0119477 -0.0374947 -0.00223904 0.0165459 1.17845e-05 
0.99999 -0.0001086 1.64981e-06 0 -0.000108601 -0.99999 0.000326546 0 1.61436e-06 -0.00032655 -1 0 0.307004 -2.15342e-05 0.48685 1 -0.151181 0.0335571 -0.00234079 -0.00555763 -0.029663 8.43165e-06 0.000208089 -6.54895e-06 0.000930794 1.24901e-05 8.35838e-05 -2.72494e-08 0.306993 -1.71263e-05 0.486868 9.15711e-06 0 -9.15711e-06 0.000570482 0 -0.000570482 0.307004 -2.15342e-05 0.48685 1.10227e-05 -4.40792e-06 -1.83935e-05 -1.55572e-05 8.27741e-06 7.05533e-06 0.00122742 -0.000585975 -6.71378e-05 3.14127 1.61438e-06 0.000108602 3.1413 1.81651e-05 0.000122718 -0.151361 0.0334479 -0.0023679 -0.00553731 0.0297022 1.84831e-06 
