time x y z x_d y_d z_d 
0 0.306942 1.24712e-05 0.486785 0.306942 1.00281e-05 0.486782 
0.001 0.306944 1.08356e-05 0.486785 0.306942 1.00281e-05 0.486782 
0.002 0.306942 1.14604e-05 0.486782 0.306942 1.00281e-05 0.486782 
0.003 0.306941 1.37342e-05 0.486781 0.306942 1.00281e-05 0.486782 
0.004 0.306941 1.24651e-05 0.48678 0.306942 1.00281e-05 0.486782 
0.005 0.306941 1.44455e-05 0.486781 0.306942 1.00281e-05 0.486782 
0.006 0.306941 1.23181e-05 0.486782 0.306942 1.00281e-05 0.486782 
0.007 0.306943 9.93628e-06 0.48678 0.306942 1.00281e-05 0.486782 
0.008 0.306942 9.97677e-06 0.486778 0.306942 1.00281e-05 0.486782 
0.009 0.306943 1.24896e-05 0.486778 0.306942 1.00281e-05 0.486782 
0.01 0.306943 1.10194e-05 0.486776 0.306942 1.00281e-05 0.486782 
0.011 0.306944 9.04661e-06 0.486779 0.306942 1.00281e-05 0.486782 
0.012 0.306943 9.08035e-06 0.486777 0.306942 1.00281e-05 0.486782 
0.013 0.306943 1.07128e-05 0.486775 0.306942 1.00281e-05 0.486782 
0.014 0.306942 1.1765e-05 0.486776 0.306942 1.00281e-05 0.486782 
0.015 0.306942 1.06177e-05 0.486776 0.306942 1.00281e-05 0.486782 
0.016 0.306942 1.05813e-05 0.486773 0.306942 1.00281e-05 0.486782 
0.017 0.306942 1.03961e-05 0.486777 0.306942 1.00281e-05 0.486782 
0.018 0.306941 1.02679e-05 0.486777 0.306942 1.00281e-05 0.486782 
0.019 0.306942 1.00959e-05 0.486775 0.306942 1.00281e-05 0.486782 
0.02 0.306942 1.14576e-05 0.486772 0.306942 1.00281e-05 0.486782 
0.021 0.306944 1.08247e-05 0.486771 0.306942 1.00281e-05 0.486782 
0.022 0.306945 1.03696e-05 0.486774 0.306942 1.00281e-05 0.486782 
0.023 0.306944 9.87971e-06 0.486769 0.306942 1.00281e-05 0.486782 
0.024 0.306943 1.29898e-05 0.486769 0.306942 1.00281e-05 0.486782 
0.025 0.306943 1.11956e-05 0.486771 0.306942 1.00281e-05 0.486782 
0.026 0.306944 1.21749e-05 0.486769 0.306942 1.00281e-05 0.486782 
0.027 0.306944 1.29136e-05 0.486766 0.306942 1.00281e-05 0.486782 
0.028 0.306945 1.08079e-05 0.486767 0.306942 1.00281e-05 0.486782 
0.029 0.306946 9.16655e-06 0.486767 0.306942 1.00281e-05 0.486782 
0.03 0.306947 1.04314e-05 0.486767 0.306942 1.00281e-05 0.486782 
0.031 0.306948 1.17928e-05 0.486764 0.306942 1.00281e-05 0.486782 
0.032 0.306949 9.27811e-06 0.486765 0.306942 1.00281e-05 0.486782 
0.033 0.306949 1.15309e-05 0.486765 0.306942 1.00281e-05 0.486782 
0.034 0.306951 1.19549e-05 0.486765 0.306942 1.00281e-05 0.486782 
0.035 0.30695 1.20246e-05 0.486762 0.306942 1.00281e-05 0.486782 
0.036 0.306951 1.03719e-05 0.486763 0.306942 1.00281e-05 0.486782 
0.037 0.306953 1.1287e-05 0.486763 0.306942 1.00281e-05 0.486782 
0.038 0.306953 1.02654e-05 0.486764 0.306942 1.00281e-05 0.486782 
0.039 0.306954 8.77049e-06 0.486761 0.306942 1.00281e-05 0.486782 
0.04 0.306954 8.38232e-06 0.486762 0.306942 1.00281e-05 0.486782 
0.041 0.306954 8.45727e-06 0.486761 0.306942 1.00281e-05 0.486782 
0.042 0.306955 9.37971e-06 0.48676 0.306942 1.00281e-05 0.486782 
0.043 0.306955 9.85712e-06 0.486758 0.306942 1.00281e-05 0.486782 
0.044 0.306955 9.94868e-06 0.486761 0.306942 1.00281e-05 0.486782 
0.045 0.306955 8.43611e-06 0.486762 0.306942 1.00281e-05 0.486782 
0.046 0.306955 1.0466e-05 0.48676 0.306942 1.00281e-05 0.486782 
0.047 0.306954 1.04438e-05 0.486759 0.306942 1.00281e-05 0.486782 
0.048 0.306955 9.27494e-06 0.48676 0.306942 1.00281e-05 0.486782 
