time x y z x_d y_d z_d 
0 0.306321 0.005013 0.489393 0.306321 0.0050125 0.489392 
0.001 0.306322 0.0050134 0.489392 0.306321 0.0050125 0.489392 
0.002 0.306322 0.00501161 0.489391 0.306321 0.0050125 0.489392 
0.003 0.30632 0.00501205 0.489389 0.306321 0.0050125 0.489392 
0.004 0.30632 0.0050148 0.489391 0.306321 0.0050125 0.489392 
0.005 0.306321 0.00501353 0.489391 0.306321 0.0050125 0.489392 
0.006 0.30632 0.00501328 0.489388 0.306321 0.0050125 0.489392 
0.007 0.30632 0.00501325 0.489384 0.306321 0.0050125 0.489392 
0.008 0.306319 0.00501524 0.489387 0.306321 0.0050125 0.489392 
0.009 0.306319 0.00501336 0.489383 0.306321 0.0050125 0.489392 
0.01 0.306319 0.00501133 0.489385 0.306321 0.0050125 0.489392 
0.011 0.306319 0.00501425 0.489381 0.306321 0.0050125 0.489392 
0.012 0.306319 0.00501296 0.48938 0.306321 0.0050125 0.489392 
0.013 0.306319 0.00501242 0.48938 0.306321 0.0050125 0.489392 
0.014 0.306317 0.00501229 0.489381 0.306321 0.0050125 0.489392 
0.015 0.306317 0.00501263 0.489379 0.306321 0.0050125 0.489392 
0.016 0.306314 0.00501197 0.489377 0.306321 0.0050125 0.489392 
0.017 0.306316 0.00501212 0.489377 0.306321 0.0050125 0.489392 
0.018 0.306315 0.0050116 0.489376 0.306321 0.0050125 0.489392 
0.019 0.306315 0.00501157 0.489374 0.306321 0.0050125 0.489392 
0.02 0.306315 0.00501196 0.489373 0.306321 0.0050125 0.489392 
0.021 0.306316 0.00501195 0.489374 0.306321 0.0050125 0.489392 
0.022 0.306314 0.0050121 0.48937 0.306321 0.0050125 0.489392 
0.023 0.306315 0.0050109 0.489372 0.306321 0.0050125 0.489392 
0.024 0.306316 0.00501481 0.489372 0.306321 0.0050125 0.489392 
0.025 0.306314 0.00501026 0.48937 0.306321 0.0050125 0.489392 
0.026 0.306315 0.00501034 0.48937 0.306321 0.0050125 0.489392 
0.027 0.306313 0.00501182 0.489369 0.306321 0.0050125 0.489392 
0.028 0.306313 0.00501068 0.489369 0.306321 0.0050125 0.489392 
0.029 0.306314 0.00500921 0.489365 0.306321 0.0050125 0.489392 
0.03 0.306315 0.00500978 0.489368 0.306321 0.0050125 0.489392 
0.031 0.306314 0.00501101 0.489369 0.306321 0.0050125 0.489392 
0.032 0.306314 0.00501218 0.489368 0.306321 0.0050125 0.489392 
0.033 0.306315 0.00501117 0.489369 0.306321 0.0050125 0.489392 
0.034 0.306315 0.00501357 0.489368 0.306321 0.0050125 0.489392 
0.035 0.306315 0.00500968 0.489369 0.306321 0.0050125 0.489392 
0.036 0.306315 0.00501163 0.489369 0.306321 0.0050125 0.489392 
0.037 0.306314 0.00501105 0.489369 0.306321 0.0050125 0.489392 
0.038 0.306315 0.00501242 0.489368 0.306321 0.0050125 0.489392 
0.039 0.306315 0.00501008 0.48937 0.306321 0.0050125 0.489392 
0.04 0.306315 0.00501168 0.489367 0.306321 0.0050125 0.489392 
0.041 0.306316 0.00501188 0.48937 0.306321 0.0050125 0.489392 
0.042 0.306316 0.00501098 0.48937 0.306321 0.0050125 0.489392 
0.043 0.306316 0.00501171 0.48937 0.306321 0.0050125 0.489392 
0.044 0.306316 0.00501111 0.48937 0.306321 0.0050125 0.489392 
0.045 0.306316 0.00500838 0.489372 0.306321 0.0050125 0.489392 
0.046 0.306316 0.00501278 0.489369 0.306321 0.0050125 0.489392 
0.047 0.306317 0.00501154 0.489374 0.306321 0.0050125 0.489392 
0.048 0.306317 0.005012 0.48937 0.306321 0.0050125 0.489392 
0.049 0.306317 0.00501276 0.489373 0.306321 0.0050125 0.489392 
0.05 0.306317 0.00501188 0.489374 0.306321 0.0050125 0.489392 
0.051 0.306316 0.0050129 0.489369 0.306321 0.0050125 0.489392 
0.052 0.306316 0.00501282 0.489374 0.306321 0.0050125 0.489392 
0.053 0.306316 0.00501268 0.489372 0.306321 0.0050125 0.489392 
0.054 0.306316 0.00501137 0.489371 0.306321 0.0050125 0.489392 
0.055 0.306316 0.00501077 0.489371 0.306321 0.0050125 0.489392 
0.056 0.306316 0.00501041 0.489374 0.306321 0.0050125 0.489392 
0.057 0.306316 0.00501088 0.489375 0.306321 0.0050125 0.489392 
0.058 0.306316 0.00501094 0.489371 0.306321 0.0050125 0.489392 
0.059 0.306316 0.00501257 0.489374 0.306321 0.0050125 0.489392 
0.06 0.306316 0.00501129 0.489371 0.306321 0.0050125 0.489392 
0.061 0.306316 0.00501238 0.489375 0.306321 0.0050125 0.489392 
0.062 0.306316 0.00501385 0.489372 0.306321 0.0050125 0.489392 
0.063 0.306316 0.00501202 0.489377 0.306321 0.0050125 0.489392 
0.064 0.306316 0.00501346 0.489373 0.306321 0.0050125 0.489392 
0.065 0.306315 0.00501194 0.489377 0.306321 0.0050125 0.489392 
0.066 0.306317 0.00501267 0.489375 0.306321 0.0050125 0.489392 
0.067 0.306316 0.00501234 0.489373 0.306321 0.0050125 0.489392 
0.068 0.306317 0.0050128 0.489376 0.306321 0.0050125 0.489392 
0.069 0.306317 0.00501111 0.489376 0.306321 0.0050125 0.489392 
0.07 0.306316 0.00501207 0.489377 0.306321 0.0050125 0.489392 
0.071 0.306317 0.00501287 0.489377 0.306321 0.0050125 0.489392 
0.072 0.306317 0.0050112 0.489376 0.306321 0.0050125 0.489392 
0.073 0.306317 0.00501187 0.48938 0.306321 0.0050125 0.489392 
0.074 0.306317 0.00501246 0.489375 0.306321 0.0050125 0.489392 
0.075 0.306316 0.0050115 0.489379 0.306321 0.0050125 0.489392 
0.076 0.306317 0.00501146 0.489378 0.306321 0.0050125 0.489392 
0.077 0.306317 0.00501094 0.489377 0.306321 0.0050125 0.489392 
0.078 0.306319 0.00501361 0.489376 0.306321 0.0050125 0.489392 
0.08 0.306316 0.00501195 0.489378 0.306321 0.0050125 0.489392 
0.081 0.306317 0.00501196 0.489375 0.306321 0.0050125 0.489392 
0.082 0.306317 0.00501113 0.489374 0.306321 0.0050125 0.489392 
0.083 0.306318 0.0050129 0.489378 0.306321 0.0050125 0.489392 
0.084 0.306317 0.00501262 0.489378 0.306321 0.0050125 0.489392 
0.085 0.306317 0.0050121 0.489378 0.306321 0.0050125 0.489392 
0.086 0.306317 0.00500924 0.489375 0.306321 0.0050125 0.489392 
0.087 0.306317 0.00501016 0.489376 0.306321 0.0050125 0.489392 
0.088 0.306316 0.00501116 0.489374 0.306321 0.0050125 0.489392 
0.089 0.306318 0.00501122 0.489376 0.306321 0.0050125 0.489392 
0.09 0.306317 0.00501284 0.489373 0.306321 0.0050125 0.489392 
0.091 0.306317 0.00501185 0.489373 0.306321 0.0050125 0.489392 
0.092 0.306316 0.0050119 0.489372 0.306321 0.0050125 0.489392 
0.093 0.306316 0.00501007 0.489373 0.306321 0.0050125 0.489392 
0.094 0.306317 0.00501138 0.489374 0.306321 0.0050125 0.489392 
0.095 0.306315 0.00501284 0.48937 0.306321 0.0050125 0.489392 
0.096 0.306315 0.00501252 0.48937 0.306321 0.0050125 0.489392 
0.097 0.306315 0.00501251 0.489371 0.306321 0.0050125 0.489392 
0.098 0.306315 0.00501541 0.489371 0.306321 0.0050125 0.489392 
0.099 0.306315 0.00501168 0.489371 0.306321 0.0050125 0.489392 
0.1 0.306316 0.00501124 0.489368 0.306321 0.0050125 0.489392 
0.101 0.306315 0.00501023 0.48937 0.306321 0.0050125 0.489392 
0.102 0.306315 0.0050114 0.489369 0.306321 0.0050125 0.489392 
0.103 0.306315 0.00500986 0.489369 0.306321 0.0050125 0.489392 
0.104 0.306314 0.00501057 0.489365 0.306321 0.0050125 0.489392 
0.105 0.306315 0.00500956 0.489371 0.306321 0.0050125 0.489392 
0.106 0.306315 0.00501093 0.48937 0.306321 0.0050125 0.489392 
0.107 0.306314 0.00501164 0.489369 0.306321 0.0050125 0.489392 
0.108 0.306314 0.00501017 0.48937 0.306321 0.0050125 0.489392 
0.109 0.306315 0.00501085 0.489371 0.306321 0.0050125 0.489392 
0.11 0.306316 0.00500968 0.489369 0.306321 0.0050125 0.489392 
0.111 0.306316 0.0050122 0.489369 0.306321 0.0050125 0.489392 
0.112 0.306316 0.00501045 0.489372 0.306321 0.0050125 0.489392 
0.113 0.306315 0.00501062 0.489371 0.306321 0.0050125 0.489392 
0.114 0.306315 0.00501219 0.48937 0.306321 0.0050125 0.489392 
0.115 0.306316 0.00500936 0.48937 0.306321 0.0050125 0.489392 
0.116 0.306316 0.00501141 0.489371 0.306321 0.0050125 0.489392 
0.117 0.306317 0.00501274 0.489375 0.306321 0.0050125 0.489392 
0.118 0.306317 0.00501044 0.489375 0.306321 0.0050125 0.489392 
0.119 0.306316 0.00501133 0.489372 0.306321 0.0050125 0.489392 
0.12 0.306317 0.00501065 0.489374 0.306321 0.0050125 0.489392 
