O_T_EE_00 O_T_EE_01 O_T_EE_02 O_T_EE_03 O_T_EE_04 O_T_EE_05 O_T_EE_06 O_T_EE_07 O_T_EE_08 O_T_EE_09 O_T_EE_10 O_T_EE_11 O_T_EE_12 O_T_EE_13 O_T_EE_14 O_T_EE_15 F_FL_ana_x F_FL_ana_y F_FL_ana_z F_FL_ana_rx F_FL_ana_ry F_FL_ana_rz pos_des_x pos_des_y pos_des_z vel_des_x vel_des_y vel_des_z pos_x pos_y pos_z bodyRPY_des_R bodyRPY_des_P bodyRPY_des_Y bodyRPY_R bodyRPY_P bodyRPY_Y error_ana_x error_ana_y error_ana_z error_ana_rx error_ana_ry error_ana_rz 
0.99999 -0.000252986 0.00021321 0 -0.000329652 -0.707129 0.70707 0 -2.81124e-05 -0.707077 -0.707136 0 0.306834 -0.14884 0.548563 1 0.0320294 -0.019446 0.0249365 0.00556269 -0.0068427 0.00010324 0.306819 -0.148857 0.548565 0 0 0 0.306834 -0.14884 0.548563 2.35625 -3.789e-05 0.000376554 2.35624 -2.81127e-05 0.000329655 1.5278e-05 1.6953e-05 -2.06484e-06 -1.3539e-05 9.7773e-06 -4.68983e-05 
0.99999 -0.000258305 0.000219024 0 -0.000337524 -0.707128 0.707072 0 -2.77621e-05 -0.707079 -0.707135 0 0.306835 -0.148842 0.548564 1 -0.0247758 0.0188256 0.00258805 -0.00178689 0.0044911 3.90979e-05 0.306819 -0.148857 0.548565 8.9982e-09 0 -8.9982e-09 0.306835 -0.148842 0.548564 2.35625 -3.789e-05 0.000376554 2.35623 -2.77624e-05 0.000337527 1.61588e-05 1.53089e-05 -1.18194e-06 -1.54728e-05 1.01276e-05 -3.90267e-05 
0.99999 -0.00025358 0.000213142 0 -0.000330023 -0.707126 0.707074 0 -2.8582e-05 -0.707081 -0.707133 0 0.306835 -0.148839 0.548563 1 -0.0193505 -0.0551219 -0.00107909 0.0063648 0.00486456 0.000102605 0.306819 -0.148857 0.548565 3.59856e-08 0 -3.59856e-08 0.306835 -0.148839 0.548563 2.35625 -3.789e-05 0.000376554 2.35623 -2.85822e-05 0.000330026 1.6341e-05 1.80463e-05 -2.93901e-06 -1.8196e-05 9.30773e-06 -4.65274e-05 
0.99999 -0.00025697 0.000213082 0 -0.000332378 -0.707128 0.707072 0 -3.10208e-05 -0.707079 -0.707135 0 0.306835 -0.14884 0.548561 1 -0.023875 -0.0277152 0.0379554 0.00760181 0.00383415 -0.000378232 0.306819 -0.148857 0.548565 8.09514e-08 0 -8.09514e-08 0.306835 -0.14884 0.548561 2.35625 -3.789e-05 0.000376554 2.35623 -3.10211e-05 0.000332381 1.60111e-05 1.72844e-05 -4.29383e-06 -1.59406e-05 6.86888e-06 -4.41728e-05 
0.99999 -0.000250978 0.000210253 0 -0.000326141 -0.707128 0.707072 0 -2.87851e-05 -0.707079 -0.707135 0 0.306834 -0.14884 0.548562 1 0.0352588 -0.0395404 -0.0561163 -0.00248156 -0.00604801 -0.000243607 0.306819 -0.148857 0.548565 1.43885e-07 0 -1.43885e-07 0.306834 -0.14884 0.548562 2.35625 -3.789e-05 0.000376554 2.35623 -2.87853e-05 0.000326144 1.53922e-05 1.68344e-05 -3.0756e-06 -1.60214e-05 9.10464e-06 -5.04097e-05 
0.99999 -0.000249771 0.000208321 0 -0.000323921 -0.707128 0.707071 0 -2.92968e-05 -0.707078 -0.707135 0 0.306836 -0.14884 0.548561 1 -0.0240851 -0.0530412 -0.0482382 -0.000101449 0.00621836 -0.000122232 0.306819 -0.148857 0.548565 2.24775e-07 0 -2.24775e-07 0.306836 -0.14884 0.548561 2.35625 -3.789e-05 0.000376554 2.35623 -2.92971e-05 0.000323925 1.64421e-05 1.69685e-05 -4.73332e-06 -1.49581e-05 8.59287e-06 -5.26291e-05 
0.99999 -0.000253544 0.000208853 0 -0.000326965 -0.707129 0.707071 0 -3.15886e-05 -0.707078 -0.707136 0 0.306836 -0.148841 0.54856 1 -0.108847 -0.020924 -0.00617704 0.00121987 0.0219449 -6.49991e-05 0.306819 -0.148857 0.548565 3.23611e-07 0 -3.23611e-07 0.306836 -0.148841 0.54856 2.35625 -3.789e-05 0.000376554 2.35624 -3.15889e-05 0.000326969 1.70601e-05 1.59317e-05 -5.35655e-06 -1.43524e-05 6.30105e-06 -4.95851e-05 
0.99999 -0.000245537 0.000199301 0 -0.000314549 -0.707125 0.707075 0 -3.2683e-05 -0.707082 -0.707131 0 0.306835 -0.148841 0.548559 1 -0.0120706 -0.0468993 -0.115252 -0.00915551 0.00574278 -8.31233e-05 0.306819 -0.148857 0.548565 4.40383e-07 0 -4.40383e-07 0.306835 -0.148841 0.548559 2.35625 -3.789e-05 0.000376554 2.35623 -3.26833e-05 0.000314552 1.6036e-05 1.63131e-05 -6.30309e-06 -2.03801e-05 5.20669e-06 -6.20016e-05 
0.99999 -0.000253232 0.000207639 0 -0.000325886 -0.707122 0.707078 0 -3.22296e-05 -0.707084 -0.707129 0 0.306835 -0.148841 0.54856 1 -0.00236586 -0.0591217 -0.13573 -0.0102885 0.00444704 -0.000266378 0.306819 -0.148857 0.548565 5.75079e-07 0 -5.75079e-07 0.306835 -0.148841 0.54856 2.35625 -3.789e-05 0.000376554 2.35623 -3.22299e-05 0.000325889 1.60515e-05 1.60718e-05 -5.75628e-06 -2.37673e-05 5.66005e-06 -5.06643e-05 
0.99999 -0.000258471 0.000206118 0 -0.000328515 -0.707124 0.707076 0 -3.70084e-05 -0.707082 -0.707131 0 0.306834 -0.148844 0.548559 1 -0.0510491 0.028218 -0.066388 -0.011861 0.0111953 -0.000165406 0.306819 -0.148857 0.548565 7.27688e-07 0 -7.27688e-07 0.306834 -0.148844 0.548559 2.35625 -3.789e-05 0.000376554 2.35623 -3.70088e-05 0.000328518 1.51923e-05 1.27848e-05 -5.96223e-06 -2.08722e-05 8.81216e-07 -4.80354e-05 
0.99999 -0.000251884 0.000213284 0 -0.000328924 -0.707124 0.707075 0 -2.72825e-05 -0.707082 -0.707131 0 0.306834 -0.148841 0.548562 1 0.0555176 -0.0263322 -0.0809564 -0.0071035 -0.00897102 -0.000173299 0.306819 -0.148857 0.548565 8.98201e-07 0 -8.98201e-07 0.306834 -0.148841 0.548562 2.35625 -3.789e-05 0.000376554 2.35623 -2.72828e-05 0.000328927 1.49454e-05 1.54117e-05 -3.58825e-06 -2.05521e-05 1.06072e-05 -4.76262e-05 
0.99999 -0.000247104 0.000208713 0 -0.000322312 -0.707124 0.707076 0 -2.71361e-05 -0.707083 -0.707131 0 0.306834 -0.148841 0.548562 1 0.034408 -0.0281928 -0.0415621 -0.00181058 -0.00530652 4.99914e-05 0.306819 -0.148857 0.548565 1.08661e-06 0 -1.08661e-06 0.306834 -0.148841 0.548562 2.35625 -3.789e-05 0.000376554 2.35623 -2.71363e-05 0.000322316 1.48764e-05 1.59036e-05 -3.2997e-06 -2.15863e-05 1.07536e-05 -5.4238e-05 
0.99999 -0.00025551 0.00020699 0 -0.000327038 -0.707121 0.707079 0 -3.42994e-05 -0.707086 -0.707128 0 0.306834 -0.148841 0.54856 1 -0.0678791 -0.0292202 -0.0144542 0.00128156 0.0146566 -2.88332e-05 0.306819 -0.148857 0.548565 1.29289e-06 0 -1.29289e-06 0.306834 -0.148841 0.54856 2.35625 -3.789e-05 0.000376554 2.35622 -3.42997e-05 0.000327041 1.53771e-05 1.5659e-05 -5.07728e-06 -2.55535e-05 3.59025e-06 -4.95127e-05 
0.99999 -0.000250218 0.000202573 0 -0.000320173 -0.707123 0.707077 0 -3.36801e-05 -0.707084 -0.70713 0 0.306836 -0.148841 0.548559 1 -0.0893907 -0.0140434 -0.00195897 0.00084813 0.0183486 3.5476e-05 0.306819 -0.148857 0.548565 1.51705e-06 0 -1.51705e-06 0.306836 -0.148841 0.548559 2.35625 -3.789e-05 0.000376554 2.35623 -3.36804e-05 0.000320176 1.64463e-05 1.57974e-05 -6.32378e-06 -2.28184e-05 4.20958e-06 -5.63775e-05 
0.99999 -0.000256296 0.00020626 0 -0.000327078 -0.707126 0.707074 0 -3.53695e-05 -0.707081 -0.707132 0 0.306832 -0.148842 0.548561 1 0.0747871 0.11347 -0.0282672 -0.0169494 -0.0162338 -0.000178152 0.306819 -0.148857 0.548565 1.75906e-06 0 -1.75906e-06 0.306832 -0.148842 0.548561 2.35625 -3.789e-05 0.000376554 2.35623 -3.53698e-05 0.000327081 1.32581e-05 1.46938e-05 -4.92235e-06 -1.90032e-05 2.52017e-06 -4.94726e-05 
